numSell,exposure,drawdown,winLoss,value,fast,slow,sig
31,0.5051669316375199,-0.1659239801201288,2.875,20320.709225000002,8,35,9
30,0.4972178060413355,-0.17562249513074696,2.3333333333333335,18604.539811000002,10,35,9
32,0.516295707472178,-0.16569370434677785,3.0,19227.890190999995,12,35,9
32,0.5242448330683624,-0.18621214017384102,3.0,18459.999671999998,14,35,9
32,0.527027027027027,-0.18941403544702354,2.5555555555555554,19504.50202300001,16,35,9
32,0.505564387917329,-0.20085890012785348,2.5555555555555554,17108.210532000005,18,35,9
31,0.4829093799682035,-0.19548275120314434,2.4444444444444446,17025.260010000013,20,35,9
36,0.42686804451510335,-0.2897200699056782,5.0,15919.829885999992,2,5,11
38,0.4546899841017488,-0.19367370235258263,5.333333333333333,20771.929330000006,4,5,11
39,0.42726550079491254,-0.2799421652489168,3.3333333333333335,14886.2206,2,8,11
41,0.46621621621621623,-0.26450933263412496,3.5555555555555554,16664.959139999995,4,8,11
43,0.46144674085850557,-0.23773891678119174,4.375,20955.529046000003,6,8,11
0,0.0,0.0,inf,10000.0,8,8,11
41,0.48926868044515104,-0.2663068139684192,5.833333333333333,17325.090226,2,11,11
46,0.5,-0.23680943487299902,2.8333333333333335,14600.445042,4,11,11
45,0.49364069952305245,-0.22420809128434238,2.75,13662.220417999999,6,11,11
43,0.5286168521462639,-0.21125331128323424,2.0714285714285716,14478.079410999995,8,11,11
37,0.41534181240063595,-0.24639231707945788,1.8461538461538463,13419.880270000007,10,11,11
39,0.5182829888712241,-0.23698165476637612,3.3333333333333335,15339.775878999992,2,14,11
44,0.5075516693163752,-0.26479370952268105,2.142857142857143,14163.381766000002,4,14,11
45,0.5182829888712241,-0.2867087330685483,2.0,13447.881076000007,6,14,11
44,0.5015898251192369,-0.2617346424352046,2.142857142857143,14814.029492999998,8,14,11
39,0.4968203497615262,-0.20758714843820802,2.9,15165.570753,10,14,11
42,0.4872813990461049,-0.2003694857779918,3.6666666666666665,18267.310906999985,12,14,11
0,0.0,0.0,inf,10000.0,14,14,11
37,0.5298092209856916,-0.23628752863838764,2.3636363636363638,13181.695502000002,2,17,11
42,0.5031796502384738,-0.1782178898447755,2.230769230769231,16876.131112000006,4,17,11
45,0.49642289348171703,-0.22004253252747194,1.8125,15792.780549000003,6,17,11
44,0.48012718600953896,-0.20375738153358391,2.6666666666666665,17436.53018700001,8,17,11
44,0.49205087440381556,-0.18506241629948583,3.0,19026.249308999988,10,17,11
42,0.4769475357710652,-0.1940192939442795,2.5,21535.407172999996,12,17,11
40,0.4610492845786963,-0.18610245326725555,3.4444444444444446,18276.612374999993,14,17,11
34,0.46462639109697934,-0.1827986389670726,3.25,22468.899808000006,16,17,11
37,0.5226550079491256,-0.16381622504942114,3.625,18078.985758999996,2,20,11
39,0.5258346581875993,-0.16327511623363059,2.0,17633.729023000004,4,20,11
41,0.514308426073132,-0.1970647973835533,1.9285714285714286,16311.129329999994,6,20,11
43,0.5194753577106518,-0.20131554549651803,2.5833333333333335,19156.489344999987,8,20,11
42,0.49324324324324326,-0.18388788473755846,3.2,20030.889264999998,10,20,11
42,0.4884737678855326,-0.18229347676300053,2.5,18695.220157,12,20,11
38,0.48926868044515104,-0.1647439333006925,3.75,21048.970741999998,14,20,11
37,0.4678060413354531,-0.18129502009088003,3.111111111111111,20795.88003,16,20,11
38,0.47893481717011127,-0.16553231236070184,2.4545454545454546,19746.876026999995,18,20,11
0,0.0,0.0,inf,10000.0,20,20,11
35,0.5353736089030207,-0.16349644990394788,4.0,19063.87115399998,2,23,11
35,0.5071542130365659,-0.16533522367117445,2.5,17973.319923999996,4,23,11
34,0.5242448330683624,-0.16257269861380508,2.090909090909091,17066.130696999997,6,23,11
39,0.5325914149443561,-0.1652324113100995,2.0,21208.849349999997,8,23,11
40,0.5441176470588235,-0.16433322038134981,3.4444444444444446,22571.051638999998,10,23,11
40,0.4984101748807631,-0.16799249598454577,3.4444444444444446,20712.089866999995,12,23,11
37,0.4872813990461049,-0.17715504757401285,3.111111111111111,20210.819587999988,14,23,11
41,0.49165341812400637,-0.1364834373383796,4.125,21237.849949,16,23,11
38,0.48370429252782193,-0.12267911719639803,2.4545454545454546,20908.638859999995,18,23,11
38,0.4888712241653418,-0.12263515157734589,2.1666666666666665,20466.999762999996,20,23,11
35,0.527027027027027,-0.16600308283240883,2.888888888888889,17306.040430999998,2,26,11
36,0.5147058823529411,-0.16525705154041528,2.6,20358.850294,4,26,11
34,0.5230524642289348,-0.16288579477333393,2.4,19565.998825999995,6,26,11
36,0.5333863275039745,-0.1658668956814845,2.6,21449.449324,8,26,11
37,0.5405405405405406,-0.1689830699615542,3.111111111111111,20083.511017999997,10,26,11
37,0.5385532591414944,-0.17120190654495573,3.625,21525.204613999987,12,26,11
37,0.5361685214626392,-0.16399136878222342,5.166666666666667,24517.719273,14,26,11
37,0.5190779014308426,-0.12344835237283598,3.625,24896.779507999996,16,26,11
37,0.49920508744038156,-0.16780727690270716,2.0833333333333335,17838.43523599999,18,26,11
35,0.4829093799682035,-0.12886661037723046,2.5,18618.110882,20,26,11
31,0.49483306836248014,-0.1649644710973697,3.4285714285714284,17185.77133399999,2,29,11
33,0.5,-0.16378680106243268,3.125,19056.479778000004,4,29,11
33,0.5083465818759937,-0.1645737541493183,2.3,19621.27991999999,6,29,11
33,0.516295707472178,-0.1651218914434893,3.125,18990.419886000007,8,29,11
33,0.5131160572337043,-0.17873524862881388,2.3,17433.927375999992,10,29,11
34,0.5242448330683624,-0.1692245902619715,3.857142857142857,19522.729901999992,12,29,11
33,0.5087440381558028,-0.17173792560651496,2.6666666666666665,20963.290784000004,14,29,11
33,0.516295707472178,-0.18600372547722194,2.3,18739.369594999993,16,29,11
34,0.5182829888712241,-0.1747234647132294,2.7777777777777777,19797.410187999994,18,29,11
34,0.5067567567567568,-0.18324100306297003,3.25,20508.98017500001,20,29,11
26,0.46462639109697934,-0.16569930368358896,2.7142857142857144,17476.029172000002,2,32,11
30,0.49324324324324326,-0.16503307607798032,3.2857142857142856,19147.629804999993,4,32,11
30,0.49880763116057236,-0.16569959643757246,3.2857142857142856,20375.989562999992,6,32,11
33,0.5166931637519873,-0.1652253309751559,2.6666666666666665,19352.089894999986,8,32,11
32,0.5214626391096979,-0.19027470106430452,2.2,18713.469920999996,10,32,11
33,0.5345786963434023,-0.18431736629960846,2.6666666666666665,19292.230567,12,32,11
32,0.4888712241653418,-0.17506783788949334,3.0,20804.179015000005,14,32,11
32,0.492845786963434,-0.17538633200741816,2.5555555555555554,19459.04838199999,16,32,11
32,0.4868839427662957,-0.19147041573477513,3.0,18892.574885,18,32,11
32,0.5059618441971383,-0.17828940215364525,3.0,16807.409080000005,20,32,11
25,0.4813195548489666,-0.16465720745476922,5.25,17480.620056000003,2,35,11
28,0.4793322734499205,-0.16459462924237594,4.6,19222.079718999994,4,35,11
29,0.4753577106518283,-0.16301194927293136,4.8,20559.729395999995,6,35,11
28,0.5,-0.16271643236994446,3.6666666666666665,20078.75053,8,35,11
29,0.5155007949125596,-0.18382232747824898,2.625,18349.019452999997,10,35,11
30,0.5166931637519873,-0.16710515196901068,4.0,19099.725335,12,35,11
30,0.5027821939586645,-0.19089109789535488,2.75,18939.31048,14,35,11
31,0.527027027027027,-0.19974366409400882,2.4444444444444446,17547.97138,16,35,11
30,0.5047694753577107,-0.18318434843055872,2.3333333333333335,17271.859612,18,35,11
31,0.49880763116057236,-0.18738823121569922,2.4444444444444446,16720.83956900001,20,35,11
30,0.40381558028616854,-0.28160876840815313,3.2857142857142856,15040.88007599999,2,5,13
30,0.46144674085850557,-0.24324782263912142,4.0,17393.889385,4,5,13
35,0.442368839427663,-0.2693666313968691,4.833333333333333,15783.239013000002,2,8,13
38,0.45031796502384736,-0.2678611359975828,4.428571428571429,17215.099166999997,4,8,13
35,0.5027821939586645,-0.25290972764428044,2.888888888888889,14122.414976000002,6,8,13
0,0.0,0.0,inf,10000.0,8,8,13
37,0.49642289348171703,-0.2666699967933382,5.166666666666667,19562.225054,2,11,13
40,0.5516693163751988,-0.23945345747895103,3.0,14410.960952000003,4,11,13
38,0.4904610492845787,-0.2415157875442787,2.1666666666666665,13601.79043500001,6,11,13
39,0.4968203497615262,-0.2048291400398388,1.7857142857142858,13104.801270999998,8,11,13
30,0.3509538950715421,-0.22633538230502803,3.2857142857142856,13876.61500700001,10,11,13
35,0.5361685214626392,-0.23929749896054117,4.0,14251.600200999996,2,14,13
33,0.47217806041335453,-0.2463045437541606,2.6666666666666665,13838.361231000004,4,14,13
39,0.4944356120826709,-0.23300364041985078,2.0,15911.950532000019,6,14,13
38,0.5202702702702703,-0.20021241754101426,3.2222222222222223,16282.320358999998,8,14,13
39,0.4980127186009539,-0.1632676819140206,3.3333333333333335,22587.145339000006,10,14,13
40,0.49483306836248014,-0.21066955707095644,4.714285714285714,20390.710120000003,12,14,13
0,0.0,0.0,inf,10000.0,14,14,13
34,0.5194753577106518,-0.16490919265589232,3.25,15549.420598999997,2,17,13
35,0.5087440381558028,-0.1660720993028147,2.1818181818181817,16807.201004000002,4,17,13
40,0.5059618441971383,-0.18880658610940687,2.3333333333333335,16367.989116000002,6,17,13
40,0.5003974562798092,-0.1642180090830771,3.4444444444444446,19582.079153999992,8,17,13
38,0.4924483306836248,-0.16418316280966147,4.428571428571429,21902.549337999993,10,17,13
36,0.46025437201907793,-0.16550243752433494,3.5,18786.164811,12,17,13
38,0.4725755166931638,-0.18468466472447834,4.428571428571429,21439.031016999987,14,17,13
33,0.4435612082670906,-0.17068845524462173,2.6666666666666665,19815.930029000003,16,17,13
36,0.5333863275039745,-0.1634497157978965,3.5,18874.206990999985,2,20,13
36,0.49205087440381556,-0.16280340137349344,2.6,18782.109074999997,4,20,13
36,0.5246422893481717,-0.16533778432868804,2.0,17107.669455000003,6,20,13
40,0.5135135135135135,-0.16424542282194232,2.6363636363636362,21530.989534999997,8,20,13
38,0.5087440381558028,-0.16634480625591952,3.2222222222222223,19088.324730000008,10,20,13
37,0.48012718600953896,-0.1631317360670522,2.7,19474.98114299999,12,20,13
36,0.4904610492845787,-0.1734609219106464,3.0,21079.065093,14,20,13
36,0.46025437201907793,-0.16430857763772505,3.5,20788.045390000007,16,20,13
35,0.45310015898251194,-0.16443735449146885,2.1818181818181817,20949.899370999992,18,20,13
0,0.0,0.0,inf,10000.0,20,20,13
34,0.519872813990461,-0.16409691486143188,4.666666666666667,20221.255674,2,23,13
34,0.4944356120826709,-0.16433607797302577,2.7777777777777777,18939.570003999983,4,23,13
32,0.4956279809220986,-0.16479435391097288,3.0,19717.399606000006,6,23,13
36,0.5393481717011129,-0.16574768286841526,3.5,21248.190495999996,8,23,13
37,0.527027027027027,-0.17896974676750127,3.625,21109.80057199998,10,23,13
38,0.516295707472178,-0.17555357663830495,2.4545454545454546,20047.450759999992,12,23,13
34,0.4904610492845787,-0.16268187341382778,3.857142857142857,20815.67027799999,14,23,13
37,0.48012718600953896,-0.1681618135242791,2.7,21349.340414000006,16,23,13
35,0.4984101748807631,-0.1702899874123375,2.5,19525.899213000004,18,23,13
34,0.4741653418124006,-0.16534088896846466,2.7777777777777777,19327.179816999997,20,23,13
31,0.5019872813990461,-0.16507389014471854,3.4285714285714284,19832.139459999984,2,26,13
31,0.4868839427662957,-0.16467960259104192,3.4285714285714284,19587.049465999982,4,26,13
32,0.5059618441971383,-0.1641585678522063,3.0,19973.97959299999,6,26,13
35,0.5202702702702703,-0.17210651775118346,2.888888888888889,18757.239333999994,8,26,13
36,0.5357710651828299,-0.1843231399710803,2.6,20508.859866999992,10,26,13
33,0.4996025437201908,-0.1649077343189106,3.7142857142857144,19913.369959,12,26,13
35,0.5246422893481717,-0.16430025337954174,3.375,23514.669879999994,14,26,13
33,0.492845786963434,-0.17207430183894928,2.3,19203.159664999996,16,26,13
35,0.48012718600953896,-0.17444336367375904,2.888888888888889,20770.54043899999,18,26,13
34,0.45190779014308424,-0.12083701835631509,3.25,20967.828859999998,20,26,13
28,0.4741653418124006,-0.16594877883720405,3.0,18918.16048099999,2,29,13
31,0.4960254372019078,-0.16560546242396737,3.4285714285714284,18565.990031999994,4,29,13
31,0.4844992050874404,-0.16543778751302135,2.4444444444444446,18176.720068000006,6,29,13
32,0.5019872813990461,-0.17765873100903323,2.2,19029.339835000006,8,29,13
32,0.5047694753577107,-0.18163879481987458,2.5555555555555554,17929.13673399999,10,29,13
31,0.47893481717011127,-0.1897250853534975,2.875,19162.029610999987,12,29,13
32,0.4852941176470588,-0.19922572727458485,2.2,20141.439763000002,14,29,13
32,0.48807631160572335,-0.18170592363136343,2.2,19923.769646000004,16,29,13
32,0.4769475357710652,-0.1853938277959383,2.5555555555555554,19686.692916999993,18,29,13
32,0.49483306836248014,-0.19180237882549,3.0,18195.46905400001,20,29,13
25,0.4733704292527822,-0.16344207840420344,3.1666666666666665,18847.629947999987,2,32,13
28,0.4960254372019078,-0.16324181943948116,3.0,17554.869740000006,4,32,13
27,0.48171701112877585,-0.16768392642686747,5.75,20316.680384999992,6,32,13
29,0.48171701112877585,-0.16523109528766872,3.8333333333333335,19564.041945999998,8,32,13
30,0.5063593004769475,-0.17866433994319095,2.75,19277.499529999994,10,32,13
32,0.5353736089030207,-0.16319310807107237,3.5714285714285716,20045.333864000004,12,32,13
32,0.5214626391096979,-0.1693602015377473,3.0,21361.713190999995,14,32,13
31,0.49642289348171703,-0.20344102697923383,2.4444444444444446,18366.426777,16,32,13
32,0.48767885532591415,-0.18017442692377217,2.5555555555555554,18418.529307,18,32,13
30,0.47019077901430845,-0.19407833178982267,2.3333333333333335,16824.079848,20,32,13
25,0.48052464228934816,-0.1623727928890458,2.5714285714285716,17399.27000099999,2,35,13
25,0.4793322734499205,-0.16573741301408473,5.25,18616.120485,4,35,13
27,0.4773449920508744,-0.16848399083284318,4.4,19859.278806999995,6,35,13
26,0.48966613672496023,-0.16700435685684537,2.25,19637.491175999996,8,35,13
29,0.5019872813990461,-0.18914170160621177,2.2222222222222223,17935.540715000003,10,35,13
28,0.505564387917329,-0.169795554107662,3.6666666666666665,19925.420268000005,12,35,13
29,0.4996025437201908,-0.20345562175584025,2.2222222222222223,19074.27961,14,35,13
29,0.49324324324324326,-0.19051543456258138,2.625,17602.49089300001,16,35,13
30,0.5083465818759937,-0.18585123793179445,2.75,17520.500120000008,18,35,13
30,0.4912559618441971,-0.18325968784584953,2.75,17186.709464,20,35,13
28,0.4105723370429253,-0.2962926903043895,4.6,15295.509159999992,2,5,15
26,0.4379968203497615,-0.22332757298603736,3.3333333333333335,14296.36887299999,4,5,15
30,0.40381558028616854,-0.27001889499132126,4.0,15797.440285999997,2,8,15
32,0.428060413354531,-0.27005344911194323,4.333333333333333,13883.084982000008,4,8,15
32,0.44038155802861684,-0.22674186030134147,4.333333333333333,16211.449789000004,6,8,15
0,0.0,0.0,inf,10000.0,8,8,15
32,0.4797297297297297,-0.23856420233576286,3.5714285714285716,16530.925912000006,2,11,15
32,0.48211446740858505,-0.22290469971801052,3.0,14894.781153999998,4,11,15
34,0.45548489666136727,-0.2160727984283485,2.4,13799.000141999997,6,11,15
35,0.4864864864864865,-0.2079548424948218,2.888888888888889,14253.570585999996,8,11,15
26,0.3847376788553259,-0.21526198742740144,3.3333333333333335,15168.879921000005,10,11,15
31,0.5067567567567568,-0.19880122090425886,5.2,15057.835052000004,2,14,15
29,0.4666136724960254,-0.1649833860307771,3.8333333333333335,16292.460525000006,4,14,15
36,0.5147058823529411,-0.1632356245879562,2.6,17473.869192,6,14,15
34,0.5075516693163752,-0.1719502101343663,2.4,16725.180232000006,8,14,15
35,0.48767885532591415,-0.1641117526149719,4.0,21238.31007999998,10,14,15
35,0.4507154213036566,-0.165614332274788,4.833333333333333,22168.919781999997,12,14,15
0,0.0,0.0,inf,10000.0,14,14,15
32,0.5071542130365659,-0.1627547536422842,3.0,16449.35602600001,2,17,15
34,0.5091414944356121,-0.1651317247665792,2.7777777777777777,18367.650041999997,4,17,15
35,0.5095389507154213,-0.1642023556898632,2.1818181818181817,18481.328819,6,17,15
36,0.492845786963434,-0.16324329825017853,3.5,20173.249812999995,8,17,15
37,0.4912559618441971,-0.16306291647561702,6.4,21285.93014,10,17,15
36,0.4924483306836248,-0.164233827750595,5.0,21349.079498000003,12,17,15
36,0.47019077901430845,-0.16543144269593732,3.5,21535.78019399999,14,17,15
30,0.4264705882352941,-0.19638190604587932,2.75,19976.140025999994,16,17,15
33,0.49483306836248014,-0.16585904497824477,3.125,18371.564761999998,2,20,15
34,0.4888712241653418,-0.16374488428253012,3.25,19022.800351999995,4,20,15
31,0.4848966613672496,-0.16356168436042648,2.875,18222.87988399999,6,20,15
32,0.4793322734499205,-0.16510211699187427,3.5714285714285716,20151.029334999996,8,20,15
32,0.48608903020667726,-0.16284327703774557,4.333333333333333,19589.351361000005,10,20,15
36,0.5019872813990461,-0.16456840186731056,3.5,20358.940807000003,12,20,15
33,0.4844992050874404,-0.16440560323811568,2.6666666666666665,21025.709654000006,14,20,15
32,0.45906200317965024,-0.16406573586966647,3.5714285714285716,20555.310115999997,16,20,15
30,0.4682034976152623,-0.17912993965901475,3.2857142857142856,19897.87974299999,18,20,15
0,0.0,0.0,inf,10000.0,20,20,15
29,0.455087440381558,-0.16462372699308614,3.8333333333333335,18032.470362999993,2,23,15
30,0.47456279809220986,-0.1647932257655201,3.2857142857142856,17089.549277000002,4,23,15
32,0.4781399046104928,-0.1641588698349041,2.5555555555555554,20939.690544999994,6,23,15
34,0.505564387917329,-0.16367772946669656,2.4,19755.409911000002,8,23,15
34,0.4996025437201908,-0.17825268328341898,2.4,19186.09995599999,10,23,15
33,0.4980127186009539,-0.17329664138793877,4.5,20872.11029999999,12,23,15
33,0.49483306836248014,-0.16444015015815433,2.6666666666666665,20230.880342999997,14,23,15
33,0.48569157392686807,-0.1655702097105046,3.125,21560.91893699999,16,23,15
31,0.4956279809220986,-0.1685327411230413,1.8181818181818181,16479.58967799999,18,23,15
33,0.46939586645469,-0.1843871649106983,3.125,18794.191162000006,20,23,15
30,0.4781399046104928,-0.16575369549941804,3.2857142857142856,18881.369842,2,26,15
30,0.46621621621621623,-0.16542552472418026,2.3333333333333335,18660.559223999997,4,26,15
30,0.4594594594594595,-0.16415565157953954,4.0,20961.980312999993,6,26,15
30,0.4888712241653418,-0.16418747598925756,3.2857142857142856,18761.82050399999,8,26,15
31,0.4737678855325914,-0.19478539250178092,2.875,19008.890920999995,10,26,15
32,0.4944356120826709,-0.18567227139033973,3.0,16613.220186999995,12,26,15
33,0.503577106518283,-0.18246057174482055,3.125,20418.729106999992,14,26,15
32,0.4773449920508744,-0.16962433764518822,3.5714285714285716,21206.190101999997,16,26,15
32,0.4697933227344992,-0.17694960653313213,2.5555555555555554,19420.410756999998,18,26,15
33,0.47178060413354533,-0.18341049922214755,3.7142857142857144,21593.477372000005,20,26,15
28,0.4654213036565978,-0.16522383999864806,3.6666666666666665,19700.42982699999,2,29,15
30,0.47456279809220986,-0.16532021338541505,3.2857142857142856,18962.269499,4,29,15
29,0.46860095389507156,-0.16577210119974825,4.8,19802.960044999996,6,29,15
31,0.4984101748807631,-0.16460445226519665,4.166666666666667,18914.939713999996,8,29,15
29,0.4809220985691574,-0.18959472896891688,3.142857142857143,18060.366428999994,10,29,15
31,0.46343402225755165,-0.2007546635478605,2.4444444444444446,19264.409316,12,29,15
31,0.4753577106518283,-0.2039809665999493,2.875,19500.70819599999,14,29,15
31,0.4785373608903021,-0.1864438328720879,2.875,20129.022430999994,16,29,15
32,0.4809220985691574,-0.18495317749163612,3.5714285714285716,19529.49926199999,18,29,15
30,0.47893481717011127,-0.17222922734136956,2.3333333333333335,17518.989456,20,29,15
24,0.44554848966613675,-0.1628512976004365,2.4285714285714284,16172.950300000002,2,32,15
29,0.4829093799682035,-0.16257989608079923,3.142857142857143,19050.438802999994,4,32,15
27,0.49880763116057236,-0.16556666739416445,2.857142857142857,18081.559340999993,6,32,15
27,0.49364069952305245,-0.162487917905659,2.857142857142857,19069.283633,8,32,15
29,0.5063593004769475,-0.18311855576558977,3.142857142857143,18460.139300000003,10,32,15
27,0.4737678855325914,-0.1707961778556553,3.5,21769.889215000003,12,32,15
29,0.4940381558028617,-0.19969602724446744,3.142857142857143,18755.418499000003,14,32,15
31,0.5095389507154213,-0.1800706984580062,2.4444444444444446,18784.600108,16,32,15
28,0.4463434022257552,-0.1986166859864215,2.5,16856.709344000003,18,32,15
29,0.4594594594594595,-0.18166639783120847,1.6363636363636365,15671.151220000007,20,32,15
25,0.4884737678855326,-0.16254348141657007,2.5714285714285716,17472.190059000004,2,35,15
24,0.4654213036565978,-0.1630052668100361,5.0,21050.489525999998,4,35,15
26,0.4944356120826709,-0.16674310761158034,3.3333333333333335,20152.270374000003,6,35,15
25,0.5131160572337043,-0.1779314722938067,2.5714285714285716,18344.105152999993,8,35,15
27,0.5087440381558028,-0.17958151535842318,2.0,19219.305509,10,35,15
26,0.5011923688394276,-0.1744309458781853,4.2,19831.415218999995,12,35,15
27,0.49364069952305245,-0.174709001372776,5.75,17847.431169000014,14,35,15
28,0.47893481717011127,-0.1846419048056606,3.0,16664.97894500001,16,35,15
28,0.49642289348171703,-0.17558226784029915,2.5,17395.598667000006,18,35,15
29,0.49880763116057236,-0.19673303456183092,2.2222222222222223,17290.32926000001,20,35,15
27,0.4205087440381558,-0.1649259211450791,3.5,18727.440293999996,2,5,17
23,0.38235294117647056,-0.21493418801967584,2.2857142857142856,12373.690325999989,4,5,17
30,0.4264705882352941,-0.2686718135603816,6.5,19287.71008,2,8,17
27,0.42527821939586646,-0.20919213988775065,4.4,18319.395514000003,4,8,17
28,0.47615262321144675,-0.22316400750709545,4.6,14980.914088000012,6,8,17
0,0.0,0.0,inf,10000.0,8,8,17
28,0.48052464228934816,-0.23701064277650746,3.6666666666666665,15371.080007000008,2,11,17
27,0.42527821939586646,-0.2020805295197316,4.4,16741.581377000002,4,11,17
29,0.43839427662957076,-0.2134861994090558,3.142857142857143,15223.889526000004,6,11,17
31,0.45190779014308424,-0.2050540532169048,2.4444444444444446,15243.229827000001,8,11,17
24,0.36089030206677264,-0.1635608600105018,3.0,16525.534025000004,10,11,17
28,0.4562798092209857,-0.1637357618205761,4.6,16167.240868,2,14,17
28,0.47496025437201905,-0.1646461029881832,3.0,17506.219641,4,14,17
34,0.492845786963434,-0.16494401980373927,2.4,18480.229545999988,6,14,17
34,0.5103338632750397,-0.16503865022917885,2.7777777777777777,17937.99999799999,8,14,17
32,0.4904610492845787,-0.16451334310325882,3.0,19215.359412999987,10,14,17
29,0.4411764705882353,-0.1653780911923022,3.8333333333333335,22165.149676999994,12,14,17
0,0.0,0.0,inf,10000.0,14,14,17
31,0.4972178060413355,-0.16584753100399383,2.875,19648.495984999998,2,17,17
31,0.4825119236883943,-0.16479569117189127,3.4285714285714284,17622.359297999992,4,17,17
32,0.5131160572337043,-0.16429306838656857,3.0,17315.079521999996,6,17,17
33,0.4904610492845787,-0.164115956328001,3.125,23073.658944999992,8,17,17
34,0.462241653418124,-0.16570186217653754,3.25,20841.798852999993,10,17,17
31,0.462241653418124,-0.1658114888501116,3.4285714285714284,21040.070585,12,17,17
33,0.4753577106518283,-0.1975123814169338,3.7142857142857144,21020.589716000002,14,17,17
25,0.37360890302066774,-0.16289902005777693,2.125,17185.290221000003,16,17,17
32,0.48012718600953896,-0.1655017595575787,3.5714285714285716,18715.60086099999,2,20,17
32,0.4968203497615262,-0.16489575920099978,3.0,17846.289960999995,4,20,17
28,0.46860095389507156,-0.1657948891489589,3.0,19153.99005199999,6,20,17
31,0.4781399046104928,-0.16546974287142532,4.166666666666667,21934.930576999996,8,20,17
29,0.47217806041335453,-0.1633332857314213,3.8333333333333335,20030.90974899999,10,20,17
32,0.5123211446740858,-0.17934673350219812,3.5714285714285716,18353.689661000004,12,20,17
30,0.4956279809220986,-0.16988930349239156,4.0,18971.450048999992,14,20,17
31,0.465818759936407,-0.16362174104882052,3.4285714285714284,21432.510105999994,16,20,17
29,0.4562798092209857,-0.1921798340808224,2.625,17536.880207999995,18,20,17
0,0.0,0.0,inf,10000.0,20,20,17
30,0.49642289348171703,-0.16519953177134364,5.0,19790.049847000013,2,23,17
28,0.4538950715421304,-0.16326579342349778,2.5,17246.36993,4,23,17
32,0.4825119236883943,-0.16583353238414786,3.0,21064.33989399999,6,23,17
30,0.4697933227344992,-0.1774273995023191,2.75,18235.509756999993,8,23,17
32,0.4908585055643879,-0.16432819556679895,3.5714285714285716,19821.01147599999,10,23,17
31,0.49364069952305245,-0.16450715909272093,3.4285714285714284,19125.519566999996,12,23,17
30,0.47774244833068363,-0.17297257027810398,2.75,20761.109486,14,23,17
31,0.47297297297297297,-0.17480956278513718,2.875,19786.580030000005,16,23,17
27,0.47615262321144675,-0.16143712330670484,2.375,16183.718977999997,18,23,17
32,0.4713831478537361,-0.17362455940277222,2.2,17407.741213,20,23,17
29,0.4872813990461049,-0.16471231480041187,3.8333333333333335,18962.050274999994,2,26,17
26,0.43998410174880764,-0.1641010924315262,3.3333333333333335,19009.86956,4,26,17
29,0.4638314785373609,-0.17467824175634056,3.142857142857143,19375.669839999988,6,26,17
28,0.4562798092209857,-0.16514165455423696,3.0,19391.519753,8,26,17
29,0.45588235294117646,-0.19976065249354308,3.142857142857143,18075.68201499999,10,26,17
31,0.4546899841017488,-0.18734109448625763,2.4444444444444446,19877.531066,12,26,17
31,0.47615262321144675,-0.19998869680482206,2.4444444444444446,18812.19923299998,14,26,17
30,0.46462639109697934,-0.18295996170750403,2.3333333333333335,18900.720968,16,26,17
28,0.455087440381558,-0.1839428168256562,3.0,18481.636187999997,18,26,17
28,0.4511128775834658,-0.1821605207306269,3.6666666666666665,20376.69002699999,20,26,17
28,0.4793322734499205,-0.16550548079265323,3.6666666666666665,19840.23096699999,2,29,17
28,0.4980127186009539,-0.1704361758203374,3.0,19268.68884799999,4,29,17
27,0.4562798092209857,-0.17677814635694117,3.5,18716.749797,6,29,17
28,0.46740858505564387,-0.1775907042679269,4.6,18943.150388999995,8,29,17
27,0.47456279809220986,-0.17145961580643243,4.4,19356.470144000003,10,29,17
30,0.4507154213036566,-0.1981799790035072,2.75,20045.14388,12,29,17
30,0.465818759936407,-0.20149010448887644,2.75,18282.569751999996,14,29,17
31,0.47058823529411764,-0.177572922092281,2.875,18489.686274000007,16,29,17
29,0.4725755166931638,-0.17146037379195977,2.625,17969.669035000006,18,29,17
28,0.46939586645469,-0.17165695661422722,1.8,16488.749932000013,20,29,17
24,0.4527027027027027,-0.172189995221745,3.0,17907.539251000002,2,32,17
28,0.4733704292527822,-0.16494001647237233,3.6666666666666665,19840.67931199999,4,32,17
26,0.47456279809220986,-0.16429010439504677,2.25,17736.959472000006,6,32,17
27,0.49205087440381556,-0.1746483817187383,2.375,20084.721247999998,8,32,17
26,0.45310015898251194,-0.19751051403750286,3.3333333333333335,20413.568895,10,32,17
26,0.4829093799682035,-0.1714475342443225,4.2,21377.109544000006,12,32,17
28,0.47217806041335453,-0.19679452246815138,3.6666666666666665,17521.810407,14,32,17
28,0.4682034976152623,-0.1893849208812998,4.6,17835.709128000002,16,32,17
27,0.4638314785373609,-0.1692564533885834,2.0,16280.249710000007,18,32,17
27,0.46303656597774245,-0.19392920537853064,2.0,15495.730266000006,20,32,17
23,0.447933227344992,-0.18094142955432627,2.8333333333333335,17016.19962,2,35,17
24,0.46939586645469,-0.16376741450870838,3.8,18987.099705000008,4,35,17
25,0.4841017488076312,-0.1647985814998455,2.125,18389.904961,6,35,17
25,0.4900635930047695,-0.1743004283660881,2.5714285714285716,18682.910238000008,8,35,17
24,0.4578696343402226,-0.18174904628462227,3.8,19620.610062,10,35,17
