numSell,exposure,drawdown,winLoss,value,fast,slow,sig
38,0.5333863275039745,-0.16526688507485401,1.9230769230769231,17138.899137999993,8,32,5
37,0.5127186009538951,-0.18208459183936282,1.8461538461538463,19012.783425999998,10,32,5
37,0.510731319554849,-0.17434488175290305,3.111111111111111,20530.661074999996,12,32,5
33,0.5087440381558028,-0.18650262477959098,3.7142857142857144,20101.31891300001,14,32,5
35,0.5011923688394276,-0.16488756009506675,2.5,22432.189590000005,16,32,5
36,0.5266295707472178,-0.12122133322928104,4.142857142857143,23709.159482000003,18,32,5
38,0.4940381558028617,-0.12087595485935439,3.2222222222222223,21017.601682999997,20,32,5
37,0.5127186009538951,-0.26681046859410706,4.285714285714286,15153.584555999994,2,35,5
41,0.5266295707472178,-0.2655578427551422,3.5555555555555554,16593.119897000008,4,35,5
38,0.5313990461049285,-0.13911631910629307,2.4545454545454546,21280.669606000003,6,35,5
37,0.5385532591414944,-0.16550256105085193,1.8461538461538463,19820.589701,8,35,5
36,0.5321939586645469,-0.1644023834779266,2.6,18426.875832000005,10,35,5
33,0.5091414944356121,-0.16433928411845397,3.7142857142857144,19110.730342000003,12,35,5
33,0.5194753577106518,-0.17165831931941952,2.6666666666666665,18682.80867099999,14,35,5
32,0.49642289348171703,-0.1739473262426584,2.5555555555555554,19620.20868199999,16,35,5
33,0.49761526232114467,-0.19334729405417087,2.3,18833.418708999998,18,35,5
32,0.5011923688394276,-0.1927615409096861,1.9090909090909092,15677.093548000003,20,35,5
49,0.45190779014308424,-0.2850150152634808,2.769230769230769,12873.259087,2,5,7
45,0.41931637519872816,-0.28530598148115954,3.090909090909091,14826.104535000002,4,5,7
55,0.45190779014308424,-0.3140327324525729,3.5833333333333335,12762.843133999993,2,8,7
67,0.4904610492845787,-0.26796929320738955,2.0454545454545454,13271.559530999984,4,8,7
61,0.49761526232114467,-0.2651690690413082,3.066666666666667,20870.098928000007,6,8,7
0,0.0,0.0,inf,10000.0,8,8,7
52,0.49523052464228934,-0.27575079007754605,2.7142857142857144,14183.590702999994,2,11,7
59,0.5123211446740858,-0.2658824689233861,1.8095238095238095,16189.688400000001,4,11,7
61,0.505564387917329,-0.23564338469395843,2.588235294117647,16947.459508000007,6,11,7
58,0.5103338632750397,-0.22692370243524707,2.0526315789473686,13927.350249000006,8,11,7
50,0.4741653418124006,-0.23997822479405292,2.125,18569.449939000002,10,11,7
48,0.5158982511923689,-0.27004614068240984,3.0,14487.271447,2,14,7
56,0.47774244833068363,-0.2685242180209226,2.111111111111111,14033.489136000007,4,14,7
58,0.48767885532591415,-0.2259982903338494,2.625,14772.78539200001,6,14,7
59,0.510731319554849,-0.23988805322658963,1.6818181818181819,14362.721275000007,8,14,7
54,0.4884737678855326,-0.25460135272689915,1.5714285714285714,17131.309499999996,10,14,7
51,0.5131160572337043,-0.23225935054840133,2.1875,16192.800435999989,12,14,7
0,0.0,0.0,inf,10000.0,14,14,7
44,0.5238473767885533,-0.273256226931505,2.6666666666666665,15140.050518999997,2,17,7
52,0.5218600953895072,-0.24272436192531144,2.0588235294117645,14783.70562,4,17,7
52,0.5202702702702703,-0.25695898146078266,1.8888888888888888,13597.680823000008,6,17,7
55,0.4972178060413355,-0.2639368513432806,1.75,13943.640933000008,8,17,7
54,0.5027821939586645,-0.22084361864430016,1.7,17660.610390000005,10,17,7
50,0.4678060413354531,-0.22289402990503665,2.3333333333333335,17018.571046999998,12,17,7
52,0.46740858505564387,-0.1952937555877905,2.0588235294117645,17519.860438999996,14,17,7
42,0.4984101748807631,-0.20636114040442424,3.2,17959.27257999999,16,17,7
42,0.5298092209856916,-0.27177305554883563,3.2,15260.269849000004,2,20,7
44,0.5465023847376789,-0.23625802370496615,1.75,13573.165835,4,20,7
47,0.5087440381558028,-0.20253387794359726,1.7647058823529411,14956.799796000012,6,20,7
51,0.5119236883942766,-0.20565453471601025,1.8333333333333333,13397.299730000002,8,20,7
50,0.49761526232114467,-0.20292540342528687,2.3333333333333335,16932.119162,10,20,7
49,0.5023847376788553,-0.19335490409855915,2.769230769230769,18331.270680999995,12,20,7
48,0.5031796502384738,-0.21708054057590942,3.0,18731.639322999996,14,20,7
46,0.48052464228934816,-0.21046577430613797,2.8333333333333335,18516.739414000007,16,20,7
46,0.48171701112877585,-0.15794784765976883,2.2857142857142856,20889.399794000008,18,20,7
0,0.0,0.0,inf,10000.0,20,20,7
40,0.5429252782193958,-0.2663572025480716,4.0,14639.269931999996,2,23,7
41,0.5608108108108109,-0.2423419613454713,2.4166666666666665,15458.774927999993,4,23,7
42,0.5369634340222575,-0.2578780490535321,2.0,16175.429411000003,6,23,7
44,0.5230524642289348,-0.20287870081354795,1.75,17258.709929999983,8,23,7
46,0.5166931637519873,-0.1754365213805554,2.2857142857142856,19222.719906,10,23,7
43,0.4829093799682035,-0.17234168533478145,2.0714285714285716,20562.061136000004,12,23,7
44,0.4956279809220986,-0.16629521012951057,2.3846153846153846,19538.250345000004,14,23,7
46,0.48052464228934816,-0.1750556792510031,2.8333333333333335,20558.06977500001,16,23,7
42,0.465818759936407,-0.14188279136904028,2.8181818181818183,21507.840036000005,18,23,7
44,0.47655007949125594,-0.1312148123782905,2.6666666666666665,22870.43963099999,20,23,7
37,0.5218600953895072,-0.26527344497255484,3.111111111111111,12151.345492000002,2,26,7
40,0.5707472178060413,-0.2366486296073717,2.6363636363636362,16263.490076000006,4,26,7
40,0.5468998410174881,-0.16572903257036956,2.3333333333333335,19902.109526000004,6,26,7
40,0.5282193958664547,-0.2077276632638612,1.8571428571428572,17822.549798000004,8,26,7
40,0.5174880763116058,-0.20214689469080244,3.0,21067.276960000007,10,26,7
40,0.514308426073132,-0.16557885813288123,3.0,21467.951282,12,26,7
40,0.503577106518283,-0.1608100057176876,2.6363636363636362,20054.904575,14,26,7
41,0.49205087440381556,-0.1287482284766572,3.1,21200.655655000013,16,26,7
40,0.4872813990461049,-0.12294949058582134,2.076923076923077,20989.979074000003,18,26,7
40,0.4741653418124006,-0.14311172693126784,1.8571428571428572,19265.529981000003,20,26,7
36,0.5091414944356121,-0.26723494688242455,5.0,15229.916036000002,2,29,7
37,0.5421303656597775,-0.23991749864650921,2.3636363636363638,15099.670307999995,4,29,7
38,0.5544515103338633,-0.16519995995151254,2.4545454545454546,18624.529966000002,6,29,7
39,0.5313990461049285,-0.1656659950749412,2.0,20243.838776000008,8,29,7
39,0.5262321144674086,-0.17234017540591984,2.25,19717.919744000003,10,29,7
39,0.5437201907790143,-0.18257547777404315,3.3333333333333335,22785.19569300001,12,29,7
38,0.5381558028616852,-0.1639960756504985,2.8,20753.549099999993,14,29,7
37,0.5238473767885533,-0.12327554364717387,3.625,24290.62038,16,29,7
38,0.5158982511923689,-0.12266549910244659,2.8,22390.629448999993,18,29,7
39,0.4980127186009539,-0.1287039000077864,3.3333333333333335,21004.180367000004,20,29,7
35,0.4968203497615262,-0.26606238355683276,4.0,14623.460910999996,2,32,7
36,0.5556438791732909,-0.2390089403529072,3.0,17644.320291999993,4,32,7
38,0.5425278219395866,-0.16480908966328664,2.4545454545454546,20226.668696999997,6,32,7
37,0.5389507154213037,-0.16381933570250606,1.6428571428571428,19598.42926100001,8,32,7
35,0.5286168521462639,-0.17002411667227604,2.1818181818181817,18590.434975000004,10,32,7
35,0.5246422893481717,-0.17946786152044197,2.888888888888889,18629.830064999987,12,32,7
32,0.5059618441971383,-0.17593207833143315,3.5714285714285716,20614.15913799999,14,32,7
32,0.48966613672496023,-0.1728808419680923,3.0,20845.159878,16,32,7
34,0.5353736089030207,-0.17491463388642847,2.7777777777777777,20812.819133999998,18,32,7
35,0.5123211446740858,-0.1230743511500241,2.888888888888889,21661.42997100001,20,32,7
32,0.503577106518283,-0.26457797288145596,4.333333333333333,13989.535792000006,2,35,7
33,0.527027027027027,-0.23542795554591434,2.3,17001.81036800001,4,35,7
35,0.5313990461049285,-0.16592286306054324,3.375,21200.64935199999,6,35,7
35,0.5258346581875993,-0.16320080781646432,2.1818181818181817,19319.419200999997,8,35,7
34,0.5266295707472178,-0.16556078806360422,3.25,20382.709296999998,10,35,7
33,0.5234499205087441,-0.17652751312954879,3.7142857142857144,20099.000730000003,12,35,7
32,0.5325914149443561,-0.1650311563872203,3.0,20092.469024,14,35,7
32,0.5003974562798092,-0.167198991773792,3.0,20385.669780000004,16,35,7
33,0.5075516693163752,-0.1791075540062096,2.6666666666666665,18351.655940000004,18,35,7
32,0.5103338632750397,-0.17971534666839117,2.5555555555555554,15044.009528000013,20,35,7
41,0.43720190779014306,-0.2978292905553249,4.125,15408.818342999995,2,5,9
45,0.5194753577106518,-0.2820792647892589,3.090909090909091,15020.510165000003,4,5,9
44,0.4447535771065183,-0.2825763822765861,4.5,14350.715517999997,2,8,9
46,0.4626391096979332,-0.26653221000564975,3.1818181818181817,13311.789382999987,4,8,9
47,0.49205087440381556,-0.2697261758054973,4.875,20160.689189000008,6,8,9
0,0.0,0.0,inf,10000.0,8,8,9
48,0.46740858505564387,-0.2675425582186262,4.333333333333333,15670.92151,2,11,9
50,0.49523052464228934,-0.2683949552401762,2.125,17137.528771999994,4,11,9
54,0.4582670906200318,-0.22407322642423336,2.375,16639.38988200001,6,11,9
49,0.5135135135135135,-0.24307623745486423,1.8823529411764706,12760.711303000006,8,11,9
43,0.42170111287758344,-0.23582517826500168,2.3076923076923075,15847.869354000004,10,11,9
42,0.5190779014308426,-0.2632233686489119,3.6666666666666665,16391.68090600001,2,14,9
50,0.5103338632750397,-0.23773602606244942,2.5714285714285716,13944.220215999998,4,14,9
51,0.5051669316375199,-0.22674777509918767,2.0,13875.85627900001,6,14,9
49,0.49880763116057236,-0.2478106467991403,1.7222222222222223,14280.211323000003,8,14,9
46,0.4848966613672496,-0.20131120150158846,2.066666666666667,16103.908975999986,10,14,9
48,0.4797297297297297,-0.1537362008490016,2.4285714285714284,19925.225490999997,12,14,9
0,0.0,0.0,inf,10000.0,14,14,9
39,0.5294117647058824,-0.26873969636407824,2.5454545454545454,15056.610870000002,2,17,9
45,0.4960254372019078,-0.23679570859463756,1.368421052631579,12976.431462000002,4,17,9
46,0.49920508744038156,-0.22118105058503704,1.875,13220.231043999993,6,17,9
47,0.4848966613672496,-0.20574489832261977,1.7647058823529411,14805.149751999996,8,17,9
50,0.4829093799682035,-0.20308767243223588,2.5714285714285716,18382.030057999982,10,17,9
44,0.46621621621621623,-0.20790404370188156,2.3846153846153846,19669.230041999992,12,17,9
42,0.47217806041335453,-0.20185860453331322,2.230769230769231,15967.207736999984,14,17,9
39,0.4848966613672496,-0.21987808358033073,3.3333333333333335,18437.653779000007,16,17,9
38,0.5457074721780604,-0.2367084950705922,3.2222222222222223,14561.875548,2,20,9
43,0.5147058823529411,-0.22259093185627574,1.6875,15435.419773000012,4,20,9
44,0.516295707472178,-0.22251007440211598,1.75,14746.638947000012,6,20,9
46,0.5182829888712241,-0.2026526898568972,2.066666666666667,17177.454152,8,20,9
46,0.5019872813990461,-0.2025161712302527,2.8333333333333335,19183.219818999994,10,20,9
46,0.48966613672496023,-0.22451159506982768,2.5384615384615383,16219.927579999992,12,20,9
44,0.5071542130365659,-0.20535739696883787,3.4,19191.029295000004,14,20,9
44,0.4868839427662957,-0.1996166855510788,2.3846153846153846,19972.140160000014,16,20,9
42,0.4852941176470588,-0.16456113304172748,2.230769230769231,21004.005896,18,20,9
0,0.0,0.0,inf,10000.0,20,20,9
38,0.5345786963434023,-0.23915281867275567,3.2222222222222223,15008.746031000011,2,23,9
39,0.5409379968203497,-0.18473975559136158,2.9,17989.339349000005,4,23,9
40,0.5325914149443561,-0.1870055955080821,1.8571428571428572,16888.959045000003,6,23,9
43,0.5278219395866455,-0.2018180689397738,1.8666666666666667,19554.459735,8,23,9
43,0.5262321144674086,-0.1832963610747831,4.375,25163.684655000012,10,23,9
40,0.5039745627980922,-0.16697807691647182,2.6363636363636362,20044.791577999997,12,23,9
40,0.49324324324324326,-0.17159953342017167,2.6363636363636362,18931.379612999994,14,23,9
41,0.48052464228934816,-0.15125559997260007,3.1,19422.985393000006,16,23,9
40,0.46939586645469,-0.13008694445810984,2.3333333333333335,18412.29549499999,18,23,9
40,0.4868839427662957,-0.12767415696499712,3.4444444444444446,20747.569138999996,20,23,9
37,0.5298092209856916,-0.236003500625092,2.7,14038.261091000002,2,26,9
38,0.5453100158982512,-0.16821519169801316,2.1666666666666665,17828.989881999987,4,26,9
36,0.5166931637519873,-0.16413664879758683,2.0,18105.200231999996,6,26,9
39,0.5246422893481717,-0.16573394891035884,1.7857142857142858,20936.608950999987,8,26,9
39,0.525039745627981,-0.1631979990875828,2.25,22453.73052700001,10,26,9
39,0.5242448330683624,-0.17819942346054551,2.25,19043.87100499998,12,26,9
39,0.5135135135135135,-0.16550947608472602,2.5454545454545454,19288.009371000004,14,26,9
39,0.49205087440381556,-0.1260767457584421,2.9,21743.149526000005,16,26,9
38,0.49880763116057236,-0.17021740799226776,2.1666666666666665,18919.779498,18,26,9
39,0.48171701112877585,-0.1364796629227785,2.25,20650.990482999998,20,26,9
36,0.5234499205087441,-0.2378395157878586,3.0,14593.050763999994,2,29,9
35,0.544912559618442,-0.16356926226913068,2.5,17900.489031999998,4,29,9
37,0.5349761526232114,-0.16315014705095113,2.0833333333333335,18476.989395999997,6,29,9
36,0.5099364069952306,-0.1644191237774255,2.0,19941.639203999996,8,29,9
37,0.5286168521462639,-0.17362903549952083,3.111111111111111,19610.653123999997,10,29,9
38,0.5453100158982512,-0.16478152274164262,4.428571428571429,21643.874690999986,12,29,9
35,0.5325914149443561,-0.16401892983110017,4.833333333333333,22532.48953099999,14,29,9
34,0.5246422893481717,-0.16989580525030973,2.4,21124.229807000003,16,29,9
36,0.5369634340222575,-0.17504621833418227,2.6,20922.409691999997,18,29,9
36,0.5095389507154213,-0.1710361504261365,3.0,19296.170176000003,20,29,9
31,0.4924483306836248,-0.23805914364036906,2.875,13807.38047399999,2,32,9
33,0.5373608903020668,-0.16299147650759246,2.6666666666666665,18744.54956,4,32,9
36,0.5457074721780604,-0.16510771112483064,2.272727272727273,20015.100238999996,6,32,9
35,0.5278219395866455,-0.1635694563526847,3.375,20814.329787000002,8,32,9
33,0.5182829888712241,-0.18762347127192164,2.3,17344.438240999993,10,32,9
34,0.5405405405405406,-0.1814852696898255,2.7777777777777777,18903.77968999999,12,32,9
32,0.5039745627980922,-0.16380022464073132,3.0,21392.879984000003,14,32,9
32,0.48171701112877585,-0.17833762200315204,3.0,20165.179075999997,16,32,9
32,0.5139109697933227,-0.18637659747995206,3.0,18460.639841000015,18,32,9
32,0.5003974562798092,-0.18034743226747468,3.0,18584.654840000007,20,32,9
29,0.5123211446740858,-0.23569911659111561,2.625,13639.330695999999,2,35,9
29,0.4829093799682035,-0.1649725810949932,3.8333333333333335,19677.870247999992,4,35,9
31,0.5007949125596184,-0.16370122577917182,2.875,19604.189879999998,6,35,9
