,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,logarithmic,exponential,7,22,7,1,6,1.0,116,0.453646477132262,-0.46016091311781054,1.7619047619047619,11804.15,logarithmic-7-22-7-1-6-1.0
1,logarithmic,exponential,7,22,7,1,6,1.2,112,0.4677379480840544,-0.4360221883692042,2.2,13500.279999999988,logarithmic-7-22-7-1-6-1.2
2,logarithmic,exponential,7,22,7,1,6,1.4,115,0.4934487021013597,-0.4589265664781325,1.9487179487179487,12265.240000000005,logarithmic-7-22-7-1-6-1.4
3,logarithmic,exponential,7,22,7,1,6,1.6,122,0.5082818294190359,-0.470071706315111,1.7727272727272727,10746.749999999996,logarithmic-7-22-7-1-6-1.6
4,logarithmic,exponential,7,22,7,1,6,1.8,126,0.5223733003708282,-0.47863745701750227,1.7391304347826086,11120.690000000006,logarithmic-7-22-7-1-6-1.8
5,logarithmic,exponential,7,22,7,1,6,2.0,125,0.5310259579728059,-0.47863745701750227,1.7777777777777777,11472.550000000003,logarithmic-7-22-7-1-6-2.0
6,logarithmic,exponential,7,22,7,1,9,1.0,110,0.4519159456118665,-0.4534304294120649,1.8205128205128205,10698.070000000002,logarithmic-7-22-7-1-9-1.0
7,logarithmic,exponential,7,22,7,1,9,1.2,107,0.4766378244746601,-0.4332451280645621,2.242424242424242,13704.249999999996,logarithmic-7-22-7-1-9-1.2
8,logarithmic,exponential,7,22,7,1,9,1.4,109,0.48974042027194065,-0.41255905975292023,2.2058823529411766,14129.63999999999,logarithmic-7-22-7-1-9-1.4
9,logarithmic,exponential,7,22,7,1,9,1.6,114,0.499876390605686,-0.44089280599936403,2.081081081081081,12936.949999999993,logarithmic-7-22-7-1-9-1.6
10,logarithmic,exponential,7,22,7,1,9,1.8,114,0.5147095179233622,-0.4392244613240984,2.0,13516.76000000001,logarithmic-7-22-7-1-9-1.8
11,logarithmic,exponential,7,22,7,1,9,2.0,119,0.5278121137206427,-0.4469898634223996,1.8333333333333333,12464.040000000008,logarithmic-7-22-7-1-9-2.0
12,logarithmic,exponential,7,22,7,1,12,1.0,104,0.45241038318912236,-0.4175289522373743,1.9714285714285715,11586.469999999992,logarithmic-7-22-7-1-12-1.0
13,logarithmic,exponential,7,22,7,1,12,1.2,105,0.47119901112484547,-0.41834335745800155,2.1818181818181817,13850.199999999995,logarithmic-7-22-7-1-12-1.2
14,logarithmic,exponential,7,22,7,1,12,1.4,108,0.48899876390605684,-0.4414454067369851,2.176470588235294,13541.039999999983,logarithmic-7-22-7-1-12-1.4
15,logarithmic,exponential,7,22,7,1,12,1.6,112,0.5023485784919653,-0.43103999634527973,2.2941176470588234,14585.350000000002,logarithmic-7-22-7-1-12-1.6
16,logarithmic,exponential,7,22,7,1,12,1.8,111,0.5134734239802224,-0.4392244613240984,2.0833333333333335,13241.39,logarithmic-7-22-7-1-12-1.8
17,logarithmic,exponential,7,22,7,1,12,2.0,114,0.5332509270704574,-0.46012840719206777,2.081081081081081,13277.020000000002,logarithmic-7-22-7-1-12-2.0
18,logarithmic,exponential,7,22,7,1,15,1.0,100,0.45784919653893696,-0.4055579861788319,2.125,12929.029999999995,logarithmic-7-22-7-1-15-1.0
19,logarithmic,exponential,7,22,7,1,15,1.2,103,0.4714462299134734,-0.42204639737703525,2.121212121212121,13218.889999999992,logarithmic-7-22-7-1-15-1.2
20,logarithmic,exponential,7,22,7,1,15,1.4,109,0.48899876390605684,-0.4013629646809941,2.1142857142857143,15178.150000000007,logarithmic-7-22-7-1-15-1.4
21,logarithmic,exponential,7,22,7,1,15,1.6,109,0.503831891223733,-0.44394221324941535,2.1142857142857143,12665.410000000002,logarithmic-7-22-7-1-15-1.6
22,logarithmic,exponential,7,22,7,1,15,1.8,110,0.515451174289246,-0.449424293698946,2.235294117647059,14016.949999999997,logarithmic-7-22-7-1-15-1.8
23,logarithmic,exponential,7,22,7,1,15,2.0,110,0.5305315203955501,-0.46012840719206777,2.142857142857143,13004.43000000001,logarithmic-7-22-7-1-15-2.0
24,logarithmic,exponential,7,22,7,2,6,1.0,104,0.4437577255871446,-0.46236782785670233,1.9714285714285715,9848.249999999985,logarithmic-7-22-7-2-6-1.0
25,logarithmic,exponential,7,22,7,2,6,1.2,101,0.4543881334981459,-0.4214411016937559,2.4827586206896552,11672.009999999984,logarithmic-7-22-7-2-6-1.2
26,logarithmic,exponential,7,22,7,2,6,1.4,106,0.4872682323856613,-0.4468460677447519,1.9444444444444444,11138.23,logarithmic-7-22-7-2-6-1.4
27,logarithmic,exponential,7,22,7,2,6,1.6,112,0.49789864029666253,-0.4155699263731268,1.8,10511.809999999983,logarithmic-7-22-7-2-6-1.6
28,logarithmic,exponential,7,22,7,2,6,1.8,114,0.5124845488257107,-0.43235513860115377,1.85,10294.629999999994,logarithmic-7-22-7-2-6-1.8
29,logarithmic,exponential,7,22,7,2,6,2.0,114,0.526823238566131,-0.43235513860115377,1.85,10585.710000000006,logarithmic-7-22-7-2-6-2.0
30,logarithmic,exponential,7,22,7,2,9,1.0,101,0.4437577255871446,-0.45455631849210437,2.15625,9337.319999999985,logarithmic-7-22-7-2-9-1.0
31,logarithmic,exponential,7,22,7,2,9,1.2,96,0.4647713226205192,-0.41949255749163317,2.4285714285714284,12272.699999999984,logarithmic-7-22-7-2-9-1.2
32,logarithmic,exponential,7,22,7,2,9,1.4,101,0.4810877626699629,-0.3987436633543244,2.2580645161290325,12523.939999999977,logarithmic-7-22-7-2-9-1.4
33,logarithmic,exponential,7,22,7,2,9,1.6,103,0.4917181705809642,-0.41191458151455584,2.21875,12020.65999999999,logarithmic-7-22-7-2-9-1.6
34,logarithmic,exponential,7,22,7,2,9,1.8,106,0.5028430160692212,-0.40946886662415677,2.1176470588235294,11950.779999999995,logarithmic-7-22-7-2-9-1.8
35,logarithmic,exponential,7,22,7,2,9,2.0,111,0.5226205191594561,-0.45783034711636483,1.775,10180.89999999999,logarithmic-7-22-7-2-9-2.0
36,logarithmic,exponential,7,22,7,2,12,1.0,96,0.44598269468479607,-0.43090741404648625,2.310344827586207,10159.679999999998,logarithmic-7-22-7-2-12-1.0
37,logarithmic,exponential,7,22,7,2,12,1.2,95,0.45982694684796044,-0.4042873445885485,2.5185185185185186,12688.53999999998,logarithmic-7-22-7-2-12-1.2
38,logarithmic,exponential,7,22,7,2,12,1.4,98,0.4798516687268232,-0.42777113363127145,2.2666666666666666,12023.45999999999,logarithmic-7-22-7-2-12-1.4
39,logarithmic,exponential,7,22,7,2,12,1.6,103,0.492459826946848,-0.4025577379372256,2.433333333333333,12816.199999999979,logarithmic-7-22-7-2-12-1.6
40,logarithmic,exponential,7,22,7,2,12,1.8,103,0.5048207663782448,-0.40946886662415677,2.21875,11643.459999999992,logarithmic-7-22-7-2-12-1.8
41,logarithmic,exponential,7,22,7,2,12,2.0,108,0.5283065512978986,-0.47681861844932033,2.0,10814.669999999995,logarithmic-7-22-7-2-12-2.0
42,logarithmic,exponential,7,22,7,2,15,1.0,92,0.45166872682323855,-0.41915958996645747,2.5384615384615383,11623.629999999986,logarithmic-7-22-7-2-15-1.0
43,logarithmic,exponential,7,22,7,2,15,1.2,93,0.4622991347342398,-0.40640830211192713,2.4444444444444446,12269.329999999987,logarithmic-7-22-7-2-15-1.2
44,logarithmic,exponential,7,22,7,2,15,1.4,98,0.47935723114956735,-0.38488400414886703,2.2666666666666666,13453.579999999993,logarithmic-7-22-7-2-15-1.4
45,logarithmic,exponential,7,22,7,2,15,1.6,99,0.49443757725587145,-0.3899870735621053,2.3,12065.309999999989,logarithmic-7-22-7-2-15-1.6
46,logarithmic,exponential,7,22,7,2,15,1.8,104,0.5065512978986403,-0.4189506870534023,2.3548387096774195,12218.97999999998,logarithmic-7-22-7-2-15-1.8
47,logarithmic,exponential,7,22,7,2,15,2.0,106,0.5241038318912238,-0.47681861844932033,2.0285714285714285,10526.659999999993,logarithmic-7-22-7-2-15-2.0
48,logarithmic,exponential,7,22,7,3,6,1.0,75,0.3938195302843016,-0.4473632772883009,2.0,9424.479999999985,logarithmic-7-22-7-3-6-1.0
49,logarithmic,exponential,7,22,7,3,6,1.2,74,0.4046971569839308,-0.40884414956979714,2.3636363636363638,10688.339999999991,logarithmic-7-22-7-3-6-1.2
50,logarithmic,exponential,7,22,7,3,6,1.4,81,0.4370828182941904,-0.43210425187441687,1.8928571428571428,10448.550000000001,logarithmic-7-22-7-3-6-1.4
51,logarithmic,exponential,7,22,7,3,6,1.6,88,0.4506798516687268,-0.40194209130705827,1.75,10434.779999999988,logarithmic-7-22-7-3-6-1.6
52,logarithmic,exponential,7,22,7,3,6,1.8,91,0.4650185414091471,-0.38860358250568927,1.84375,10848.440000000002,logarithmic-7-22-7-3-6-1.8
53,logarithmic,exponential,7,22,7,3,6,2.0,91,0.4796044499381953,-0.38860358250568927,1.935483870967742,11000.440000000006,logarithmic-7-22-7-3-6-2.0
54,logarithmic,exponential,7,22,7,3,9,1.0,73,0.3975278121137206,-0.4429459968799672,2.1739130434782608,9332.829999999989,logarithmic-7-22-7-3-9-1.0
55,logarithmic,exponential,7,22,7,3,9,1.2,73,0.4177997527812114,-0.4068932071060038,2.3181818181818183,11624.460000000003,logarithmic-7-22-7-3-9-1.2
56,logarithmic,exponential,7,22,7,3,9,1.4,76,0.426946847960445,-0.3651581591069186,2.3043478260869565,12883.569999999998,logarithmic-7-22-7-3-9-1.4
