,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,exponential,simple,5,16,3,3,6,1.0,32,0.34758961681087763,-0.2541776346658604,2.5555555555555554,13921.680000000006,exponential-5-16-3-3-6-1.0
1,exponential,simple,5,16,3,3,6,1.2,32,0.36118665018541407,-0.26914024472896203,3.0,15673.15,exponential-5-16-3-3-6-1.2
2,exponential,simple,5,16,3,3,6,1.4,33,0.365389369592089,-0.21711432538383152,3.125,17183.970000000005,exponential-5-16-3-3-6-1.4
3,exponential,simple,5,16,3,3,6,1.6,34,0.3668726823238566,-0.21711432538383152,2.7777777777777777,16620.73000000001,exponential-5-16-3-3-6-1.6
4,exponential,simple,5,16,3,3,6,1.8,36,0.3742892459826947,-0.261195611874871,2.272727272727273,15722.060000000003,exponential-5-16-3-3-6-1.8
5,exponential,simple,5,16,3,3,6,2.0,36,0.3876390605686032,-0.2854177114472463,2.272727272727273,16389.949999999997,exponential-5-16-3-3-6-2.0
6,exponential,simple,5,16,3,3,9,1.0,32,0.35278121137206425,-0.2763205913382743,2.2,14270.770000000004,exponential-5-16-3-3-9-1.0
7,exponential,simple,5,16,3,3,9,1.2,32,0.3658838071693449,-0.21711432538383152,3.5714285714285716,17541.640000000014,exponential-5-16-3-3-9-1.2
8,exponential,simple,5,16,3,3,9,1.4,33,0.3676143386897404,-0.21722311086909657,3.125,17147.52000000001,exponential-5-16-3-3-9-1.4
9,exponential,simple,5,16,3,3,9,1.6,33,0.37404202719406676,-0.217440116624915,2.6666666666666665,17227.820000000018,exponential-5-16-3-3-9-1.6
10,exponential,simple,5,16,3,3,9,1.8,36,0.392336217552534,-0.3382138010961911,2.6,15524.14,exponential-5-16-3-3-9-1.8
11,exponential,simple,5,16,3,3,9,2.0,36,0.396044499381953,-0.3670810301466476,2.6,14742.420000000006,exponential-5-16-3-3-9-2.0
12,exponential,simple,5,16,3,3,12,1.0,32,0.3631644004944376,-0.26030865537464337,3.0,15952.92,exponential-5-16-3-3-12-1.0
13,exponential,simple,5,16,3,3,12,1.2,32,0.36711990111248455,-0.21711432538383152,3.5714285714285716,18275.81,exponential-5-16-3-3-12-1.2
14,exponential,simple,5,16,3,3,12,1.4,33,0.3698393077873918,-0.217440116624915,2.6666666666666665,17215.850000000017,exponential-5-16-3-3-12-1.4
15,exponential,simple,5,16,3,3,12,1.6,35,0.39060568603213847,-0.3256372110919042,2.5,15531.500000000007,exponential-5-16-3-3-12-1.6
16,exponential,simple,5,16,3,3,12,1.8,36,0.39258343634116194,-0.3382138010961911,2.272727272727273,15282.759999999998,exponential-5-16-3-3-12-1.8
17,exponential,simple,5,16,3,3,12,2.0,36,0.4,-0.45993225619373934,2.272727272727273,11931.060000000009,exponential-5-16-3-3-12-2.0
18,exponential,simple,5,16,3,3,15,1.0,32,0.36711990111248455,-0.21711432538383152,3.5714285714285716,18275.81,exponential-5-16-3-3-15-1.0
19,exponential,simple,5,16,3,3,15,1.2,32,0.37008652657601976,-0.217440116624915,3.0,18042.250000000007,exponential-5-16-3-3-15-1.2
20,exponential,simple,5,16,3,3,15,1.4,33,0.37255871446229916,-0.24633287853275923,3.125,17286.590000000004,exponential-5-16-3-3-15-1.4
21,exponential,simple,5,16,3,3,15,1.6,33,0.3841779975278121,-0.2827122550544031,3.125,17035.740000000013,exponential-5-16-3-3-15-1.6
22,exponential,simple,5,16,3,3,15,1.8,35,0.39629171817058095,-0.30605370382303326,2.888888888888889,15680.779999999999,exponential-5-16-3-3-15-1.8
23,exponential,simple,5,16,3,3,15,2.0,35,0.41755253399258346,-0.40064942160013217,2.5,12583.530000000002,exponential-5-16-3-3-15-2.0
24,exponential,simple,5,16,3,4,6,1.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-1.0
25,exponential,simple,5,16,3,4,6,1.2,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-1.2
26,exponential,simple,5,16,3,4,6,1.4,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-1.4
27,exponential,simple,5,16,3,4,6,1.6,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-1.6
28,exponential,simple,5,16,3,4,6,1.8,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-1.8
29,exponential,simple,5,16,3,4,6,2.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-6-2.0
30,exponential,simple,5,16,3,4,9,1.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-1.0
31,exponential,simple,5,16,3,4,9,1.2,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-1.2
32,exponential,simple,5,16,3,4,9,1.4,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-1.4
33,exponential,simple,5,16,3,4,9,1.6,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-1.6
34,exponential,simple,5,16,3,4,9,1.8,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-1.8
35,exponential,simple,5,16,3,4,9,2.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-9-2.0
36,exponential,simple,5,16,3,4,12,1.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-1.0
37,exponential,simple,5,16,3,4,12,1.2,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-1.2
38,exponential,simple,5,16,3,4,12,1.4,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-1.4
39,exponential,simple,5,16,3,4,12,1.6,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-1.6
40,exponential,simple,5,16,3,4,12,1.8,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-1.8
41,exponential,simple,5,16,3,4,12,2.0,6,0.08059332509270704,-0.05689387435442683,2.0,11913.19,exponential-5-16-3-4-12-2.0
