,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,exponential,exponential,5,10,7,2,6,1.0,143,0.4553770086526576,-0.3066507014830068,2.4878048780487805,18959.64,exponential-5-10-7-2-6-1.0
1,exponential,exponential,5,10,7,2,6,1.2,146,0.465512978986403,-0.2443196504623277,2.5609756097560976,19518.55999999999,exponential-5-10-7-2-6-1.2
2,exponential,exponential,5,10,7,2,6,1.4,149,0.48603213844252163,-0.2915573220685922,2.725,21878.96999999999,exponential-5-10-7-2-6-1.4
3,exponential,exponential,5,10,7,2,6,1.6,157,0.49740420271940666,-0.40453663713511573,2.6511627906976742,18800.834100000004,exponential-5-10-7-2-6-1.6
4,exponential,exponential,5,10,7,2,6,1.8,159,0.5067985166872683,-0.3832785852845019,2.6136363636363638,19780.493999999977,exponential-5-10-7-2-6-1.8
5,exponential,exponential,5,10,7,2,6,2.0,158,0.515451174289246,-0.3832785852845019,2.590909090909091,19359.45409999998,exponential-5-10-7-2-6-2.0
6,exponential,exponential,5,10,7,2,9,1.0,142,0.45414091470951795,-0.29724069124843294,2.4634146341463414,15961.57,exponential-5-10-7-2-9-1.0
7,exponential,exponential,5,10,7,2,9,1.2,144,0.4773794808405439,-0.2804756379296047,3.0,22904.44000000001,exponential-5-10-7-2-9-1.2
8,exponential,exponential,5,10,7,2,9,1.4,147,0.4902348578491965,-0.2851192859558622,2.8684210526315788,21825.50350000004,exponential-5-10-7-2-9-1.4
9,exponential,exponential,5,10,7,2,9,1.6,151,0.49592088998763906,-0.28523590901846163,2.871794871794872,23671.45280000001,exponential-5-10-7-2-9-1.6
10,exponential,exponential,5,10,7,2,9,1.8,154,0.511742892459827,-0.3733804032616545,2.85,19635.163999999982,exponential-5-10-7-2-9-1.8
11,exponential,exponential,5,10,7,2,9,2.0,156,0.5196538936959209,-0.374514032781179,2.7142857142857144,19741.163999999993,exponential-5-10-7-2-9-2.0
12,exponential,exponential,5,10,7,2,12,1.0,138,0.4543881334981459,-0.29559317448136646,2.6315789473684212,16843.519999999993,exponential-5-10-7-2-12-1.0
13,exponential,exponential,5,10,7,2,12,1.2,144,0.4781211372064277,-0.2657878796388041,3.0,22223.190000000017,exponential-5-10-7-2-12-1.2
14,exponential,exponential,5,10,7,2,12,1.4,146,0.49221260815822004,-0.2851192859558622,3.0555555555555554,24439.66259999997,exponential-5-10-7-2-12-1.4
