,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
62,simple,9,12,3,2,6,1.2,130,0.5250927070457355,-0.3150425410812938,1.9545454545454544,34467.19999999999,simple-9-12-3-2-6-1.2
16,logarithmic,7,8,3,2,12,1.6,134,0.6044499381953028,-0.2116160584220578,3.1875,34466.729999999974,logarithmic-7-8-3-2-12-1.6
101,logarithmic,7,12,3,1,12,1.6,192,0.5574783683559951,-0.2490189833571583,2.9183673469387754,34407.65000000001,logarithmic-7-12-3-1-12-1.6
17,logarithmic,7,8,3,2,12,1.8,136,0.62274412855377,-0.2804954056425855,3.121212121212121,34381.109999999986,logarithmic-7-8-3-2-12-1.8
26,logarithmic,5,12,6,1,15,1.4,163,0.5332509270704574,-0.1779807351444478,3.289473684210526,34341.51000000002,logarithmic-5-12-6-1-15-1.4
71,exponential,5,16,6,1,15,1.4,181,0.5253399258343634,-0.2249718037959356,3.525,34292.700000000004,exponential-5-16-6-1-15-1.4
65,simple,9,12,3,2,6,1.8,141,0.5681087762669963,-0.2951396883697717,1.9375,34279.36999999999,simple-9-12-3-2-6-1.8
71,exponential,11,12,3,1,9,1.8,198,0.5559950556242275,-0.2482722836928502,2.96,34156.89999999998,exponential-11-12-3-1-9-1.8
27,logarithmic,5,8,6,1,9,2.0,211,0.5896168108776267,-0.3600565400311976,2.981132075471698,34148.90000000004,logarithmic-5-8-6-1-9-2.0
81,simple,9,12,3,2,15,1.4,134,0.5641532756489493,-0.3019210259225219,2.0454545454545454,34115.61,simple-9-12-3-2-15-1.4
11,logarithmic,7,8,6,2,12,1.6,162,0.5700865265760198,-0.2341941637838819,2.7674418604651163,34101.57000000001,logarithmic-7-8-6-2-12-1.6
66,simple,9,12,3,2,6,2.0,144,0.5792336217552534,-0.318194209844775,1.9387755102040816,34074.23000000002,simple-9-12-3-2-6-2.0
10,logarithmic,5,8,6,1,3,1.0,211,0.5100123609394314,-0.2865209056333946,2.5166666666666666,34043.83999999999,logarithmic-5-8-6-1-3-1.0
5,logarithmic,7,8,6,2,9,1.6,162,0.56168108776267,-0.2184850120714181,2.6,33961.37,logarithmic-7-8-6-2-9-1.6
32,logarithmic,5,8,6,1,12,1.8,213,0.5898640296662546,-0.3862356467363788,3.018867924528302,33932.83000000001,logarithmic-5-8-6-1-12-1.8
105,exponential,9,12,6,1,9,1.6,184,0.5438813349814586,-0.2565654308840392,3.088888888888889,33921.90000000002,exponential-9-12-6-1-9-1.6
17,logarithmic,7,8,6,2,15,1.6,161,0.5775030902348578,-0.200427475306345,2.577777777777778,33874.43499999998,logarithmic-7-8-6-2-15-1.6
26,logarithmic,5,8,6,1,9,1.8,211,0.5834363411619283,-0.3510205678491249,2.981132075471698,33842.43000000002,logarithmic-5-8-6-1-9-1.8
89,logarithmic,7,12,3,1,6,1.6,196,0.5428924598269469,-0.1836225907822252,2.6296296296296298,33829.48999999999,logarithmic-7-12-3-1-6-1.6
23,logarithmic,7,8,3,2,15,1.8,134,0.6239802224969098,-0.280281130906217,3.1875,33734.31999999998,logarithmic-7-8-3-2-15-1.8
32,exponential,7,12,6,1,15,1.6,190,0.5522867737948084,-0.2541470300520332,3.042553191489361,33687.29000000002,exponential-7-12-6-1-15-1.6
28,logarithmic,5,8,6,1,12,1.0,193,0.5310259579728059,-0.2000483896001928,2.938775510204082,33630.93000000004,logarithmic-5-8-6-1-12-1.0
18,logarithmic,7,8,3,2,12,2.0,137,0.6279357231149567,-0.2814508791090872,3.28125,33606.069999999985,logarithmic-7-8-3-2-12-2.0
9,logarithmic,5,16,3,1,9,1.4,167,0.527070457354759,-0.1737931832057573,3.5135135135135136,33590.68000000001,logarithmic-5-16-3-1-9-1.4
69,exponential,11,12,3,1,9,1.4,188,0.5332509270704574,-0.2401800820535162,3.272727272727273,33543.86999999996,exponential-11-12-3-1-9-1.4
110,logarithmic,7,8,3,1,12,1.4,239,0.5735475896168108,-0.1768248610930822,1.9146341463414636,33439.440000000024,logarithmic-7-8-3-1-12-1.4
117,exponential,9,12,6,1,15,1.6,181,0.5505562422744129,-0.2562312506007396,3.113636363636364,33411.07000000003,exponential-9-12-6-1-15-1.6
95,logarithmic,7,12,3,1,9,1.6,191,0.5517923362175525,-0.2229940820513583,2.897959183673469,33371.220000000016,logarithmic-7-12-3-1-9-1.6
22,logarithmic,5,8,6,1,9,1.0,190,0.5245982694684796,-0.2203157193159723,3.130434782608696,33329.82000000004,logarithmic-5-8-6-1-9-1.0
20,exponential,7,12,6,1,9,1.6,194,0.5428924598269469,-0.2544933723922286,3.0416666666666665,33304.630000000056,exponential-7-12-6-1-9-1.6
15,logarithmic,5,12,3,1,6,1.8,210,0.5641532756489493,-0.2248608300806768,2.6206896551724137,33301.64999999999,logarithmic-5-12-3-1-6-1.8
61,exponential,5,20,6,1,15,1.4,161,0.5189122373300371,-0.2132493361367058,3.878787878787879,33267.2,exponential-5-20-6-1-15-1.4
0,logarithmic,7,8,6,2,6,1.8,164,0.5651421508034611,-0.2205744623775802,2.4166666666666665,33262.68999999999,logarithmic-7-8-6-2-6-1.8
82,simple,9,12,3,2,15,1.6,135,0.5755253399258343,-0.3580275453271128,2.0681818181818183,33254.24000000001,simple-9-12-3-2-15-1.6
68,simple,9,12,3,2,9,1.2,128,0.526823238566131,-0.2507123950288001,1.8444444444444448,33172.41000000001,simple-9-12-3-2-9-1.2
21,logarithmic,5,16,3,1,15,1.4,167,0.5317676143386897,-0.1754295322324713,3.3947368421052637,33118.119999999995,logarithmic-5-16-3-1-15-1.4
68,exponential,11,12,3,1,9,1.2,179,0.5176761433868974,-0.2437285372052143,3.58974358974359,33055.719999999994,exponential-11-12-3-1-9-1.2
13,logarithmic,5,12,3,1,6,1.4,196,0.5352286773794809,-0.2496317870309059,2.769230769230769,33053.12000000001,logarithmic-5-12-3-1-6-1.4
66,exponential,11,12,3,1,6,2.0,203,0.5646477132262052,-0.2320408089169663,2.9038461538461537,32997.000000000015,exponential-11-12-3-1-6-2.0
6,logarithmic,7,12,6,2,15,1.4,151,0.5451174289245982,-0.2892669719060305,2.871794871794872,32931.31000000003,logarithmic-7-12-6-2-15-1.4
33,simple,11,12,3,2,12,1.0,102,0.5710754017305315,-0.2382856312814651,3.25,32874.75999999998,simple-11-12-3-2-12-1.0
73,simple,9,12,3,2,12,1.0,125,0.5255871446229914,-0.3068612805243085,1.9069767441860463,32854.38000000002,simple-9-12-3-2-12-1.0
13,logarithmic,7,8,3,2,12,1.0,128,0.5644004944375772,-0.1852304848245776,3.0,32852.07999999999,logarithmic-7-8-3-2-12-1.0
104,logarithmic,7,8,3,1,9,1.4,246,0.5745364647713226,-0.1761399414449207,1.8604651162790695,32847.38000000005,logarithmic-7-8-3-1-9-1.4
9,logarithmic,7,8,6,2,12,1.2,153,0.542398022249691,-0.222461557509141,2.558139534883721,32812.12999999999,logarithmic-7-8-6-2-12-1.2
81,exponential,5,12,6,1,15,1.4,198,0.5396786155747837,-0.2144859436279004,3.3043478260869565,32808.55999999999,exponential-5-12-6-1-15-1.4
38,logarithmic,5,8,6,1,15,1.8,214,0.592336217552534,-0.3858230871244554,2.962962962962963,32759.54000000003,logarithmic-5-8-6-1-15-1.8
74,exponential,11,12,3,1,12,1.2,181,0.5186650185414091,-0.2246112786132647,3.3095238095238093,32728.559999999983,exponential-11-12-3-1-12-1.2
20,logarithmic,5,16,3,1,15,1.2,160,0.5211372064276885,-0.1737931832057573,3.4444444444444446,32687.920000000016,logarithmic-5-16-3-1-15-1.2
1,logarithmic,7,12,6,2,12,1.6,153,0.5505562422744129,-0.2892669719060305,2.731707317073171,32630.18999999999,logarithmic-7-12-6-2-12-1.6
33,logarithmic,5,8,6,1,12,2.0,213,0.5953028430160692,-0.4223041873964423,2.9444444444444446,32571.19000000004,logarithmic-5-8-6-1-12-2.0
19,logarithmic,7,8,3,2,15,1.0,126,0.5673671199011124,-0.1951909391039445,3.3448275862068964,32526.68,logarithmic-7-8-3-2-15-1.0
80,exponential,11,12,3,1,15,1.2,178,0.5189122373300371,-0.2296204952501913,3.341463414634146,32506.09,exponential-11-12-3-1-15-1.2
99,logarithmic,7,12,3,1,12,1.2,180,0.5275648949320149,-0.2324702065727008,3.3902439024390243,32485.04,logarithmic-7-12-3-1-12-1.2
121,exponential,9,12,3,1,15,1.4,194,0.530778739184178,-0.2064785533578659,3.0416666666666665,32435.64999999999,exponential-9-12-3-1-15-1.4
0,logarithmic,7,12,6,2,12,1.4,148,0.5406674907292954,-0.2759312787556227,2.7,32414.830000000034,logarithmic-7-12-6-2-12-1.4
72,exponential,11,12,3,1,9,2.0,198,0.565389369592089,-0.2750194574201294,2.8823529411764706,32392.01000000001,exponential-11-12-3-1-9-2.0
17,simple,11,12,3,2,3,1.4,116,0.6093943139678616,-0.3944548433242258,2.8666666666666667,32199.520000000004,simple-11-12-3-2-3-1.4
50,simple,5,8,3,2,12,1.4,166,0.561433868974042,-0.2278615028690187,2.32,32170.93,simple-5-8-3-2-12-1.4
65,exponential,11,12,3,1,6,1.8,202,0.5552533992583436,-0.2320408089169663,2.8846153846153846,32113.12000000002,exponential-11-12-3-1-6-1.8
124,logarithmic,7,12,3,2,9,1.4,146,0.4974042027194066,-0.2179829509270548,2.1739130434782608,32021.20999999999,logarithmic-7-12-3-2-9-1.4
12,logarithmic,5,12,3,1,6,1.2,193,0.5213844252163164,-0.2605542596120127,2.7115384615384617,32008.46999999998,logarithmic-5-12-3-1-6-1.2
5,simple,11,12,3,1,12,1.4,166,0.5621755253399259,-0.2046460818622998,1.6774193548387095,32001.31999999996,simple-11-12-3-1-12-1.4
4,logarithmic,5,16,3,1,6,1.6,176,0.5339925834363412,-0.1786883269403379,3.1904761904761907,31989.27999999999,logarithmic-5-16-3-1-6-1.6
119,logarithmic,7,12,3,2,6,1.6,150,0.5003708281829419,-0.203919121130319,2.0,31982.329999999987,logarithmic-7-12-3-2-6-1.6
116,logarithmic,7,8,3,1,15,1.4,239,0.573300370828183,-0.1899351305064347,1.8452380952380956,31946.11000000002,logarithmic-7-8-3-1-15-1.4
67,simple,9,12,3,2,9,1.0,125,0.5134734239802224,-0.3222254354957853,1.9761904761904765,31940.820000000003,simple-9-12-3-2-9-1.0
25,logarithmic,5,12,6,1,15,1.2,158,0.5216316440049443,-0.1779807351444478,3.051282051282051,31880.50000000001,logarithmic-5-12-6-1-15-1.2
16,logarithmic,5,12,3,1,6,2.0,206,0.5760197775030902,-0.3154563774641183,2.6785714285714284,31867.199999999983,logarithmic-5-12-3-1-6-2.0
120,logarithmic,7,12,6,2,9,1.6,154,0.5475896168108776,-0.2759312787556227,2.581395348837209,31865.540000000023,logarithmic-7-12-6-2-9-1.6
93,logarithmic,7,12,3,1,9,1.2,180,0.5186650185414091,-0.2324702065727008,3.186046511627907,31843.560000000005,logarithmic-7-12-3-1-9-1.2
124,simple,11,12,3,1,9,1.4,163,0.5587144622991347,-0.200055015458817,1.6721311475409837,31798.84999999998,simple-11-12-3-1-9-1.4
10,logarithmic,5,12,3,1,3,2.0,214,0.5683559950556242,-0.2844413838165232,2.6271186440677967,31792.749999999975,logarithmic-5-12-3-1-3-2.0
118,exponential,9,12,6,1,15,1.8,183,0.5646477132262052,-0.3593633352629272,3.066666666666667,31787.060000000023,exponential-9-12-6-1-15-1.8
88,logarithmic,7,12,3,1,6,1.4,187,0.5322620519159457,-0.2423781413641651,2.895833333333333,31750.25,logarithmic-7-12-3-1-6-1.4
111,exponential,9,16,3,1,15,1.4,172,0.5208899876390606,-0.1967647937322006,3.526315789473684,31734.249999999996,exponential-9-16-3-1-15-1.4
59,simple,9,12,3,2,3,1.8,151,0.5688504326328802,-0.3029341280966398,1.7454545454545454,31713.51999999999,simple-9-12-3-2-3-1.8
