,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
120,simple,9,24,3,1,3,1.0,108,0.48257107540173055,-0.43486244434831134,2.176470588235294,15081.249999999989,simple-9-24-3-1-3-1.0
121,simple,9,24,3,1,3,1.2,105,0.5025957972805933,-0.4447047579577703,1.837837837837838,15690.559999999987,simple-9-24-3-1-3-1.2
122,simple,9,24,3,1,3,1.4,102,0.5164400494437578,-0.4814705365354094,2.0,14330.180000000006,simple-9-24-3-1-3-1.4
123,simple,9,24,3,1,3,1.6,106,0.5275648949320149,-0.4520669389127651,1.9444444444444444,14926.429999999998,simple-9-24-3-1-3-1.6
124,simple,9,24,3,1,3,1.8,103,0.5369592088998764,-0.4555162952791714,2.0294117647058822,15655.220000000001,simple-9-24-3-1-3-1.8
0,simple,9,24,3,1,3,2.0,102,0.5456118665018541,-0.34221402483502605,2.2903225806451615,20263.299999999996,simple-9-24-3-1-3-2.0
1,simple,9,24,3,1,6,1.0,94,0.47490729295426454,-0.37999030402129785,2.357142857142857,19087.119999999984,simple-9-24-3-1-6-1.0
2,simple,9,24,3,1,6,1.2,93,0.49592088998763906,-0.4128230799474531,2.3214285714285716,19350.2,simple-9-24-3-1-6-1.2
3,simple,9,24,3,1,6,1.4,92,0.5110012360939431,-0.3915427080759269,2.4074074074074074,19098.09,simple-9-24-3-1-6-1.4
4,simple,9,24,3,1,6,1.6,94,0.5233621755253399,-0.3806248413100759,2.4814814814814814,20092.05999999999,simple-9-24-3-1-6-1.6
5,simple,9,24,3,1,6,1.8,97,0.5330037082818294,-0.43825762497123394,2.129032258064516,17265.20000000002,simple-9-24-3-1-6-1.8
6,simple,9,24,3,1,6,2.0,100,0.5399258343634116,-0.440924040281553,2.125,17973.770000000004,simple-9-24-3-1-6-2.0
7,simple,9,24,3,1,9,1.0,86,0.4679851668726823,-0.39870551480922006,2.5833333333333335,19697.929999999986,simple-9-24-3-1-9-1.0
8,simple,9,24,3,1,9,1.2,90,0.492459826946848,-0.34016835780236454,2.4615384615384617,19769.120000000006,simple-9-24-3-1-9-1.2
9,simple,9,24,3,1,9,1.4,90,0.5072929542645241,-0.33945759677856274,2.75,20647.00999999999,simple-9-24-3-1-9-1.4
10,simple,9,24,3,1,9,1.6,94,0.5181705809641532,-0.3808048668023654,2.6153846153846154,20972.85000000001,simple-9-24-3-1-9-1.6
11,simple,9,24,3,1,9,1.8,90,0.5310259579728059,-0.4815698902269086,2.6,17115.98,simple-9-24-3-1-9-1.8
12,simple,9,24,3,1,9,2.0,92,0.5399258343634116,-0.4964168982796526,2.68,16409.31,simple-9-24-3-1-9-2.0
13,simple,9,24,3,1,12,1.0,86,0.47490729295426454,-0.381990317685552,2.739130434782609,19584.479999999996,simple-9-24-3-1-12-1.0
14,simple,9,24,3,1,12,1.2,85,0.4927070457354759,-0.34235328983849506,2.6956521739130435,21254.830000000016,simple-9-24-3-1-12-1.2
15,simple,9,24,3,1,12,1.4,93,0.5058096415327565,-0.3145835084760587,2.875,24388.51999999999,simple-9-24-3-1-12-1.4
16,simple,9,24,3,1,12,1.6,89,0.5253399258343634,-0.44948713964118886,2.1785714285714284,16782.71999999999,simple-9-24-3-1-12-1.6
17,simple,9,24,3,1,12,1.8,89,0.5305315203955501,-0.41510736567508305,2.423076923076923,18524.11999999999,simple-9-24-3-1-12-1.8
18,simple,9,24,3,1,12,2.0,95,0.5433868974042028,-0.5398939038443086,2.1666666666666665,14110.979999999998,simple-9-24-3-1-12-2.0
19,simple,9,24,3,1,15,1.0,85,0.47639060568603214,-0.3330463115578916,2.8636363636363638,21033.299999999996,simple-9-24-3-1-15-1.0
20,simple,9,24,3,1,15,1.2,83,0.4909765142150804,-0.3540209797632665,2.772727272727273,22200.490000000005,simple-9-24-3-1-15-1.2
21,simple,9,24,3,1,15,1.4,87,0.5100123609394314,-0.41001315374941316,2.625,18940.249999999985,simple-9-24-3-1-15-1.4
