,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,simple,simple,7,16,5,3,12,1.8,88,0.5102595797280594,-0.328097163978423,2.6666666666666665,18512.38000000001,simple-7-16-5-3-12-1.8
1,simple,simple,7,16,5,3,12,2.0,91,0.5166872682323856,-0.49820339711584405,2.3703703703703702,13551.31000000001,simple-7-16-5-3-12-2.0
2,simple,simple,7,16,5,3,15,1.0,81,0.46452410383189124,-0.26190526938386216,2.6818181818181817,18045.450000000015,simple-7-16-5-3-15-1.0
3,simple,simple,7,16,5,3,15,1.2,82,0.48084054388133496,-0.27524879797231666,2.9047619047619047,19754.430000000022,simple-7-16-5-3-15-1.2
4,simple,simple,7,16,5,3,15,1.4,86,0.4969097651421508,-0.3042537659389671,2.739130434782609,18587.11000000002,simple-7-16-5-3-15-1.4
5,simple,simple,7,16,5,3,15,1.6,88,0.5090234857849196,-0.339226688122883,2.52,17997.800000000014,simple-7-16-5-3-15-1.6
6,simple,simple,7,16,5,3,15,1.8,88,0.5164400494437578,-0.3761640619033157,2.6666666666666665,16930.70000000001,simple-7-16-5-3-15-1.8
7,simple,simple,7,16,5,3,15,2.0,92,0.5367119901112485,-0.3903246318429435,2.8333333333333335,18013.170000000006,simple-7-16-5-3-15-2.0
8,simple,simple,7,16,5,4,6,1.0,44,0.36341161928306553,-0.34505563089220365,2.142857142857143,10269.300000000003,simple-7-16-5-4-6-1.0
9,simple,simple,7,16,5,4,6,1.2,47,0.3854140914709518,-0.35414819699414746,2.1333333333333333,11828.490000000002,simple-7-16-5-4-6-1.2
10,simple,simple,7,16,5,4,6,1.4,48,0.3876390605686032,-0.30706687444948866,2.2,12306.400000000005,simple-7-16-5-4-6-1.4
11,simple,simple,7,16,5,4,6,1.6,49,0.4111248454882571,-0.31357424307345527,2.2666666666666666,12384.78,simple-7-16-5-4-6-1.6
12,simple,simple,7,16,5,4,6,1.8,51,0.4168108776266996,-0.32554688521398734,2.0,11778.660000000018,simple-7-16-5-4-6-1.8
13,simple,simple,7,16,5,4,6,2.0,52,0.4237330037082818,-0.32554688521398734,2.0588235294117645,11778.090000000017,simple-7-16-5-4-6-2.0
14,simple,simple,7,16,5,4,9,1.0,44,0.3737948084054388,-0.34505563089220365,2.3846153846153846,11815.580000000004,simple-7-16-5-4-9-1.0
15,simple,simple,7,16,5,4,9,1.2,47,0.38640296662546353,-0.2984151947391376,2.9166666666666665,13081.980000000014,simple-7-16-5-4-9-1.2
16,simple,simple,7,16,5,4,9,1.4,48,0.3972805933250927,-0.31357424307345527,2.4285714285714284,12484.019999999995,simple-7-16-5-4-9-1.4
17,simple,simple,7,16,5,4,9,1.6,48,0.4131025957972806,-0.32554688521398734,2.4285714285714284,12806.600000000006,simple-7-16-5-4-9-1.6
18,simple,simple,7,16,5,4,9,1.8,48,0.4257107540173053,-0.3746398712077329,2.0,11250.970000000014,simple-7-16-5-4-9-1.8
19,simple,simple,7,16,5,4,9,2.0,50,0.4291718170580964,-0.47180855987609377,1.7777777777777777,9385.130000000006,simple-7-16-5-4-9-2.0
20,simple,simple,7,16,5,4,12,1.0,45,0.37750309023485784,-0.35414819699414746,2.4615384615384617,11282.200000000008,simple-7-16-5-4-12-1.0
21,simple,simple,7,16,5,4,12,1.2,45,0.39332509270704574,-0.31357424307345527,2.75,13049.839999999998,simple-7-16-5-4-12-1.2
22,simple,simple,7,16,5,4,12,1.4,47,0.4086526576019778,-0.32554688521398734,2.6153846153846154,13286.72000000001,simple-7-16-5-4-12-1.4
23,simple,simple,7,16,5,4,12,1.6,49,0.4264524103831891,-0.38486805377287087,1.8823529411764706,10710.740000000003,simple-7-16-5-4-12-1.6
24,simple,simple,7,16,5,4,12,1.8,50,0.42867737948084056,-0.3746398712077329,1.9411764705882353,11343.78000000001,simple-7-16-5-4-12-1.8
25,simple,simple,7,16,5,4,12,2.0,51,0.4341161928306551,-0.52992731100336,2.0,8112.520000000008,simple-7-16-5-4-12-2.0
26,simple,simple,7,16,5,4,15,1.0,44,0.37552533992583437,-0.31248729588725527,2.3846153846153846,11578.489999999996,simple-7-16-5-4-15-1.0
27,simple,simple,7,16,5,4,15,1.2,46,0.39035846724351053,-0.32554688521398734,2.5384615384615383,12844.75000000001,simple-7-16-5-4-15-1.2
28,simple,simple,7,16,5,4,15,1.4,48,0.41755253399258346,-0.3531662227583264,2.0,12175.099999999997,simple-7-16-5-4-15-1.4
29,simple,simple,7,16,5,4,15,1.6,49,0.4266996291718171,-0.38486805377287087,2.0625,11299.18000000001,simple-7-16-5-4-15-1.6
30,simple,simple,7,16,5,4,15,1.8,49,0.4355995055624227,-0.419709530303305,1.8823529411764706,10110.310000000007,simple-7-16-5-4-15-1.8
31,simple,simple,7,16,5,4,15,2.0,48,0.45018541409147095,-0.47180855987609377,2.0,8937.860000000006,simple-7-16-5-4-15-2.0
