,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,logarithmic,logarithmic,11,22,9,4,9,1.4,70,0.49592088998763906,-0.40365780905484916,2.6842105263157894,12943.740000000013,logarithmic-11-22-9-4-9-1.4
1,logarithmic,logarithmic,11,22,9,4,9,1.6,71,0.49938195302843014,-0.46240922802443873,2.55,11314.320000000003,logarithmic-11-22-9-4-9-1.6
2,logarithmic,logarithmic,11,22,9,4,9,1.8,71,0.5139678615574784,-0.4756124244696745,2.380952380952381,10726.450000000004,logarithmic-11-22-9-4-9-1.8
3,logarithmic,logarithmic,11,22,9,4,9,2.0,77,0.5260815822002473,-0.5080556329586191,1.8518518518518519,10179.420000000006,logarithmic-11-22-9-4-9-2.0
4,logarithmic,logarithmic,11,22,9,4,12,1.0,63,0.4482076637824475,-0.46744738825439136,2.7058823529411766,10868.540000000005,logarithmic-11-22-9-4-12-1.0
5,logarithmic,logarithmic,11,22,9,4,12,1.2,67,0.469221260815822,-0.4375410262212486,2.9411764705882355,11694.000000000007,logarithmic-11-22-9-4-12-1.2
6,logarithmic,logarithmic,11,22,9,4,12,1.4,67,0.48529048207663783,-0.40365780905484916,2.9411764705882355,13274.350000000013,logarithmic-11-22-9-4-12-1.4
7,logarithmic,logarithmic,11,22,9,4,12,1.6,70,0.49864029666254633,-0.4393401019974975,2.5,11615.540000000008,logarithmic-11-22-9-4-12-1.6
8,logarithmic,logarithmic,11,22,9,4,12,1.8,68,0.5092707045735476,-0.4949029303241513,2.7777777777777777,10912.310000000005,logarithmic-11-22-9-4-12-1.8
9,logarithmic,logarithmic,11,22,9,4,12,2.0,72,0.5223733003708282,-0.5546530046622616,2.272727272727273,9686.410000000005,logarithmic-11-22-9-4-12-2.0
10,logarithmic,logarithmic,11,22,9,4,15,1.0,64,0.453646477132262,-0.4545892328494028,2.764705882352941,10761.030000000004,logarithmic-11-22-9-4-15-1.0
11,logarithmic,logarithmic,11,22,9,4,15,1.2,65,0.47416563658838073,-0.40365780905484916,3.0625,12563.620000000004,logarithmic-11-22-9-4-15-1.2
12,logarithmic,logarithmic,11,22,9,4,15,1.4,68,0.48751545117428924,-0.413367581851402,2.7777777777777777,12137.640000000016,logarithmic-11-22-9-4-15-1.4
13,logarithmic,logarithmic,11,22,9,4,15,1.6,68,0.5023485784919653,-0.4578694604081769,2.5789473684210527,11644.060000000005,logarithmic-11-22-9-4-15-1.6
14,logarithmic,logarithmic,11,22,9,4,15,1.8,69,0.5112484548825711,-0.4949029303241513,2.6315789473684212,10845.820000000002,logarithmic-11-22-9-4-15-1.8
15,logarithmic,logarithmic,11,22,9,4,15,2.0,74,0.5315203955500618,-0.604137874285372,2.217391304347826,8646.44,logarithmic-11-22-9-4-15-2.0
16,logarithmic,logarithmic,11,25,3,1,6,1.0,106,0.48084054388133496,-0.4062407429065587,2.212121212121212,15733.290000000017,logarithmic-11-25-3-1-6-1.0
17,logarithmic,logarithmic,11,25,3,1,6,1.2,100,0.5018541409147095,-0.43991756593834047,2.8461538461538463,18014.93000000002,logarithmic-11-25-3-1-6-1.2
18,logarithmic,logarithmic,11,25,3,1,6,1.4,104,0.5174289245982695,-0.36777164169860305,2.8518518518518516,19869.240000000013,logarithmic-11-25-3-1-6-1.4
19,logarithmic,logarithmic,11,25,3,1,6,1.6,110,0.5310259579728059,-0.3107932114922376,2.5483870967741935,21961.100000000042,logarithmic-11-25-3-1-6-1.6
20,logarithmic,logarithmic,11,25,3,1,6,1.8,114,0.5431396786155748,-0.3813517115927773,2.257142857142857,18769.880000000034,logarithmic-11-25-3-1-6-1.8
21,logarithmic,logarithmic,11,25,3,1,6,2.0,114,0.557725587144623,-0.3937371833105805,2.5625,21453.210000000032,logarithmic-11-25-3-1-6-2.0
