,avgType,avgType2,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,logarithmic,simple,9,25,5,1,9,1.4,99,0.4887515451174289,-0.32202679218659613,2.8076923076923075,19030.700000000008,logarithmic-9-25-5-1-9-1.4
1,logarithmic,simple,9,25,5,1,9,1.6,102,0.5035846724351051,-0.305896694444176,3.08,22964.079999999976,logarithmic-9-25-5-1-9-1.6
2,logarithmic,simple,9,25,5,1,9,1.8,100,0.5149567367119902,-0.42327391747428755,2.8461538461538463,17263.96,logarithmic-9-25-5-1-9-1.8
3,logarithmic,simple,9,25,5,1,9,2.0,104,0.5213844252163164,-0.47219973734532067,2.7142857142857144,15829.44,logarithmic-9-25-5-1-9-2.0
4,logarithmic,simple,9,25,5,1,12,1.0,95,0.45908529048207664,-0.3522576235476706,2.8,18350.83,logarithmic-9-25-5-1-12-1.0
5,logarithmic,simple,9,25,5,1,12,1.2,94,0.4781211372064277,-0.32202679218659613,2.9166666666666665,19717.30000000001,logarithmic-9-25-5-1-12-1.2
6,logarithmic,simple,9,25,5,1,12,1.4,97,0.48529048207663783,-0.3339704456233472,3.0416666666666665,20827.440000000006,logarithmic-9-25-5-1-12-1.4
7,logarithmic,simple,9,25,5,1,12,1.6,96,0.5080346106304079,-0.45503822233339913,2.5555555555555554,15642.829999999996,logarithmic-9-25-5-1-12-1.6
8,logarithmic,simple,9,25,5,1,12,1.8,100,0.5134734239802224,-0.42312241980532567,2.5714285714285716,17042.170000000006,logarithmic-9-25-5-1-12-1.8
9,logarithmic,simple,9,25,5,1,12,2.0,104,0.527070457354759,-0.5307712024070517,2.3548387096774195,12995.660000000002,logarithmic-9-25-5-1-12-2.0
10,logarithmic,simple,9,25,5,1,15,1.0,94,0.4618046971569839,-0.342799588842373,2.6153846153846154,18308.490000000005,logarithmic-9-25-5-1-15-1.0
11,logarithmic,simple,9,25,5,1,15,1.2,93,0.4791100123609394,-0.3339704456233472,3.0434782608695654,20316.93000000001,logarithmic-9-25-5-1-15-1.2
12,logarithmic,simple,9,25,5,1,15,1.4,94,0.496168108776267,-0.361345722084573,2.76,18635.71000000001,logarithmic-9-25-5-1-15-1.4
