,fast,slow,sig,delay,numSell,exposure,drawdown,winLoss,value,zzz
0,3,6,3,1,340,0.5667325753830944,-0.33010108150137857,2.269230769230769,37198.97,3-6-3-1
1,3,6,3,2,126,0.47429560059317843,-0.2494941395179798,2.8181818181818183,23072.830000000016,3-6-3-2
2,3,6,3,3,28,0.4718240237271379,-0.3764774731137385,1.5454545454545454,12940.229999999996,3-6-3-3
3,3,6,4,1,304,0.5635195254572417,-0.2631140519652467,2.5764705882352943,42875.27,3-6-4-1
4,3,6,4,2,139,0.5096391497775581,-0.27023512339872147,4.346153846153846,38258.80999999998,3-6-4-2
5,3,6,4,3,38,0.4982698961937716,-0.18792004227853684,4.428571428571429,33724.590000000004,3-6-4-3
6,3,6,5,1,268,0.5489372219476025,-0.297304840608201,2.9411764705882355,38878.31999999999,3-6-5-1
7,3,6,5,2,136,0.5197726149283243,-0.3280468673804549,2.4871794871794872,20424.730000000018,3-6-5-2
8,3,6,5,3,34,0.4342560553633218,-0.3236197574513793,3.25,25530.950000000008,3-6-5-3
9,3,7,3,1,312,0.560306475531389,-0.2545519661484195,2.25,36910.27000000003,3-7-3-1
10,3,7,3,2,131,0.49110232328225406,-0.2804903869139092,2.5405405405405403,19808.449999999993,3-7-3-2
11,3,7,3,3,34,0.4391992090954029,-0.3243910804992357,1.8333333333333333,16419.840000000004,3-7-3-3
12,3,7,4,1,284,0.5612951062778052,-0.28146452372846237,2.55,37541.09,3-7-4-1
13,3,7,4,2,143,0.5252100840336135,-0.23294889191889032,3.3333333333333335,39408.58000000003,3-7-4-2
14,3,7,4,3,36,0.5242214532871973,-0.22797477031402344,6.2,40297.26999999998,3-7-4-3
15,3,7,5,1,257,0.5662382600098863,-0.2513939647071109,2.8358208955223883,42491.37999999998,3-7-5-1
16,3,7,5,2,147,0.5098863074641621,-0.35863556894691806,3.2,28881.15179999998,3-7-5-2
17,3,7,5,3,40,0.4807217004448838,-0.41404914762742523,3.0,19558.579999999987,3-7-5-3
18,3,8,3,1,295,0.5481957488877904,-0.32152912025686475,2.3146067415730336,31471.689999999995,3-8-3-1
19,3,8,3,2,132,0.49925852694018785,-0.23236597783353155,2.8823529411764706,27553.49999999998,3-8-3-2
20,3,8,3,3,34,0.5173010380622838,-0.3199012776540219,3.857142857142857,25636.129999999997,3-8-3-3
21,3,8,4,1,263,0.5563519525457242,-0.25363083604085046,2.6527777777777777,35438.30000000002,3-8-4-1
22,3,8,4,2,139,0.5291646070192783,-0.26952287630964045,2.7567567567567566,29875.9919,3-8-4-2
23,3,8,4,3,38,0.5187839841819081,-0.2710703859799697,3.2222222222222223,29060.44000000001,3-8-4-3
24,3,8,5,1,247,0.5664854176964904,-0.27323053677404957,2.6865671641791047,36379.88000000001,3-8-5-1
25,3,8,5,2,163,0.5165595650024716,-0.36363816456242853,2.975609756097561,27778.112099999995,3-8-5-2
26,3,8,5,3,42,0.5479485912011863,-0.3854255540277633,1.625,20549.999999999993,3-8-5-3
27,3,9,3,1,276,0.5474542758279782,-0.3328865742513592,2.4936708860759493,31108.530000000017,3-9-3-1
28,3,9,3,2,136,0.47923875432525953,-0.2327618941331305,2.7777777777777777,27467.53000000002,3-9-3-2
29,3,9,3,3,41,0.4836875926841325,-0.2696436016984872,3.5555555555555554,25539.48999999998,3-9-3-3
30,3,9,4,1,250,0.5570934256055363,-0.2616543417186035,2.7313432835820897,39572.439999999966,3-9-4-1
31,3,9,4,2,146,0.5088976767177459,-0.2709672984415092,3.5625,39571.99949999998,3-9-4-2
32,3,9,4,3,42,0.4656450815620366,-0.2981850254428807,2.230769230769231,18015.570000000007,3-9-4-3
33,3,9,5,1,234,0.5652496292634701,-0.28429870122541573,2.9,38726.920000000006,3-9-5-1
34,3,9,5,2,167,0.5254572417202175,-0.25563116021387616,2.9761904761904763,32376.101499999993,3-9-5-2
35,3,9,5,3,50,0.45724172021749876,-0.40650697205483854,2.5714285714285716,18242.279999999995,3-9-5-3
36,3,10,3,1,264,0.5425111220958971,-0.2638543734041524,2.473684210526316,29804.850000000002,3-10-3-1
37,3,10,3,2,133,0.48418190805734057,-0.2709160832943783,2.6944444444444446,24990.31000000002,3-10-3-2
