,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,logarithmic,175,10,2,2,16,14,2,82,81,0.008192197782807577,15906.810000000009
1,logarithmic,175,10,3,2,16,14,2,82,81,0.008208394191532964,15741.91000000001
2,logarithmic,175,10,4,2,16,14,2,82,81,0.008417896815826326,16050.010000000017
3,logarithmic,175,10,5,2,16,14,2,82,81,0.009212016671848096,17326.540000000005
4,logarithmic,175,10,1,2,16,14,3,42,41,0.005859552474592913,10710.679999999995
5,logarithmic,175,10,2,2,16,14,3,42,41,0.005634295274407405,10569.639999999998
6,logarithmic,175,10,3,2,16,14,3,42,41,0.0062130204954583615,10885.519999999995
7,logarithmic,175,10,4,2,16,14,3,42,41,0.0064397602263828475,10953.749999999998
8,logarithmic,175,10,5,2,16,14,3,42,41,0.0064397602263828475,10953.749999999998
9,logarithmic,175,10,1,2,16,14,4,16,16,0.035725576205510826,16819.780000000006
10,logarithmic,175,10,2,2,16,14,4,16,16,0.035725576205510826,16819.780000000006
11,logarithmic,175,10,3,2,16,14,4,16,16,0.037228592191177516,17260.420000000006
12,logarithmic,175,10,4,2,16,14,4,16,16,0.037803951685869086,17423.960000000003
13,logarithmic,175,10,5,2,16,14,4,16,16,0.037803951685869086,17423.960000000003
14,logarithmic,175,10,1,2,16,14,5,4,4,0.04689962532773192,11833.469999999998
15,logarithmic,175,10,2,2,16,14,5,4,4,0.040739550259962426,11521.509999999998
16,logarithmic,175,10,3,2,16,14,5,4,4,0.040739550259962426,11521.509999999998
17,logarithmic,175,10,4,2,16,14,5,4,4,0.040739550259962426,11521.509999999998
18,logarithmic,175,10,5,2,16,14,5,4,4,0.062199896405788505,12608.309999999998
19,logarithmic,175,10,1,2,16,14,6,0,0,,10000.0
20,logarithmic,175,10,2,2,16,14,6,0,0,,10000.0
21,logarithmic,175,10,3,2,16,14,6,0,0,,10000.0
22,logarithmic,175,10,4,2,16,14,6,0,0,,10000.0
23,logarithmic,175,10,5,2,16,14,6,0,0,,10000.0
24,logarithmic,175,10,1,2,19,2,1,0,0,,10000.0
25,logarithmic,175,10,2,2,19,2,1,0,0,,10000.0
26,logarithmic,175,10,3,2,19,2,1,0,0,,10000.0
27,logarithmic,175,10,4,2,19,2,1,0,0,,10000.0
28,logarithmic,175,10,5,2,19,2,1,0,0,,10000.0
29,logarithmic,175,10,1,2,19,2,2,0,0,,10000.0
30,logarithmic,175,10,2,2,19,2,2,0,0,,10000.0
31,logarithmic,175,10,3,2,19,2,2,0,0,,10000.0
32,logarithmic,175,10,4,2,19,2,2,0,0,,10000.0
33,logarithmic,175,10,5,2,19,2,2,0,0,,10000.0
34,logarithmic,175,10,1,2,19,2,3,0,0,,10000.0
35,logarithmic,175,10,2,2,19,2,3,0,0,,10000.0
36,logarithmic,175,10,3,2,19,2,3,0,0,,10000.0
37,logarithmic,175,10,4,2,19,2,3,0,0,,10000.0
38,logarithmic,175,10,5,2,19,2,3,0,0,,10000.0
39,logarithmic,175,10,1,2,19,2,4,0,0,,10000.0
40,logarithmic,175,10,2,2,19,2,4,0,0,,10000.0
41,logarithmic,175,10,3,2,19,2,4,0,0,,10000.0
42,logarithmic,175,10,4,2,19,2,4,0,0,,10000.0
43,logarithmic,175,10,5,2,19,2,4,0,0,,10000.0
44,logarithmic,175,10,1,2,19,2,5,0,0,,10000.0
45,logarithmic,175,10,2,2,19,2,5,0,0,,10000.0
46,logarithmic,175,10,3,2,19,2,5,0,0,,10000.0
47,logarithmic,175,10,4,2,19,2,5,0,0,,10000.0
48,logarithmic,175,10,5,2,19,2,5,0,0,,10000.0
49,logarithmic,175,10,1,2,19,2,6,0,0,,10000.0
50,logarithmic,175,10,2,2,19,2,6,0,0,,10000.0
51,logarithmic,175,10,3,2,19,2,6,0,0,,10000.0
52,logarithmic,175,10,4,2,19,2,6,0,0,,10000.0
53,logarithmic,175,10,5,2,19,2,6,0,0,,10000.0
54,logarithmic,175,10,1,2,19,4,1,184,183,0.005879762068790593,24466.299999999985
55,logarithmic,175,10,2,2,19,4,1,184,183,0.005903036239149147,24352.699999999975
56,logarithmic,175,10,3,2,19,4,1,184,183,0.006036182146674361,24979.04000000001
57,logarithmic,175,10,4,2,19,4,1,184,183,0.005835853500740349,24137.51000000002
58,logarithmic,175,10,5,2,19,4,1,184,183,0.005717440770290437,23905.30000000002
59,logarithmic,175,10,1,2,19,4,2,104,103,0.008861018957329613,21049.680000000008
60,logarithmic,175,10,2,2,19,4,2,105,104,0.009786764079586575,23188.469999999994
61,logarithmic,175,10,3,2,19,4,2,105,104,0.010166642587455607,24133.08999999999
62,logarithmic,175,10,4,2,19,4,2,105,104,0.010240154945868689,24430.030000000013
63,logarithmic,175,10,5,2,19,4,2,105,104,0.009833782484472899,23391.229999999992
64,logarithmic,175,10,1,2,19,4,3,32,31,0.019706484125184342,16130.889999999994
65,logarithmic,175,10,2,2,19,4,3,33,32,0.022468637356418308,17827.85999999999
66,logarithmic,175,10,3,2,19,4,3,33,32,0.023444347207569473,18464.329999999998
67,logarithmic,175,10,4,2,19,4,3,33,32,0.023513538376930467,18552.379999999994
68,logarithmic,175,10,5,2,19,4,3,33,32,0.023513538376930467,18552.379999999994
69,logarithmic,175,10,1,2,19,4,4,9,9,0.12447704143596534,25637.420000000013
70,logarithmic,175,10,2,2,19,4,4,9,9,0.1236856141760448,25421.800000000014
71,logarithmic,175,10,3,2,19,4,4,9,9,0.12715089077455605,26289.790000000015
72,logarithmic,175,10,4,2,19,4,4,9,9,0.1273566618621354,26351.910000000014
73,logarithmic,175,10,5,2,19,4,4,9,9,0.1273566618621354,26351.910000000014
74,logarithmic,175,10,1,2,19,4,5,1,1,-0.07898348398088116,9215.57
75,logarithmic,175,10,2,2,19,4,5,1,1,-0.08608205953338696,9145.07
76,logarithmic,175,10,3,2,19,4,5,1,1,-0.06246746486205096,9379.6
77,logarithmic,175,10,4,2,19,4,5,1,1,-0.06062183521839952,9397.93
78,logarithmic,175,10,5,2,19,4,5,1,1,-0.06062183521839952,9397.93
79,logarithmic,175,10,1,2,19,4,6,0,0,,10000.0
80,logarithmic,175,10,2,2,19,4,6,0,0,,10000.0
81,logarithmic,175,10,3,2,19,4,6,0,0,,10000.0
82,logarithmic,175,10,4,2,19,4,6,0,0,,10000.0
83,logarithmic,175,10,5,2,19,4,6,0,0,,10000.0
84,logarithmic,175,10,1,2,19,6,1,152,151,0.007116506291812034,24865.020000000015
85,logarithmic,175,10,2,2,19,6,1,152,151,0.007649166168628856,26854.170000000013
86,logarithmic,175,10,3,2,19,6,1,152,151,0.0072902451694629705,25518.83000000001
87,logarithmic,175,10,4,2,19,6,1,151,150,0.00718277537863131,24912.299999999963
88,logarithmic,175,10,5,2,19,6,1,151,150,0.00743513074312053,26174.819999999956
89,logarithmic,175,10,1,2,19,6,2,107,106,0.01008276838719606,25556.650000000005
90,logarithmic,175,10,2,2,19,6,2,108,107,0.010987366075965349,28464.740000000013
91,logarithmic,175,10,3,2,19,6,2,108,107,0.01135315431776171,29655.43
92,logarithmic,175,10,4,2,19,6,2,108,107,0.011511839958112783,30021.43999999999
93,logarithmic,175,10,5,2,19,6,2,108,107,0.011367459677652958,29565.350000000002
94,logarithmic,175,10,1,2,19,6,3,40,39,0.012252002800967167,14337.810000000001
95,logarithmic,175,10,2,2,19,6,3,40,39,0.015768518799635634,16295.809999999992
96,logarithmic,175,10,3,2,19,6,3,40,39,0.01656245866800729,16843.119999999995
97,logarithmic,175,10,4,2,19,6,3,40,39,0.01661925609010694,16872.469999999994
98,logarithmic,175,10,5,2,19,6,3,40,39,0.01661925609010694,16872.469999999994
99,logarithmic,175,10,1,2,19,6,4,11,11,0.034811070501442345,14089.109999999997
100,logarithmic,175,10,2,2,19,6,4,11,11,0.034811070501442345,14089.109999999997
101,logarithmic,175,10,3,2,19,6,4,11,11,0.035446732717429714,14225.569999999996
102,logarithmic,175,10,4,2,19,6,4,11,11,0.035446732717429714,14225.569999999996
103,logarithmic,175,10,5,2,19,6,4,11,11,0.035446732717429714,14225.569999999996
104,logarithmic,175,10,1,2,19,6,5,1,1,-0.03622148360779576,9645.17
105,logarithmic,175,10,2,2,19,6,5,1,1,-0.03622148360779576,9645.17
106,logarithmic,175,10,3,2,19,6,5,1,1,-0.028554162260160155,9720.28
107,logarithmic,175,10,4,2,19,6,5,1,1,-0.028554162260160155,9720.28
108,logarithmic,175,10,5,2,19,6,5,1,1,-0.028554162260160155,9720.28
109,logarithmic,175,10,1,2,19,6,6,0,0,,10000.0
110,logarithmic,175,10,2,2,19,6,6,0,0,,10000.0
111,logarithmic,175,10,3,2,19,6,6,0,0,,10000.0
112,logarithmic,175,10,4,2,19,6,6,0,0,,10000.0
113,logarithmic,175,10,5,2,19,6,6,0,0,,10000.0
114,logarithmic,175,10,1,2,19,8,1,130,129,0.008017286243235713,23667.870000000014
115,logarithmic,175,10,2,2,19,8,1,130,129,0.008261598775025943,24157.53000000002
