,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,logarithmic,100,20,2,2,7,4,4,4,4,0.0476768792881374,11931.96
1,logarithmic,100,20,3,2,7,4,4,4,4,0.04694512097745375,11895.84
2,logarithmic,100,20,4,2,7,4,4,4,4,0.04611753717370432,11854.989999999998
3,logarithmic,100,20,5,2,7,4,4,4,4,0.04611753717370432,11854.989999999998
4,logarithmic,100,20,1,2,7,4,5,1,1,-0.03871995566946044,9619.880000000001
5,logarithmic,100,20,2,2,7,4,5,1,1,-0.05645217150377506,9445.8
6,logarithmic,100,20,3,2,7,4,5,1,1,-0.05936136316409221,9417.240000000002
7,logarithmic,100,20,4,2,7,4,5,1,1,-0.06265152039897497,9384.939999999999
8,logarithmic,100,20,5,2,7,4,5,1,1,-0.06265152039897497,9384.939999999999
9,logarithmic,100,20,1,2,7,4,6,0,0,,10000.0
10,logarithmic,100,20,2,2,7,4,6,0,0,,10000.0
11,logarithmic,100,20,3,2,7,4,6,0,0,,10000.0
12,logarithmic,100,20,4,2,7,4,6,0,0,,10000.0
13,logarithmic,100,20,5,2,7,4,6,0,0,,10000.0
14,logarithmic,100,20,1,2,7,6,1,238,237,0.004971228362891097,26456.83000000002
15,logarithmic,100,20,2,2,7,6,1,241,240,0.004232433751868176,22232.44999999996
16,logarithmic,100,20,3,2,7,6,1,241,240,0.0037430728137623904,19814.43
17,logarithmic,100,20,4,2,7,6,1,242,241,0.00431969199223552,23166.840000000004
18,logarithmic,100,20,5,2,7,6,1,242,241,0.00432904798449468,23170.22
19,logarithmic,100,20,1,2,7,6,2,129,128,0.007726620988805546,23384.699999999997
20,logarithmic,100,20,2,2,7,6,2,129,128,0.0067376973052144205,20550.310000000027
21,logarithmic,100,20,3,2,7,6,2,129,128,0.007071813878815423,21359.690000000013
22,logarithmic,100,20,4,2,7,6,2,130,129,0.00769007379051922,23367.28
23,logarithmic,100,20,5,2,7,6,2,131,130,0.007514361468360989,22974.019999999997
24,logarithmic,100,20,1,2,7,6,3,39,38,0.023466616749141196,21669.509999999995
25,logarithmic,100,20,2,2,7,6,3,39,38,0.02329677842597381,21452.949999999986
26,logarithmic,100,20,3,2,7,6,3,39,38,0.027545462176751485,24893.973000000013
27,logarithmic,100,20,4,2,7,6,3,39,38,0.027797147938855394,25216.742900000012
28,logarithmic,100,20,5,2,7,6,3,39,38,0.027797147938855394,25216.742900000012
29,logarithmic,100,20,1,2,7,6,4,5,4,0.0466431949685724,13440.129999999996
30,logarithmic,100,20,2,2,7,6,4,6,5,0.04362763248976001,13775.269999999995
31,logarithmic,100,20,3,2,7,6,4,6,5,0.0390505124635561,13496.64
32,logarithmic,100,20,4,2,7,6,4,6,5,0.03826832976214402,13454.839999999997
33,logarithmic,100,20,5,2,7,6,4,6,5,0.03826832976214402,13454.839999999997
34,logarithmic,100,20,1,2,7,6,5,0,0,,10000.0
35,logarithmic,100,20,2,2,7,6,5,0,0,,10000.0
36,logarithmic,100,20,3,2,7,6,5,0,0,,10000.0
37,logarithmic,100,20,4,2,7,6,5,0,0,,10000.0
38,logarithmic,100,20,5,2,7,6,5,0,0,,10000.0
39,logarithmic,100,20,1,2,7,6,6,0,0,,10000.0
40,logarithmic,100,20,2,2,7,6,6,0,0,,10000.0
41,logarithmic,100,20,3,2,7,6,6,0,0,,10000.0
42,logarithmic,100,20,4,2,7,6,6,0,0,,10000.0
43,logarithmic,100,20,5,2,7,6,6,0,0,,10000.0
44,logarithmic,100,20,1,2,7,8,1,198,197,0.006908683044271459,31540.279999999962
45,logarithmic,100,20,2,2,7,8,1,198,197,0.00596945323930414,25839.219999999987
46,logarithmic,100,20,3,2,7,8,1,199,198,0.0060091058365468325,26174.980000000007
47,logarithmic,100,20,4,2,7,8,1,199,198,0.006812462857639381,31021.010000000013
48,logarithmic,100,20,5,2,7,8,1,200,199,0.006701417841475723,30471.72000000001
49,logarithmic,100,20,1,2,7,8,2,123,122,0.010415912620477688,30268.549999999985
50,logarithmic,100,20,2,2,7,8,2,123,122,0.008967098498245365,25155.65999999999
51,logarithmic,100,20,3,2,7,8,2,124,123,0.009482973316665028,27054.249999999985
52,logarithmic,100,20,4,2,7,8,2,125,124,0.009711621823426535,28235.329999999984
53,logarithmic,100,20,5,2,7,8,2,126,125,0.009512708624118717,27728.949999999983
54,logarithmic,100,20,1,2,7,8,3,42,41,0.007140673737852849,11113.879999999997
55,logarithmic,100,20,2,2,7,8,3,42,41,0.005378983591481332,10276.779999999992
56,logarithmic,100,20,3,2,7,8,3,42,41,0.0052566439117435705,10202.459999999992
57,logarithmic,100,20,4,2,7,8,3,42,41,0.005619444883698994,10385.65999999999
58,logarithmic,100,20,5,2,7,8,3,42,41,0.00538612270795176,10294.659999999993
59,logarithmic,100,20,1,2,7,8,4,7,7,0.04687535948473881,13598.449999999999
60,logarithmic,100,20,2,2,7,8,4,7,7,0.046823430316124806,13594.41
61,logarithmic,100,20,3,2,7,8,4,7,7,0.04865393350976867,13786.65
62,logarithmic,100,20,4,2,7,8,4,7,7,0.04796587202563303,13733.119999999999
63,logarithmic,100,20,5,2,7,8,4,7,7,0.04796587202563303,13733.119999999999
64,logarithmic,100,20,1,2,7,8,5,1,1,0.41789895255699316,14178.019999999999
65,logarithmic,100,20,2,2,7,8,5,1,1,0.41789895255699316,14178.019999999999
66,logarithmic,100,20,3,2,7,8,5,1,1,0.41789895255699316,14178.019999999999
67,logarithmic,100,20,4,2,7,8,5,1,1,0.41789895255699316,14178.019999999999
68,logarithmic,100,20,5,2,7,8,5,1,1,0.41789895255699316,14178.019999999999
69,logarithmic,100,20,1,2,7,8,6,0,0,,10000.0
70,logarithmic,100,20,2,2,7,8,6,0,0,,10000.0
71,logarithmic,100,20,3,2,7,8,6,0,0,,10000.0
72,logarithmic,100,20,4,2,7,8,6,0,0,,10000.0
73,logarithmic,100,20,5,2,7,8,6,0,0,,10000.0
74,logarithmic,100,20,1,2,7,10,1,167,166,0.007658689050330328,29734.56999999996
75,logarithmic,100,20,2,2,7,10,1,168,167,0.006824744131751515,25596.869999999977
76,logarithmic,100,20,3,2,7,10,1,168,167,0.006565664353999999,24573.75999999999
77,logarithmic,100,20,4,2,7,10,1,168,167,0.0073510149729616465,28244.509999999962
78,logarithmic,100,20,5,2,7,10,1,169,168,0.007288245866942357,28102.529999999955
79,logarithmic,100,20,1,2,7,10,2,120,119,0.01105260267762809,31483.899999999987
80,logarithmic,100,20,2,2,7,10,2,121,120,0.010106817538669459,28193.240000000005
81,logarithmic,100,20,3,2,7,10,2,121,120,0.00991583963537065,27596.13
82,logarithmic,100,20,4,2,7,10,2,122,121,0.01131437178548458,32897.189999999995
83,logarithmic,100,20,5,2,7,10,2,123,122,0.011097429983226095,32375.700000000015
84,logarithmic,100,20,1,2,7,10,3,37,36,0.006395479299645363,10657.49
85,logarithmic,100,20,2,2,7,10,3,38,37,0.004340521939855543,9884.049999999996
86,logarithmic,100,20,3,2,7,10,3,38,37,0.0038315569335733045,9711.129999999994
87,logarithmic,100,20,4,2,7,10,3,38,37,0.004089203404280535,9788.769999999995
88,logarithmic,100,20,5,2,7,10,3,38,37,0.0038306572095336,9697.769999999997
89,logarithmic,100,20,1,2,7,10,4,13,13,0.04118000764972469,16403.799999999996
90,logarithmic,100,20,2,2,7,10,4,13,13,0.02955680663010361,13989.050000000001
91,logarithmic,100,20,3,2,7,10,4,13,13,0.029392666780978106,13948.63
92,logarithmic,100,20,4,2,7,10,4,13,13,0.03075164914826918,14243.579999999998
93,logarithmic,100,20,5,2,7,10,4,13,13,0.03075164914826918,14243.579999999998
94,logarithmic,100,20,1,2,7,10,5,2,2,0.11882254430202888,11998.74
95,logarithmic,100,20,2,2,7,10,5,2,2,0.09925500965911735,11478.44
96,logarithmic,100,20,3,2,7,10,5,2,2,0.09925500965911735,11478.44
97,logarithmic,100,20,4,2,7,10,5,2,2,0.10686883636842145,11695.27
98,logarithmic,100,20,5,2,7,10,5,2,2,0.10686883636842145,11695.27
99,logarithmic,100,20,1,2,7,10,6,0,0,,10000.0
100,logarithmic,100,20,2,2,7,10,6,0,0,,10000.0
101,logarithmic,100,20,3,2,7,10,6,0,0,,10000.0
102,logarithmic,100,20,4,2,7,10,6,0,0,,10000.0
103,logarithmic,100,20,5,2,7,10,6,0,0,,10000.0
104,logarithmic,100,20,1,2,7,12,1,150,149,0.007412558391934117,25219.969999999976
105,logarithmic,100,20,2,2,7,12,1,151,150,0.006332327520378103,21282.200000000004
106,logarithmic,100,20,3,2,7,12,1,151,150,0.006239463590757234,20988.180000000004
107,logarithmic,100,20,4,2,7,12,1,151,150,0.0068390475185847645,23336.620000000003
108,logarithmic,100,20,5,2,7,12,1,152,151,0.006972719302912697,23933.08
109,logarithmic,100,20,1,2,7,12,2,105,104,0.009755500914458554,23424.66999999999
110,logarithmic,100,20,2,2,7,12,2,104,103,0.007562905535670249,18393.68999999998
111,logarithmic,100,20,3,2,7,12,2,105,104,0.007715276003064634,18759.950000000004
112,logarithmic,100,20,4,2,7,12,2,106,105,0.009347875563027415,22551.479999999992
113,logarithmic,100,20,5,2,7,12,2,107,106,0.009630212853715068,23344.279999999995
114,logarithmic,100,20,1,2,7,12,3,36,35,0.007014365838655931,10972.889999999989
115,logarithmic,100,20,2,2,7,12,3,36,35,0.004391155705747309,9862.459999999988
116,logarithmic,100,20,3,2,7,12,3,36,35,0.003688730678506541,9691.029999999993
117,logarithmic,100,20,4,2,7,12,3,36,35,0.003961099804682756,9820.579999999989
118,logarithmic,100,20,5,2,7,12,3,36,35,0.003687779541664567,9726.97999999999
