,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,logarithmic,50,40,2,10,22,8,6,20,20,0.0209837735138796,14549.599999999995
1,logarithmic,50,40,3,10,22,8,6,20,20,0.017632403755465903,13635.210000000003
2,logarithmic,50,40,4,10,22,8,6,20,20,0.01734708352292173,13495.01
3,logarithmic,50,40,5,10,22,8,6,21,21,0.024312168735930735,15842.079999999998
4,logarithmic,50,40,1,10,22,10,1,100,99,0.00652489685182086,16130.969999999996
5,logarithmic,50,40,2,10,22,10,1,100,99,0.00582799422844832,15232.95999999999
6,logarithmic,50,40,3,10,22,10,1,100,99,0.004649109905403157,13361.009999999991
7,logarithmic,50,40,4,10,22,10,1,102,101,0.005115140654853108,14157.639999999983
8,logarithmic,50,40,5,10,22,10,1,103,102,0.00609636184084055,16035.119999999997
9,logarithmic,50,40,1,10,22,10,2,96,96,0.007956581329432262,19232.470000000012
10,logarithmic,50,40,2,10,22,10,2,97,97,0.007554480861069038,18751.52000000001
11,logarithmic,50,40,3,10,22,10,2,97,97,0.005971542290475072,15899.990000000014
12,logarithmic,50,40,4,10,22,10,2,99,99,0.006005061313431627,16152.790000000003
13,logarithmic,50,40,5,10,22,10,2,100,100,0.006287812821365354,17191.629999999994
14,logarithmic,50,40,1,10,22,10,3,95,95,0.007160216092687975,17743.600000000002
15,logarithmic,50,40,2,10,22,10,3,95,95,0.0065014771508767845,16975.479999999985
16,logarithmic,50,40,3,10,22,10,3,95,95,0.004772047820533267,14140.889999999989
17,logarithmic,50,40,4,10,22,10,3,96,96,0.00505537493367842,14715.80999999999
18,logarithmic,50,40,5,10,22,10,3,96,96,0.005022169645947399,15023.939999999995
19,logarithmic,50,40,1,10,22,10,4,85,85,0.006409475103229361,15790.290000000008
20,logarithmic,50,40,2,10,22,10,4,85,85,0.006501221368833874,15918.060000000016
21,logarithmic,50,40,3,10,22,10,4,85,85,0.005223175524387333,14206.510000000018
22,logarithmic,50,40,4,10,22,10,4,85,85,0.004734280981737802,13591.970000000003
23,logarithmic,50,40,5,10,22,10,4,85,85,0.005331077883525022,14529.050000000008
24,logarithmic,50,40,1,10,22,10,5,53,53,0.004601655579338309,11873.200000000004
25,logarithmic,50,40,2,10,22,10,5,53,53,0.004908423350030453,12156.439999999997
26,logarithmic,50,40,3,10,22,10,5,53,53,0.002846876784167576,10859.740000000002
27,logarithmic,50,40,4,10,22,10,5,53,53,0.002251097881668118,10526.37999999999
28,logarithmic,50,40,5,10,22,10,5,55,55,0.0063352623831323075,13209.699999999992
29,logarithmic,50,40,1,10,22,10,6,27,27,0.020190090549834058,16566.850000000002
30,logarithmic,50,40,2,10,22,10,6,27,27,0.019543063989204832,16194.88
31,logarithmic,50,40,3,10,22,10,6,27,27,0.01583765069363176,14587.079999999998
32,logarithmic,50,40,4,10,22,10,6,27,27,0.015666844175557724,14528.77
