,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,logarithmic,100,20,2,8,19,2,2,0,0,,10000.0
1,logarithmic,100,20,3,8,19,2,2,0,0,,10000.0
2,logarithmic,100,20,4,8,19,2,2,0,0,,10000.0
3,logarithmic,100,20,5,8,19,2,2,0,0,,10000.0
4,logarithmic,100,20,1,8,19,2,3,0,0,,10000.0
5,logarithmic,100,20,2,8,19,2,3,0,0,,10000.0
6,logarithmic,100,20,3,8,19,2,3,0,0,,10000.0
7,logarithmic,100,20,4,8,19,2,3,0,0,,10000.0
8,logarithmic,100,20,5,8,19,2,3,0,0,,10000.0
9,logarithmic,100,20,1,8,19,2,4,0,0,,10000.0
10,logarithmic,100,20,2,8,19,2,4,0,0,,10000.0
11,logarithmic,100,20,3,8,19,2,4,0,0,,10000.0
12,logarithmic,100,20,4,8,19,2,4,0,0,,10000.0
13,logarithmic,100,20,5,8,19,2,4,0,0,,10000.0
14,logarithmic,100,20,1,8,19,2,5,0,0,,10000.0
15,logarithmic,100,20,2,8,19,2,5,0,0,,10000.0
16,logarithmic,100,20,3,8,19,2,5,0,0,,10000.0
17,logarithmic,100,20,4,8,19,2,5,0,0,,10000.0
18,logarithmic,100,20,5,8,19,2,5,0,0,,10000.0
19,logarithmic,100,20,1,8,19,2,6,0,0,,10000.0
20,logarithmic,100,20,2,8,19,2,6,0,0,,10000.0
21,logarithmic,100,20,3,8,19,2,6,0,0,,10000.0
22,logarithmic,100,20,4,8,19,2,6,0,0,,10000.0
23,logarithmic,100,20,5,8,19,2,6,0,0,,10000.0
24,logarithmic,100,20,1,8,19,4,1,142,141,0.005576008763056806,18301.91500000002
25,logarithmic,100,20,2,8,19,4,1,146,145,0.005013271230397975,17122.23000000001
26,logarithmic,100,20,3,8,19,4,1,145,144,0.004668800444436453,16228.050000000016
27,logarithmic,100,20,4,8,19,4,1,145,144,0.0055447288112148345,18574.254999999986
28,logarithmic,100,20,5,8,19,4,1,144,143,0.00555567631378567,18509.58499999999
29,logarithmic,100,20,1,8,19,4,2,128,127,0.004180693009821773,13999.575000000003
30,logarithmic,100,20,2,8,19,4,2,130,129,0.004308375370622046,14254.410000000002
31,logarithmic,100,20,3,8,19,4,2,130,129,0.004074700740087091,13860.890000000021
32,logarithmic,100,20,4,8,19,4,2,130,129,0.004650525804562493,15016.560000000007
33,logarithmic,100,20,5,8,19,4,2,130,129,0.004606201111914795,14935.844999999994
34,logarithmic,100,20,1,8,19,4,3,92,91,0.005654246143687712,13513.089999999984
35,logarithmic,100,20,2,8,19,4,3,92,91,0.00537272078565262,13189.329999999976
36,logarithmic,100,20,3,8,19,4,3,91,90,0.00502410190175551,12691.259999999991
37,logarithmic,100,20,4,8,19,4,3,91,90,0.00585519331885357,13799.419999999987
38,logarithmic,100,20,5,8,19,4,3,91,90,0.00578602364799569,13753.219999999992
39,logarithmic,100,20,1,8,19,4,4,39,39,-0.0005213985767369109,8716.760000000006
40,logarithmic,100,20,2,8,19,4,4,40,40,-0.0021673236369084783,8108.71
41,logarithmic,100,20,3,8,19,4,4,40,40,-0.003263770773856147,7787.15
42,logarithmic,100,20,4,8,19,4,4,40,40,-0.0009967388458209047,8629.099999999997
43,logarithmic,100,20,5,8,19,4,4,40,40,-0.0011546871244523776,8562.779999999995
44,logarithmic,100,20,1,8,19,4,5,17,17,0.029934134260257653,16189.34
45,logarithmic,100,20,2,8,19,4,5,18,18,0.023185567983409313,14814.039999999997
46,logarithmic,100,20,3,8,19,4,5,18,18,0.020814942931092418,14162.809999999998
47,logarithmic,100,20,4,8,19,4,5,18,18,0.020814942931092418,14162.809999999998
48,logarithmic,100,20,5,8,19,4,5,18,18,0.02046984103829627,14091.419999999998
49,logarithmic,100,20,1,8,19,4,6,6,6,0.06387882916833909,14203.76
50,logarithmic,100,20,2,8,19,4,6,6,6,0.06784558632738526,14543.88
51,logarithmic,100,20,3,8,19,4,6,6,6,0.06331128800852108,14171.47
52,logarithmic,100,20,4,8,19,4,6,6,6,0.06331128800852108,14171.47
53,logarithmic,100,20,5,8,19,4,6,6,6,0.09121667272091005,16548.05
54,logarithmic,100,20,1,8,19,6,1,137,136,0.004579121444834837,15341.500000000004
55,logarithmic,100,20,2,8,19,6,1,139,138,0.004087144864083328,14334.659999999998
56,logarithmic,100,20,3,8,19,6,1,138,137,0.003584071535017944,13317.670000000006
57,logarithmic,100,20,4,8,19,6,1,138,137,0.004498408556761758,15241.160000000003
58,logarithmic,100,20,5,8,19,6,1,137,136,0.004504605337278618,15185.86
59,logarithmic,100,20,1,8,19,6,2,133,132,0.0051102390614357176,16115.079999999982
60,logarithmic,100,20,2,8,19,6,2,134,133,0.005213413561434304,16258.609999999991
61,logarithmic,100,20,3,8,19,6,2,134,133,0.00504897011358546,15919.514999999981
62,logarithmic,100,20,4,8,19,6,2,134,133,0.005614102493651074,17347.579999999984
63,logarithmic,100,20,5,8,19,6,2,134,133,0.005571110874466465,17297.479999999985
64,logarithmic,100,20,1,8,19,6,3,101,100,0.0065420134646804505,16494.22999999999
65,logarithmic,100,20,2,8,19,6,3,102,101,0.006282837924590959,16018.230000000003
66,logarithmic,100,20,3,8,19,6,3,102,101,0.006033704919508365,15639.740000000002
67,logarithmic,100,20,4,8,19,6,3,102,101,0.006929458211965391,17355.020000000004
68,logarithmic,100,20,5,8,19,6,3,102,101,0.00687339694365046,17258.940000000006
69,logarithmic,100,20,1,8,19,6,4,52,51,0.005947678128595775,12214.919999999998
70,logarithmic,100,20,2,8,19,6,4,52,51,0.004868073239215558,11536.910000000002
71,logarithmic,100,20,3,8,19,6,4,52,51,0.004007009082120669,10941.180000000002
72,logarithmic,100,20,4,8,19,6,4,52,51,0.004186569124375615,11164.959999999995
73,logarithmic,100,20,5,8,19,6,4,52,51,0.004062688121527401,11034.559999999998
74,logarithmic,100,20,1,8,19,6,5,25,25,0.0326791443018817,21506.8
75,logarithmic,100,20,2,8,19,6,5,26,26,0.026421352207174422,18815.65
76,logarithmic,100,20,3,8,19,6,5,26,26,0.024781352122515407,18017.939999999995
77,logarithmic,100,20,4,8,19,6,5,26,26,0.025356305982468148,18313.720000000005
