,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,exponential,125,10,2,4,22,4,6,0,0,,10000.0
1,exponential,125,10,3,4,22,4,6,0,0,,10000.0
2,exponential,125,10,4,4,22,4,6,0,0,,10000.0
3,exponential,125,10,5,4,22,4,6,0,0,,10000.0
4,exponential,125,10,1,4,22,6,1,215,214,0.003975718071423043,20153.490000000027
5,exponential,125,10,2,4,22,6,1,197,196,0.00495616458213345,23619.930000000015
6,exponential,125,10,3,4,22,6,1,191,190,0.005216829331684245,24042.30000000001
7,exponential,125,10,4,4,22,6,1,190,190,0.00477943646771759,22007.46
8,exponential,125,10,5,4,22,6,1,189,189,0.005446363999919243,24919.16000000002
9,exponential,125,10,1,4,22,6,2,159,158,0.004970160083104007,19857.629999999983
10,exponential,125,10,2,4,22,6,2,146,145,0.006339803890694663,22735.43999999999
11,exponential,125,10,3,4,22,6,2,140,139,0.006475025292418612,22215.249999999993
12,exponential,125,10,4,4,22,6,2,138,138,0.0059371951405471505,20596.80999999998
13,exponential,125,10,5,4,22,6,2,137,137,0.00636264142324908,21717.729999999992
14,exponential,125,10,1,4,22,6,3,53,53,-0.007763738164568504,6057.0500000000075
15,exponential,125,10,2,4,22,6,3,52,52,0.0013578897846215111,10291.420000000004
16,exponential,125,10,3,4,22,6,3,51,51,0.0013016790369302256,10252.600000000002
17,exponential,125,10,4,4,22,6,3,50,50,0.001979218318083114,10564.459999999995
18,exponential,125,10,5,4,22,6,3,49,49,0.0035101238305046416,11471.890000000001
19,exponential,125,10,1,4,22,6,4,9,9,0.004447406130476121,9676.92
20,exponential,125,10,2,4,22,6,4,10,10,0.02219612539575026,12275.789999999999
21,exponential,125,10,3,4,22,6,4,10,10,0.021244178492728322,12137.51
22,exponential,125,10,4,4,22,6,4,10,10,0.02266362490862612,12319.44
23,exponential,125,10,5,4,22,6,4,10,10,0.027308740464554337,12895.66
24,exponential,125,10,1,4,22,6,5,1,1,0.043811303129378774,10436.17
25,exponential,125,10,2,4,22,6,5,1,1,0.043811303129378774,10436.17
26,exponential,125,10,3,4,22,6,5,1,1,-0.010649229332087815,9893.98
27,exponential,125,10,4,4,22,6,5,1,1,-0.010649229332087815,9893.98
28,exponential,125,10,5,4,22,6,5,1,1,0.01373190098085006,10136.71
29,exponential,125,10,1,4,22,6,6,0,0,,10000.0
30,exponential,125,10,2,4,22,6,6,0,0,,10000.0
31,exponential,125,10,3,4,22,6,6,0,0,,10000.0
32,exponential,125,10,4,4,22,6,6,0,0,,10000.0
33,exponential,125,10,5,4,22,6,6,0,0,,10000.0
34,exponential,125,10,1,4,22,8,1,200,199,0.004457010470672427,21506.830000000013
35,exponential,125,10,2,4,22,8,1,177,176,0.005029131761815759,21743.399999999998
36,exponential,125,10,3,4,22,8,1,171,170,0.005530987543332226,22873.959999999974
37,exponential,125,10,4,4,22,8,1,169,169,0.005154098981157133,21222.86000000001
38,exponential,125,10,5,4,22,8,1,169,169,0.005741507286979571,23424.60999999999
39,exponential,125,10,1,4,22,8,2,147,146,0.003866167244594354,15910.789999999994
40,exponential,125,10,2,4,22,8,2,133,132,0.0038063501519902524,15029.999999999985
41,exponential,125,10,3,4,22,8,2,129,128,0.003232353082911386,13715.870000000003
42,exponential,125,10,4,4,22,8,2,125,125,0.002719702073019854,12792.389999999994
43,exponential,125,10,5,4,22,8,2,124,124,0.00320956496446454,13600.78
44,exponential,125,10,1,4,22,8,3,67,67,0.006511751402682755,14909.630000000023
45,exponential,125,10,2,4,22,8,3,60,60,0.005874129518230474,13614.150000000014
46,exponential,125,10,3,4,22,8,3,59,59,0.005806691417638321,13599.690000000019
47,exponential,125,10,4,4,22,8,3,59,59,0.006912909058196071,14518.850000000013
48,exponential,125,10,5,4,22,8,3,59,59,0.007198052481407031,14721.130000000017
49,exponential,125,10,1,4,22,8,4,16,16,0.032476514021526126,16437.800000000003
50,exponential,125,10,2,4,22,8,4,16,16,0.025988838683660136,14866.580000000004
51,exponential,125,10,3,4,22,8,4,16,16,0.025549458926534197,14767.500000000007
52,exponential,125,10,4,4,22,8,4,16,16,0.02274379452482947,14130.830000000004
53,exponential,125,10,5,4,22,8,4,16,16,0.024214238021237768,14453.920000000002
54,exponential,125,10,1,4,22,8,5,4,4,0.0023501545535916726,10027.720000000001
55,exponential,125,10,2,4,22,8,5,4,4,-0.003928383188457802,9777.95
56,exponential,125,10,3,4,22,8,5,4,4,-0.0009415201464817776,9930.37
57,exponential,125,10,4,4,22,8,5,4,4,-0.006199577715931219,9734.669999999996
58,exponential,125,10,5,4,22,8,5,4,4,-0.009494194646911806,9596.609999999995
59,exponential,125,10,1,4,22,8,6,0,0,,10000.0
60,exponential,125,10,2,4,22,8,6,0,0,,10000.0
61,exponential,125,10,3,4,22,8,6,0,0,,10000.0
62,exponential,125,10,4,4,22,8,6,0,0,,10000.0
63,exponential,125,10,5,4,22,8,6,0,0,,10000.0
64,exponential,125,10,1,4,22,10,1,188,187,0.004275033144345118,19697.719999999983
65,exponential,125,10,2,4,22,10,1,169,168,0.004688280280421577,19660.389999999996
66,exponential,125,10,3,4,22,10,1,162,161,0.005197088711605172,20477.750000000004
67,exponential,125,10,4,4,22,10,1,160,160,0.004804211243776373,19037.27
68,exponential,125,10,5,4,22,10,1,160,160,0.005422758289935279,21050.829999999994
69,exponential,125,10,1,4,22,10,2,145,144,0.0031841166912955168,14376.349999999984
70,exponential,125,10,2,4,22,10,2,131,130,0.003031884487597958,13431.879999999986
71,exponential,125,10,3,4,22,10,2,128,127,0.002751674129163595,12857.559999999998
72,exponential,125,10,4,4,22,10,2,123,123,0.0021614311038586054,11880.880000000006
73,exponential,125,10,5,4,22,10,2,122,122,0.0026800061286675787,12649.659999999987
74,exponential,125,10,1,4,22,10,3,68,68,0.0005639373559454274,9471.990000000016
75,exponential,125,10,2,4,22,10,3,62,62,0.000333998765787151,9205.350000000008
76,exponential,125,10,3,4,22,10,3,61,61,0.000508304102503492,9330.260000000006
77,exponential,125,10,4,4,22,10,3,60,60,0.0049076873423470465,12964.15000000001
78,exponential,125,10,5,4,22,10,3,60,60,0.005162229200121543,13175.440000000015
79,exponential,125,10,1,4,22,10,4,16,16,0.013771198331817213,12258.44
80,exponential,125,10,2,4,22,10,4,16,16,0.01959565379347063,13420.489999999996
81,exponential,125,10,3,4,22,10,4,16,16,0.018619202169625437,13199.050000000001
82,exponential,125,10,4,4,22,10,4,15,15,0.02162297412639897,13606.189999999995
83,exponential,125,10,5,4,22,10,4,15,15,0.024520995332125428,14170.089999999998
84,exponential,125,10,1,4,22,10,5,4,4,-0.010945392049168211,9564.41
85,exponential,125,10,2,4,22,10,5,4,4,-0.019226142323662793,9246.359999999999
86,exponential,125,10,3,4,22,10,5,3,3,-0.02408802122918972,9288.519999999999
87,exponential,125,10,4,4,22,10,5,3,3,-0.03607470269422857,8933.059999999998
88,exponential,125,10,5,4,22,10,5,3,3,-0.04046752526886935,8809.98
89,exponential,125,10,1,4,22,10,6,0,0,,10000.0
90,exponential,125,10,2,4,22,10,6,0,0,,10000.0
91,exponential,125,10,3,4,22,10,6,0,0,,10000.0
92,exponential,125,10,4,4,22,10,6,0,0,,10000.0
93,exponential,125,10,5,4,22,10,6,0,0,,10000.0
94,exponential,125,10,1,4,22,12,1,176,175,0.004510867880306384,19901.480000000003
95,exponential,125,10,2,4,22,12,1,159,158,0.005098534117848765,20237.96999999998
96,exponential,125,10,3,4,22,12,1,151,150,0.005501381935999382,20599.81
97,exponential,125,10,4,4,22,12,1,149,149,0.005058990372177118,19094.869999999984
98,exponential,125,10,5,4,22,12,1,149,149,0.005612154603781192,20721.13999999998
99,exponential,125,10,1,4,22,12,2,145,144,0.004401941965395635,17091.41499999998
100,exponential,125,10,2,4,22,12,2,130,129,0.0043994997678946345,15981.789999999994
101,exponential,125,10,3,4,22,12,2,125,124,0.004484432554948779,15857.390000000007
102,exponential,125,10,4,4,22,12,2,121,121,0.003646020198633409,14156.794999999987
