,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,logarithmic,125,40,2,8,10,4,6,2,2,0.14187053529360757,12931.9
1,logarithmic,125,40,3,8,10,4,6,2,2,0.15737951990863552,13293.840000000002
2,logarithmic,125,40,4,8,10,4,6,2,2,0.14933162901107766,13133.470000000003
3,logarithmic,125,40,5,8,10,4,6,2,2,0.11015798925078966,12200.910000000002
4,logarithmic,125,40,1,8,10,6,1,190,189,0.0034884236400137764,16048.505400000024
5,logarithmic,125,40,2,8,10,6,1,191,190,0.0033640567622537543,15605.240600000016
6,logarithmic,125,40,3,8,10,6,1,192,191,0.004075124612332172,18188.039800000013
7,logarithmic,125,40,4,8,10,6,1,194,193,0.003868418032529398,17539.12000000002
8,logarithmic,125,40,5,8,10,6,1,195,194,0.003533972150147446,16452.710300000028
9,logarithmic,125,40,1,8,10,6,2,178,177,0.0045231251211297445,18200.504999999997
10,logarithmic,125,40,2,8,10,6,2,178,177,0.004237826592954566,17236.405000000013
11,logarithmic,125,40,3,8,10,6,2,179,178,0.004848049478032559,19430.565000000002
12,logarithmic,125,40,4,8,10,6,2,181,180,0.004426931396097821,18201.555
13,logarithmic,125,40,5,8,10,6,2,181,180,0.00413175880600827,17255.605000000025
14,logarithmic,125,40,1,8,10,6,3,92,91,0.00819684393762022,16950.099999999995
15,logarithmic,125,40,2,8,10,6,3,93,92,0.007121470788150449,15362.879999999994
16,logarithmic,125,40,3,8,10,6,3,93,92,0.007825212115044385,16520.050000000014
17,logarithmic,125,40,4,8,10,6,3,93,92,0.007425887264081088,15878.07
18,logarithmic,125,40,5,8,10,6,3,93,92,0.007111589589010876,15322.510000000013
19,logarithmic,125,40,1,8,10,6,4,29,28,0.0027984768322756276,8796.619999999988
20,logarithmic,125,40,2,8,10,6,4,30,29,0.0035226520187703653,8890.379999999992
21,logarithmic,125,40,3,8,10,6,4,30,29,0.007011042104074383,10041.449999999997
22,logarithmic,125,40,4,8,10,6,4,30,29,0.005899218818761513,9716.849999999997
23,logarithmic,125,40,5,8,10,6,4,30,29,0.003320199779799574,8969.66
24,logarithmic,125,40,1,8,10,6,5,7,6,0.13899630952618272,17195.480000000007
25,logarithmic,125,40,2,8,10,6,5,7,6,0.14195786003561933,17443.23000000001
26,logarithmic,125,40,3,8,10,6,5,7,6,0.15004766264503125,18297.170000000006
27,logarithmic,125,40,4,8,10,6,5,7,6,0.141625872305963,17381.750000000007
28,logarithmic,125,40,5,8,10,6,5,7,6,0.12859341788343343,16088.450000000012
29,logarithmic,125,40,1,8,10,6,6,1,1,1.804708606715554,27955.839999999997
30,logarithmic,125,40,2,8,10,6,6,1,1,1.804708606715554,27955.839999999997
31,logarithmic,125,40,3,8,10,6,6,1,1,1.804708606715554,27955.839999999997
32,logarithmic,125,40,4,8,10,6,6,1,1,1.804708606715554,27955.839999999997
33,logarithmic,125,40,5,8,10,6,6,1,1,1.804708606715554,27955.839999999997
