,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,exponential,50,30,2,2,19,4,2,124,124,0.0075005324844832745,23010.21000000001
1,exponential,50,30,3,2,19,4,2,123,123,0.009167792426662642,27918.660000000014
2,exponential,50,30,4,2,19,4,2,121,120,0.010200470948922506,28960.34999999998
3,exponential,50,30,5,2,19,4,2,120,119,0.009637858944947465,26800.16
4,exponential,50,30,1,2,19,4,3,33,33,0.030043460317827248,24708.05999999999
5,exponential,50,30,2,2,19,4,3,32,32,0.02702266746039525,21290.84
6,exponential,50,30,3,2,19,4,3,32,32,0.02972058141476997,23231.11
7,exponential,50,30,4,2,19,4,3,32,31,0.03487917324548101,24657.249999999993
8,exponential,50,30,5,2,19,4,3,32,31,0.03601881118249524,25479.939999999995
9,exponential,50,30,1,2,19,4,4,5,5,0.01708692416094749,10821.38
10,exponential,50,30,2,2,19,4,4,5,5,0.021062735572451148,10957.909999999998
11,exponential,50,30,3,2,19,4,4,5,5,0.021835424889201073,11013.490000000002
12,exponential,50,30,4,2,19,4,4,5,5,0.014811150302540155,10615.01
13,exponential,50,30,5,2,19,4,4,5,5,0.016330872732564485,10749.960000000001
14,exponential,50,30,1,2,19,4,5,0,0,,10000.0
15,exponential,50,30,2,2,19,4,5,0,0,,10000.0
16,exponential,50,30,3,2,19,4,5,0,0,,10000.0
17,exponential,50,30,4,2,19,4,5,0,0,,10000.0
18,exponential,50,30,5,2,19,4,5,0,0,,10000.0
19,exponential,50,30,1,2,19,4,6,0,0,,10000.0
20,exponential,50,30,2,2,19,4,6,0,0,,10000.0
21,exponential,50,30,3,2,19,4,6,0,0,,10000.0
22,exponential,50,30,4,2,19,4,6,0,0,,10000.0
23,exponential,50,30,5,2,19,4,6,0,0,,10000.0
24,exponential,50,30,1,2,19,6,1,237,236,0.0030082124290422385,17541.18999999998
25,exponential,50,30,2,2,19,6,1,218,217,0.0032681243126081137,18053.84999999998
26,exponential,50,30,3,2,19,6,1,208,208,0.0036592001764820035,18771.16999999996
27,exponential,50,30,4,2,19,6,1,204,203,0.004077859657060804,18668.319999999967
28,exponential,50,30,5,2,19,6,1,203,202,0.0037874472769143207,17474.479999999992
29,exponential,50,30,1,2,19,6,2,144,143,0.0070729503750791775,24220.309999999998
30,exponential,50,30,2,2,19,6,2,130,130,0.008167926784815068,26476.14999999998
31,exponential,50,30,3,2,19,6,2,128,128,0.009165355531262192,29521.610000000008
32,exponential,50,30,4,2,19,6,2,125,124,0.01069139266661588,32218.529999999988
33,exponential,50,30,5,2,19,6,2,123,122,0.00963809003282819,27728.379999999997
34,exponential,50,30,1,2,19,6,3,32,32,0.0041114578824459295,10988.860000000006
35,exponential,50,30,2,2,19,6,3,32,32,-0.0035059224894770057,8595.200000000003
36,exponential,50,30,3,2,19,6,3,32,32,0.004542436759047683,11054.440000000004
37,exponential,50,30,4,2,19,6,3,33,32,0.014952725593828065,14635.140000000003
38,exponential,50,30,5,2,19,6,3,33,32,0.013961189516923973,14170.019999999999
39,exponential,50,30,1,2,19,6,4,9,9,0.07951829891550768,17737.51
40,exponential,50,30,2,2,19,6,4,9,9,0.07314147807169458,16844.369999999995
41,exponential,50,30,3,2,19,6,4,9,9,0.07562083914727331,17199.800000000003
42,exponential,50,30,4,2,19,6,4,9,9,0.07809088978331134,17560.86
43,exponential,50,30,5,2,19,6,4,9,9,0.08464670062370881,18378.64
44,exponential,50,30,1,2,19,6,5,1,1,0.5075733834743549,15053.359999999999
45,exponential,50,30,2,2,19,6,5,1,1,-0.015877990180716704,9841.92
46,exponential,50,30,3,2,19,6,5,1,1,-0.0329050454403009,9672.4
47,exponential,50,30,4,2,19,6,5,1,1,-0.0329050454403009,9672.4
48,exponential,50,30,5,2,19,6,5,1,1,-0.043873393920401155,9563.2
49,exponential,50,30,1,2,19,6,6,0,0,,10000.0
50,exponential,50,30,2,2,19,6,6,0,0,,10000.0
51,exponential,50,30,3,2,19,6,6,0,0,,10000.0
52,exponential,50,30,4,2,19,6,6,0,0,,10000.0
53,exponential,50,30,5,2,19,6,6,0,0,,10000.0
54,exponential,50,30,1,2,19,8,1,219,218,0.004036276227592516,20847.389999999978
55,exponential,50,30,2,2,19,8,1,202,201,0.003995616522669247,19824.29999999998
56,exponential,50,30,3,2,19,8,1,193,193,0.0045584194310741896,21129.15999999998
57,exponential,50,30,4,2,19,8,1,188,187,0.005047891863324696,20925.529999999962
58,exponential,50,30,5,2,19,8,1,187,186,0.004735847841854022,19674.009999999973
59,exponential,50,30,1,2,19,8,2,138,137,0.007686455512698601,24847.789999999994
60,exponential,50,30,2,2,19,8,2,130,130,0.008253442285546204,25909.019999999993
61,exponential,50,30,3,2,19,8,2,126,126,0.008894697021179048,26981.780000000024
62,exponential,50,30,4,2,19,8,2,124,123,0.010568916742744214,30301.7
63,exponential,50,30,5,2,19,8,2,122,121,0.009506382723786726,26101.119999999984
64,exponential,50,30,1,2,19,8,3,44,44,-0.006339821876255355,6818.470000000002
65,exponential,50,30,2,2,19,8,3,43,43,-0.0022445487593610466,8096.950000000003
66,exponential,50,30,3,2,19,8,3,41,41,-0.005237202555738997,7253.730000000001
67,exponential,50,30,4,2,19,8,3,42,41,0.007345259059135817,12065.97
68,exponential,50,30,5,2,19,8,3,41,40,0.006839254692982816,11727.110000000002
69,exponential,50,30,1,2,19,8,4,9,9,0.003918417826294404,10231.590000000004
70,exponential,50,30,2,2,19,8,4,9,9,0.018536396377082025,11715.010000000004
71,exponential,50,30,3,2,19,8,4,9,9,0.022469372050808414,12123.850000000002
72,exponential,50,30,4,2,19,8,4,9,9,0.02214626788591844,12032.990000000003
73,exponential,50,30,5,2,19,8,4,9,9,0.0269373986040645,12479.660000000002
74,exponential,50,30,1,2,19,8,5,3,3,0.03368213474663743,11009.480000000001
75,exponential,50,30,2,2,19,8,5,3,3,0.0319785678636006,10958.04
76,exponential,50,30,3,2,19,8,5,3,3,0.025642962031181587,10761.31
77,exponential,50,30,4,2,19,8,5,3,3,0.030020032828916538,10876.669999999998
78,exponential,50,30,5,2,19,8,5,3,3,0.03914945745649615,11146.46
79,exponential,50,30,1,2,19,8,6,0,0,,10000.0
80,exponential,50,30,2,2,19,8,6,0,0,,10000.0
81,exponential,50,30,3,2,19,8,6,0,0,,10000.0
82,exponential,50,30,4,2,19,8,6,0,0,,10000.0
83,exponential,50,30,5,2,19,8,6,0,0,,10000.0
84,exponential,50,30,1,2,19,10,1,203,202,0.004844925809166996,22773.28000000003
85,exponential,50,30,2,2,19,10,1,188,187,0.004903946842409369,22059.76999999997
86,exponential,50,30,3,2,19,10,1,178,178,0.005403038626759857,22681.429999999982
87,exponential,50,30,4,2,19,10,1,174,173,0.006013161020001103,22727.389999999974
88,exponential,50,30,5,2,19,10,1,174,173,0.005988513393458963,22700.54999999998
89,exponential,50,30,1,2,19,10,2,132,132,0.007812300710146382,25858.669999999984
90,exponential,50,30,2,2,19,10,2,124,124,0.007789044326874191,23996.56
91,exponential,50,30,3,2,19,10,2,121,121,0.008519446303306243,25567.349999999995
92,exponential,50,30,4,2,19,10,2,120,119,0.009849100603475614,27482.57999999998
93,exponential,50,30,5,2,19,10,2,120,119,0.009396697875988834,26053.479999999992
94,exponential,50,30,1,2,19,10,3,42,42,-0.008236317778644373,6409.21
95,exponential,50,30,2,2,19,10,3,40,40,-0.005901178724381099,7142.079999999997
96,exponential,50,30,3,2,19,10,3,40,40,-0.0060548697024067535,7103.979999999995
97,exponential,50,30,4,2,19,10,3,40,39,-0.0030647720731218505,7447.189999999997
98,exponential,50,30,5,2,19,10,3,39,38,-0.0037030544827371436,7296.259999999998
99,exponential,50,30,1,2,19,10,4,10,10,0.010936818093588648,10948.860000000006
100,exponential,50,30,2,2,19,10,4,10,10,0.007961595565339936,10648.190000000002
101,exponential,50,30,3,2,19,10,4,10,10,0.01080358948040203,10933.210000000001
102,exponential,50,30,4,2,19,10,4,10,9,0.018686277431231055,10730.6
103,exponential,50,30,5,2,19,10,4,10,9,0.018604757907305078,10722.279999999999
104,exponential,50,30,1,2,19,10,5,3,3,0.02827315577778537,10856.82
105,exponential,50,30,2,2,19,10,5,3,3,0.02346797095708053,10700.52
106,exponential,50,30,3,2,19,10,5,3,3,0.021759281112308567,10642.500000000002
107,exponential,50,30,4,2,19,10,5,3,3,0.01859260786707359,10548.02
108,exponential,50,30,5,2,19,10,5,3,3,0.010975646593970892,10318.12
109,exponential,50,30,1,2,19,10,6,1,0,,22165.03
110,exponential,50,30,2,2,19,10,6,1,0,,22165.03
111,exponential,50,30,3,2,19,10,6,1,0,,22165.03
112,exponential,50,30,4,2,19,10,6,1,0,,22165.03
113,exponential,50,30,5,2,19,10,6,1,0,,22165.03
114,exponential,50,30,1,2,19,12,1,193,192,0.004393341276059664,20437.85999999999
115,exponential,50,30,2,2,19,12,1,176,175,0.004658839276302435,20019.249999999993
116,exponential,50,30,3,2,19,12,1,166,166,0.005189903547103788,20595.10999999997
117,exponential,50,30,4,2,19,12,1,162,161,0.005768023700204235,20721.609999999968
118,exponential,50,30,5,2,19,12,1,162,161,0.0055648518489282124,20020.319999999978
119,exponential,50,30,1,2,19,12,2,121,121,0.0076844093512915415,23481.699999999986
120,exponential,50,30,2,2,19,12,2,114,114,0.0072818598725589,20984.630000000005
121,exponential,50,30,3,2,19,12,2,112,112,0.0085912811663824,23821.46999999999
122,exponential,50,30,4,2,19,12,2,111,110,0.010030537633390728,25706.110000000008
123,exponential,50,30,5,2,19,12,2,111,110,0.009726041018458005,24882.670000000013
124,exponential,50,30,1,2,19,12,3,47,47,-0.0009401656036004653,8618.320000000005
125,exponential,50,30,2,2,19,12,3,46,46,-0.001498831628615809,8288.460000000005
126,exponential,50,30,3,2,19,12,3,44,44,-0.005544362383688351,7030.150000000007
127,exponential,50,30,4,2,19,12,3,44,43,-0.0023454976238667857,7529.770000000003
128,exponential,50,30,5,2,19,12,3,44,43,-0.0007082359359346365,8047.050000000007
129,exponential,50,30,1,2,19,12,4,10,10,-0.015352687834013407,8522.460000000001
130,exponential,50,30,2,2,19,12,4,9,9,-0.02510893765013806,7921.909999999998
131,exponential,50,30,3,2,19,12,4,9,9,-0.0015656129106905294,9720.450000000003
132,exponential,50,30,4,2,19,12,4,9,8,0.0031379966595524696,9309.960000000003
133,exponential,50,30,5,2,19,12,4,9,8,0.006980414668922823,9616.2
134,exponential,50,30,1,2,19,12,5,1,1,-0.0021591839773657364,9978.54
135,exponential,50,30,2,2,19,12,5,1,1,-0.010795919886828893,9892.7
136,exponential,50,30,3,2,19,12,5,1,1,-0.0218896582532946,9782.44
137,exponential,50,30,4,2,19,12,5,1,1,-0.030898667262303666,9692.9
138,exponential,50,30,5,2,19,12,5,1,1,-0.030898667262303666,9692.9
139,exponential,50,30,1,2,19,12,6,0,0,,10000.0
140,exponential,50,30,2,2,19,12,6,0,0,,10000.0
141,exponential,50,30,3,2,19,12,6,0,0,,10000.0
142,exponential,50,30,4,2,19,12,6,0,0,,10000.0
143,exponential,50,30,5,2,19,12,6,0,0,,10000.0
144,exponential,50,30,1,2,19,14,1,182,181,0.0051420715858155755,22398.369999999984
145,exponential,50,30,2,2,19,14,1,167,166,0.005228775399816858,21168.57999999996
146,exponential,50,30,3,2,19,14,1,157,157,0.006139545120655166,22764.209999999985
147,exponential,50,30,4,2,19,14,1,153,152,0.00678519697138398,22916.239999999987
148,exponential,50,30,5,2,19,14,1,153,152,0.006626955401642072,22348.109999999986
149,exponential,50,30,1,2,19,14,2,112,112,-5.0569163024300715e-06,9079.729999999998
150,exponential,50,30,2,2,19,14,2,105,105,0.0010553362211785096,10043.070000000002
151,exponential,50,30,3,2,19,14,2,104,104,0.002872631795157039,12110.089999999993
152,exponential,50,30,4,2,19,14,2,104,103,0.004700681026103298,13580.26999999999
153,exponential,50,30,5,2,19,14,2,104,103,0.0043754904664664125,13161.529999999997
154,exponential,50,30,1,2,19,14,3,49,49,0.005759678070676831,12614.400000000003
155,exponential,50,30,2,2,19,14,3,48,48,0.0022129155684505884,10518.69
156,exponential,50,30,3,2,19,14,3,46,46,0.0007137009459221279,9821.700000000003
157,exponential,50,30,4,2,19,14,3,46,45,0.005503309410827674,11287.32
158,exponential,50,30,5,2,19,14,3,46,45,0.0058113772432380325,11490.020000000004
159,exponential,50,30,1,2,19,14,4,15,15,0.028138648099409653,14797.420000000004
160,exponential,50,30,2,2,19,14,4,14,14,0.027310722976330328,12559.460000000005
161,exponential,50,30,3,2,19,14,4,15,15,0.022660341106012873,13602.710000000003
162,exponential,50,30,4,2,19,14,4,15,14,0.02822755230506368,13277.410000000002
163,exponential,50,30,5,2,19,14,4,15,14,0.025253504999009864,12741.830000000004
164,exponential,50,30,1,2,19,14,5,2,2,0.1866631788356589,13702.72
165,exponential,50,30,2,2,19,14,5,2,2,0.18234481088092733,13584.4
166,exponential,50,30,3,2,19,14,5,2,2,0.17679794169769447,13432.419999999998
167,exponential,50,30,4,2,19,14,5,2,2,0.17229343719318993,13308.999999999998
168,exponential,50,30,5,2,19,14,5,2,2,0.17229343719318993,13308.999999999998
169,exponential,50,30,1,2,19,14,6,0,0,,10000.0
170,exponential,50,30,2,2,19,14,6,0,0,,10000.0
171,exponential,50,30,3,2,19,14,6,0,0,,10000.0
172,exponential,50,30,4,2,19,14,6,0,0,,10000.0
