,avgType,windowSlow,windowFast,steepness,fast,slow,sig,delay,numBuy,numSell,avgEarn,value
0,exponential,100,10,2,6,10,10,6,0,0,,10000.0
1,exponential,100,10,3,6,10,10,6,0,0,,10000.0
2,exponential,100,10,4,6,10,10,6,0,0,,10000.0
3,exponential,100,10,5,6,10,10,6,0,0,,10000.0
4,exponential,100,10,1,6,10,12,1,221,220,0.0045548675080170605,24146.140000000025
5,exponential,100,10,2,6,10,12,1,209,208,0.004569893714584409,23104.799999999985
6,exponential,100,10,3,6,10,12,1,200,199,0.005003012362473969,24331.88000000002
7,exponential,100,10,4,6,10,12,1,198,197,0.005001493773232384,23852.940000000002
8,exponential,100,10,5,6,10,12,1,196,195,0.00488412800624872,23031.54000000002
9,exponential,100,10,1,6,10,12,2,172,171,0.00419655362511841,18504.289999999997
10,exponential,100,10,2,6,10,12,2,161,160,0.003133488618664291,15084.204999999998
11,exponential,100,10,3,6,10,12,2,154,153,0.00491198878191904,19253.430000000004
12,exponential,100,10,4,6,10,12,2,153,152,0.004865025795577324,18911.945000000003
13,exponential,100,10,5,6,10,12,2,153,152,0.004992056719395075,19238.630000000016
14,exponential,100,10,1,6,10,12,3,77,77,0.0009983860133669985,10150.759999999997
15,exponential,100,10,2,6,10,12,3,77,77,0.0015843552782910627,10605.899999999996
16,exponential,100,10,3,6,10,12,3,74,74,0.004428390743455833,13037.340000000004
17,exponential,100,10,4,6,10,12,3,73,73,0.003105740590899885,11759.59999999999
18,exponential,100,10,5,6,10,12,3,73,73,0.0033633067104456562,11999.079999999994
19,exponential,100,10,1,6,10,12,4,22,22,0.009217473623318439,11959.449999999999
20,exponential,100,10,2,6,10,12,4,21,21,0.014438451746993444,13166.880000000005
21,exponential,100,10,3,6,10,12,4,21,21,0.013905680073725599,12996.05
22,exponential,100,10,4,6,10,12,4,21,21,0.013675840108918683,12964.87
23,exponential,100,10,5,6,10,12,4,21,21,0.012757280326709123,12655.270000000008
24,exponential,100,10,1,6,10,12,5,4,4,-0.04022152991180216,7302.45
25,exponential,100,10,2,6,10,12,5,4,4,0.0765747986833659,13274.51
26,exponential,100,10,3,6,10,12,5,4,4,0.07206413363111476,13038.280000000002
27,exponential,100,10,4,6,10,12,5,4,4,0.07206413363111476,13038.280000000002
28,exponential,100,10,5,6,10,12,5,4,4,0.06981188137886249,12930.800000000001
29,exponential,100,10,1,6,10,12,6,1,1,0.4873899417997313,14833.679999999998
30,exponential,100,10,2,6,10,12,6,1,1,-0.008655424563497958,9914.16
31,exponential,100,10,3,6,10,12,6,1,1,-0.019773168183853197,9803.9
32,exponential,100,10,4,6,10,12,6,1,1,-0.019773168183853197,9803.9
33,exponential,100,10,5,6,10,12,6,1,1,-0.028801671392329604,9714.359999999999
34,exponential,100,10,1,6,10,14,1,217,216,0.0046942019349694155,24527.309999999998
35,exponential,100,10,2,6,10,14,1,203,202,0.00490797073537367,24277.780000000006
36,exponential,100,10,3,6,10,14,1,195,194,0.005177770209082632,24676.079999999984
37,exponential,100,10,4,6,10,14,1,193,192,0.00522424689927248,24459.449999999997
38,exponential,100,10,5,6,10,14,1,192,191,0.005190746106094336,24169.649999999994
39,exponential,100,10,1,6,10,14,2,171,170,0.004454664568275577,19346.145000000004
40,exponential,100,10,2,6,10,14,2,161,160,0.0038754619352084777,16936.619999999963
41,exponential,100,10,3,6,10,14,2,156,155,0.005105251356398051,20048.52999999997
42,exponential,100,10,4,6,10,14,2,155,154,0.004979196007187044,19452.299999999996
43,exponential,100,10,5,6,10,14,2,155,154,0.005047356279552744,19593.19
44,exponential,100,10,1,6,10,14,3,83,83,0.0011859108762995025,10304.350000000004
45,exponential,100,10,2,6,10,14,3,79,79,0.0017646723574735173,10706.77
46,exponential,100,10,3,6,10,14,3,76,76,0.0032809737613330213,11966.710000000003
47,exponential,100,10,4,6,10,14,3,75,75,0.0022729699392830807,10988.389999999996
48,exponential,100,10,5,6,10,14,3,75,75,0.0025236757642412124,11178.960000000014
49,exponential,100,10,1,6,10,14,4,26,26,0.007998421612551227,11966.119999999999
50,exponential,100,10,2,6,10,14,4,26,26,0.010999758827515665,12878.000000000002
51,exponential,100,10,3,6,10,14,4,27,27,0.015740384023457937,14722.410000000002
