,avgType,windowSlow,windowFast,steepness,stdev,numSell,exposure,drawdown,winLoss,value,zzz
0,simple,50,10,0,1.0,64,0.2861028684470821,-0.08257487198754918,3.5714285714285716,21101.8858,simple-50-10-0-1.0
1,simple,50,10,0,1.2,66,0.29475766567754697,-0.0778971281985406,4.076923076923077,23668.23650000002,simple-50-10-0-1.2
2,simple,50,10,0,1.4,67,0.2959940652818991,-0.08153817543614954,3.7857142857142856,23522.026500000007,simple-50-10-0-1.4
3,simple,50,10,0,1.6,69,0.30390702274975273,-0.07777303547739063,4.3076923076923075,24983.01690000001,simple-50-10-0-1.6
4,simple,50,10,0,1.8,69,0.30415430267062316,-0.07785556240391073,4.3076923076923075,25635.95710000003,simple-50-10-0-1.8
5,simple,50,20,0,1.0,70,0.3254203758654797,-0.12661422513335432,5.363636363636363,25442.947000000022,simple-50-20-0-1.0
6,simple,50,20,0,1.2,71,0.3301186943620178,-0.1263533529443946,5.454545454545454,25774.6271,simple-50-20-0-1.2
7,simple,50,20,0,1.4,71,0.3301186943620178,-0.1263533529443946,5.454545454545454,25774.6271,simple-50-20-0-1.4
8,simple,50,20,0,1.6,73,0.33926805143422356,-0.12585484232186836,5.636363636363637,27643.19760000001,simple-50-20-0-1.6
9,simple,50,20,0,1.8,73,0.339515331355094,-0.12585484232186836,5.636363636363637,27278.26750000002,simple-50-20-0-1.8
10,simple,50,30,0,1.0,74,0.3182492581602374,-0.1302864521260526,3.3529411764705883,21530.100000000006,simple-50-30-0-1.0
11,simple,50,30,0,1.2,77,0.33283877349159247,-0.13036534105362577,3.5294117647058822,22594.030800000022,simple-50-30-0-1.2
12,simple,50,30,0,1.4,77,0.3330860534124629,-0.13036534105362577,3.5294117647058822,22869.524300000023,simple-50-30-0-1.4
13,simple,50,30,0,1.6,77,0.3330860534124629,-0.13036534105362577,3.5294117647058822,22869.524300000023,simple-50-30-0-1.6
14,simple,50,30,0,1.8,77,0.3330860534124629,-0.13036534105362577,3.5294117647058822,22869.524300000023,simple-50-30-0-1.8
15,simple,50,40,0,1.0,77,0.32888229475766567,-0.12995130673755131,4.5,23897.356700000015,simple-50-40-0-1.0
16,simple,50,40,0,1.2,78,0.33160237388724034,-0.13016585060968144,4.571428571428571,24601.626900000014,simple-50-40-0-1.2
17,simple,50,40,0,1.4,79,0.33382789317507416,-0.12999287755351038,4.642857142857143,25283.717100000023,simple-50-40-0-1.4
18,simple,50,40,0,1.6,80,0.33555885262116714,-0.12972055311350394,4.714285714285714,25610.787200000017,simple-50-40-0-1.6
19,simple,50,40,0,1.8,81,0.3387734915924827,-0.13006417126450445,4.785714285714286,27085.97760000001,simple-50-40-0-1.8
20,simple,75,10,0,1.0,64,0.27967359050445106,-0.0931714594760739,3.5714285714285716,21202.59400000002,simple-75-10-0-1.0
21,simple,75,10,0,1.2,65,0.2851137487636004,-0.09362093282718074,3.3333333333333335,19682.47650000002,simple-75-10-0-1.2
22,simple,75,10,0,1.4,67,0.2880811078140455,-0.15572275563716723,2.9411764705882355,18388.4825,simple-75-10-0-1.4
23,simple,75,10,0,1.6,69,0.2969831849653808,-0.15027377365707661,3.6,21127.774000000012,simple-75-10-0-1.6
24,simple,75,10,0,1.8,70,0.3004451038575668,-0.25329186942332876,3.6666666666666665,18775.689500000004,simple-75-10-0-1.8
25,simple,75,20,0,1.0,69,0.31775469831849656,-0.14015913487092233,4.75,20509.2863,simple-75-20-0-1.0
26,simple,75,20,0,1.2,71,0.3229475766567755,-0.13075474643542465,4.916666666666667,21876.28070000001,simple-75-20-0-1.2
27,simple,75,20,0,1.4,72,0.3283877349159248,-0.1266746807326477,5.0,23306.03510000001,simple-75-20-0-1.4
28,simple,75,20,0,1.6,73,0.3323442136498516,-0.12070774779679483,5.083333333333333,23748.6587,simple-75-20-0-1.6
29,simple,75,20,0,1.8,75,0.3363006923837784,-0.12070774779679483,4.769230769230769,24851.45310000003,simple-75-20-0-1.8
30,simple,75,30,0,1.0,62,0.27621167161226506,-0.3009704719054803,3.1333333333333333,13646.010899999997,simple-75-30-0-1.0
31,simple,75,30,0,1.2,62,0.27794263105835804,-0.2576009383438834,3.1333333333333333,14721.861700000014,simple-75-30-0-1.2
32,simple,75,30,0,1.4,64,0.283135509396637,-0.25679587492831674,3.2666666666666666,17583.124000000014,simple-75-30-0-1.4
33,simple,75,30,0,1.6,65,0.28461918892185956,-0.2688983445782011,3.3333333333333335,15575.942400000016,simple-75-30-0-1.6
34,simple,75,30,0,1.8,65,0.28560830860534125,-0.2701152622806555,3.3333333333333335,15878.326000000017,simple-75-30-0-1.8
35,simple,75,40,0,1.0,63,0.2838773491592483,-0.257580761523046,4.25,17367.38400000001,simple-75-40-0-1.0
36,simple,75,40,0,1.2,64,0.28635014836795253,-0.25737595566729937,4.333333333333333,16012.829600000001,simple-75-40-0-1.2
