,avgType,windowSlow,windowFast,steepness,stdev,numSell,exposure,drawdown,winLoss,value,zzz
91,logarithmic,100,20,2,1.8,81,0.398862512363996,-0.1241144289608308,5.75,29894.70999999999,logarithmic-100-20-2-1.8
86,logarithmic,100,20,2,1.6,79,0.3944114737883284,-0.1163631146867147,6.181818181818182,29835.229999999992,logarithmic-100-20-2-1.6
87,logarithmic,100,20,3,1.6,77,0.388971315529179,-0.1163631146867147,6.7,29690.430000000004,logarithmic-100-20-3-1.6
111,logarithmic,75,20,2,1.6,71,0.3632542037586548,-0.1162524319270969,7.875,29320.009999999984,logarithmic-75-20-2-1.6
20,logarithmic,175,20,1,1.6,87,0.4406528189910979,-0.1400165400482994,6.25,29107.15,logarithmic-175-20-1-1.6
82,logarithmic,100,20,3,1.4,77,0.3879821958456973,-0.1163647072927333,6.0,29091.77000000001,logarithmic-100-20-3-1.4
116,logarithmic,75,20,2,1.8,72,0.3644906033630069,-0.1240111366318908,7.0,29037.489999999983,logarithmic-75-20-2-1.8
112,logarithmic,75,20,3,1.6,71,0.3464391691394659,-0.1241981775307559,7.875,28941.060000000016,logarithmic-75-20-3-1.6
118,logarithmic,75,20,4,1.8,70,0.345944609297725,-0.1238926336926908,7.75,28843.31000000001,logarithmic-75-20-4-1.8
92,logarithmic,100,20,3,1.8,80,0.3966369930761622,-0.1240882242678762,5.666666666666667,28807.770000000004,logarithmic-100-20-3-1.8
25,logarithmic,175,20,1,1.8,87,0.4428783382789317,-0.1400165400482994,6.25,28781.050000000003,logarithmic-175-20-1-1.8
7,logarithmic,150,20,3,1.8,81,0.4164193867457962,-0.097086333536851,6.363636363636363,28631.359999999982,logarithmic-150-20-3-1.8
117,logarithmic,75,20,3,1.8,71,0.3486646884272997,-0.1241981775307559,7.875,28612.41000000001,logarithmic-75-20-3-1.8
28,logarithmic,175,20,4,1.8,82,0.4191394658753709,-0.0971252134846586,6.454545454545454,28554.89999999999,logarithmic-175-20-4-1.8
21,logarithmic,175,20,2,1.6,86,0.4362017804154303,-0.1398452926519229,5.615384615384615,28517.85,logarithmic-175-20-2-1.6
15,logarithmic,175,20,1,1.4,86,0.4376854599406528,-0.1400165400482994,6.166666666666667,28475.41,logarithmic-175-20-1-1.4
81,logarithmic,100,20,2,1.4,79,0.390702274975272,-0.1160837744637521,5.076923076923077,28471.069999999985,logarithmic-100-20-2-1.4
26,logarithmic,175,20,2,1.8,86,0.4384272997032641,-0.1398452926519229,5.615384615384615,28215.110000000008,logarithmic-175-20-2-1.8
29,logarithmic,175,20,5,1.8,80,0.4149357072205737,-0.0970569147624701,6.2727272727272725,28007.56000000001,logarithmic-175-20-5-1.8
23,logarithmic,175,20,4,1.6,82,0.4151829871414441,-0.124003668150192,5.833333333333333,28007.169999999995,logarithmic-175-20-4-1.6
18,logarithmic,175,20,4,1.4,80,0.4107319485657764,-0.1165432193901369,6.2727272727272725,27974.98000000001,logarithmic-175-20-4-1.4
13,logarithmic,175,20,4,1.2,80,0.4107319485657764,-0.1165432193901369,6.2727272727272725,27974.98000000001,logarithmic-175-20-4-1.2
115,simple,175,40,0,1.0,84,0.4085064292779426,-0.1624214632598157,4.25,27969.61,simple-175-40-0-1.0
16,logarithmic,175,20,2,1.4,85,0.4329871414441147,-0.1398452926519229,5.538461538461538,27817.459999999995,logarithmic-175-20-2-1.4
2,logarithmic,150,20,3,1.6,81,0.4146884272997033,-0.1239540285563868,5.75,27781.249999999996,logarithmic-150-20-3-1.6
107,logarithmic,75,20,3,1.4,70,0.3434718100890208,-0.1165707332749352,7.75,27724.94,logarithmic-75-20-3-1.4
37,logarithmic,150,20,3,1.4,79,0.4102373887240356,-0.1160957182125478,6.181818181818182,27707.080000000005,logarithmic-150-20-3-1.4
106,logarithmic,75,20,2,1.4,71,0.3605341246290801,-0.1165087787867946,6.888888888888889,27697.79000000001,logarithmic-75-20-2-1.4
119,logarithmic,75,20,5,1.8,69,0.344213649851632,-0.1238926336926908,7.625,27655.35000000002,logarithmic-75-20-5-1.8
88,logarithmic,100,20,4,1.6,75,0.3778437190900099,-0.1162288106976428,5.818181818181818,27563.29,logarithmic-100-20-4-1.6
113,logarithmic,75,20,4,1.6,69,0.3429772502472799,-0.1241981775307559,7.625,27510.05000000001,logarithmic-75-20-4-1.6
24,logarithmic,175,20,5,1.6,80,0.4109792284866468,-0.1238697390757264,5.666666666666667,27479.140000000007,logarithmic-175-20-5-1.6
19,logarithmic,175,20,5,1.4,78,0.4065281899109792,-0.1163575824159464,6.090909090909091,27428.209999999992,logarithmic-175-20-5-1.4
14,logarithmic,175,20,5,1.2,78,0.4065281899109792,-0.1163575824159464,6.090909090909091,27428.209999999992,logarithmic-175-20-5-1.2
22,logarithmic,125,20,3,1.6,79,0.4052917903066271,-0.116409175938218,6.181818181818182,27327.36999999997,logarithmic-125-20-3-1.6
5,logarithmic,150,20,1,1.8,85,0.428536102868447,-0.1398452926519229,5.538461538461538,27207.28,logarithmic-150-20-1-1.8
8,logarithmic,150,20,4,1.8,80,0.4127101879327398,-0.0968408428764167,6.2727272727272725,27098.229999999978,logarithmic-150-20-4-1.8
27,logarithmic,125,20,3,1.8,80,0.4065281899109792,-0.1241644125846365,5.666666666666667,27093.039999999983,logarithmic-125-20-3-1.8
83,logarithmic,100,20,4,1.4,74,0.3748763600395647,-0.1162240888455126,5.727272727272728,27080.26999999999,logarithmic-100-20-4-1.4
6,logarithmic,150,20,2,1.8,87,0.4451038575667655,-0.1398452926519229,5.6923076923076925,26804.83,logarithmic-150-20-2-1.8
23,logarithmic,125,20,4,1.6,77,0.3840257171117705,-0.116409175938218,6.0,26782.339999999964,logarithmic-125-20-4-1.6
93,logarithmic,100,20,4,1.8,77,0.3837784371909001,-0.1236939105534345,5.416666666666667,26774.459999999977,logarithmic-100-20-4-1.8
10,logarithmic,175,20,1,1.2,85,0.4324925816023738,-0.1780240616824312,6.083333333333333,26673.20999999999,logarithmic-175-20-1-1.2
35,logarithmic,150,20,1,1.4,84,0.4255687438180019,-0.1398452926519229,5.461538461538462,26634.22,logarithmic-150-20-1-1.4
9,logarithmic,150,20,5,1.8,78,0.408753709198813,-0.0968315841840193,6.090909090909091,26568.90999999998,logarithmic-150-20-5-1.8
17,logarithmic,125,20,3,1.4,77,0.3993570722057369,-0.1162334616178136,6.0,26549.10999999999,logarithmic-125-20-3-1.4
108,logarithmic,75,20,4,1.4,68,0.3380316518298714,-0.1161366104705523,7.5,26544.750000000007,logarithmic-75-20-4-1.4
28,logarithmic,125,20,4,1.8,78,0.3852621167161226,-0.1241644125846365,5.5,26541.209999999992,logarithmic-125-20-4-1.8
32,logarithmic,150,20,3,1.2,78,0.4055390702274975,-0.1160957182125478,6.090909090909091,26414.13,logarithmic-150-20-3-1.2
0,logarithmic,150,20,1,1.6,85,0.4268051434223541,-0.1398452926519229,5.071428571428571,26384.31,logarithmic-150-20-1-1.6
27,logarithmic,175,20,3,1.8,83,0.4329871414441147,-0.1398452926519229,5.916666666666667,26366.49000000001,logarithmic-175-20-3-1.8
114,logarithmic,75,20,5,1.6,68,0.3412462908011869,-0.1241981775307559,7.5,26357.42000000001,logarithmic-75-20-5-1.6
36,logarithmic,150,20,2,1.4,86,0.4421364985163205,-0.1398452926519229,5.615384615384615,26291.67000000001,logarithmic-150-20-2-1.4
3,logarithmic,150,20,4,1.6,80,0.4109792284866468,-0.124110548279697,5.666666666666667,26278.65999999997,logarithmic-150-20-4-1.6
38,logarithmic,150,20,4,1.4,78,0.4065281899109792,-0.1160928795720619,6.090909090909091,26227.35999999998,logarithmic-150-20-4-1.4
26,logarithmic,125,20,2,1.8,83,0.4282888229475766,-0.1393391279013305,5.384615384615385,26114.35000000001,logarithmic-125-20-2-1.8
1,logarithmic,150,20,2,1.6,87,0.4433728981206726,-0.1398452926519229,5.214285714285714,26045.620000000014,logarithmic-150-20-2-1.6
18,logarithmic,125,20,4,1.4,75,0.3780909990108803,-0.1162334616178136,5.818181818181818,26033.77,logarithmic-125-20-4-1.4
101,logarithmic,75,20,2,1.2,69,0.3499010880316518,-0.1163323997905016,6.666666666666667,26029.629999999997,logarithmic-75-20-2-1.2
102,logarithmic,75,20,3,1.2,68,0.3318496538081107,-0.1164116469379991,7.5,25914.679999999997,logarithmic-75-20-3-1.2
21,logarithmic,125,20,2,1.6,81,0.4243323442136498,-0.1393391279013305,5.75,25863.9,logarithmic-125-20-2-1.6
22,logarithmic,175,20,3,1.6,83,0.4290306627101879,-0.1398452926519229,5.384615384615385,25842.560000000005,logarithmic-175-20-3-1.6
90,logarithmic,100,20,1,1.8,83,0.4265578635014836,-0.1257486564965904,4.533333333333333,25807.74000000001,logarithmic-100-20-1-1.8
4,logarithmic,150,20,5,1.6,78,0.40702274975272,-0.1241017108477915,5.5,25771.960000000006,logarithmic-150-20-5-1.6
39,logarithmic,150,20,5,1.4,76,0.4025717111770524,-0.1160740038981179,5.909090909090909,25727.09000000001,logarithmic-150-20-5-1.4
84,logarithmic,100,20,5,1.4,73,0.3714144411473788,-0.1165361159717704,5.636363636363637,25724.759999999995,logarithmic-100-20-5-1.4
84,simple,150,10,0,1.8,78,0.3926805143422354,-0.0807076247536078,5.5,25704.710000000003,simple-150-10-0-1.8
83,simple,150,10,0,1.6,78,0.3926805143422354,-0.0807076247536078,5.5,25704.710000000003,simple-150-10-0-1.6
17,logarithmic,175,20,3,1.4,82,0.4270524233432245,-0.1398452926519229,5.833333333333333,25695.79,logarithmic-175-20-3-1.4
10,logarithmic,50,20,1,1.6,72,0.3570722057368942,-0.1203068713449662,6.2,25626.67,logarithmic-50-20-1-1.6
5,logarithmic,50,20,1,1.4,72,0.3565776458951533,-0.1203068713449662,6.2,25473.27,logarithmic-50-20-1-1.4
94,logarithmic,100,20,5,1.8,76,0.3803165182987141,-0.1240533923128819,5.333333333333333,25453.25,logarithmic-100-20-5-1.8
109,logarithmic,75,20,5,1.4,67,0.3363006923837784,-0.1161366104705523,7.375,25449.13,logarithmic-75-20-5-1.4
15,logarithmic,50,20,1,1.8,73,0.3583086053412463,-0.126132851434605,5.636363636363637,25428.76000000001,logarithmic-50-20-1-1.8
89,logarithmic,100,20,5,1.6,74,0.3758654797230465,-0.1160374150711268,5.727272727272728,25423.7,logarithmic-100-20-5-1.6
24,logarithmic,125,20,5,1.6,76,0.3803165182987141,-0.1164520152019339,5.909090909090909,25386.67,logarithmic-125-20-5-1.6
104,simple,175,10,0,1.8,79,0.3879821958456973,-0.0801244046134152,5.076923076923077,25385.110000000022,simple-175-10-0-1.8
103,simple,175,10,0,1.6,79,0.3879821958456973,-0.0801244046134152,5.076923076923077,25385.110000000022,simple-175-10-0-1.6
102,simple,175,10,0,1.4,79,0.3879821958456973,-0.0801244046134152,5.076923076923077,25385.110000000022,simple-175-10-0-1.4
15,logarithmic,175,40,1,1.0,83,0.4136993076162216,-0.1926378119895264,3.882352941176471,25356.690000000017,logarithmic-175-40-1-1.0
9,logarithmic,175,20,5,1.0,77,0.3983679525222552,-0.1163886576823993,5.416666666666667,25331.95000000001,logarithmic-175-20-5-1.0
5,logarithmic,175,20,1,1.0,83,0.4228486646884273,-0.1606576831696457,5.916666666666667,25257.6,logarithmic-175-20-1-1.0
16,logarithmic,125,20,2,1.4,80,0.420375865479723,-0.1437821695639508,5.666666666666667,25241.48,logarithmic-125-20-2-1.4
17,logarithmic,50,20,3,1.8,70,0.3437190900098912,-0.1262787186632588,5.363636363636363,25193.58,logarithmic-50-20-3-1.8
18,logarithmic,50,20,4,1.8,70,0.3437190900098912,-0.1262787186632588,5.363636363636363,25193.58,logarithmic-50-20-4-1.8
29,logarithmic,125,20,5,1.8,77,0.3815529179030663,-0.1242001548564032,5.416666666666667,25144.77,logarithmic-125-20-5-1.8
8,logarithmic,175,20,4,1.0,78,0.398862512363996,-0.1166104002472756,5.5,25114.379999999983,logarithmic-175-20-4-1.0
19,logarithmic,125,20,5,1.4,75,0.3771018793273986,-0.1164537725804533,5.818181818181818,25096.81999999999,logarithmic-125-20-5-1.4
33,logarithmic,150,20,4,1.2,77,0.4018298714144411,-0.1160928795720619,6.0,24999.329999999976,logarithmic-150-20-4-1.2
19,logarithmic,50,20,5,1.8,70,0.3407517309594461,-0.1262787186632588,5.363636363636363,24977.61000000002,logarithmic-50-20-5-1.8
3,logarithmic,50,20,4,1.2,68,0.3370425321463897,-0.1178650344473755,5.8,24970.680000000008,logarithmic-50-20-4-1.2
8,logarithmic,50,20,4,1.4,69,0.3405044510385757,-0.1255799624255346,5.2727272727272725,24962.44,logarithmic-50-20-4-1.4
13,logarithmic,50,20,4,1.6,69,0.3405044510385757,-0.1255799624255346,5.2727272727272725,24962.44,logarithmic-50-20-4-1.6
12,logarithmic,50,20,3,1.6,69,0.3405044510385757,-0.1255799624255346,5.2727272727272725,24962.44,logarithmic-50-20-3-1.6
7,logarithmic,50,20,3,1.4,69,0.3405044510385757,-0.1255799624255346,5.2727272727272725,24962.44,logarithmic-50-20-3-1.4
103,logarithmic,75,20,4,1.2,66,0.326162215628091,-0.1164116469379991,7.25,24914.97000000001,logarithmic-75-20-4-1.2
11,logarithmic,175,20,2,1.2,83,0.4233432245301681,-0.1781583674544434,5.384615384615385,24888.58,logarithmic-175-20-2-1.2
