,avgType,windowSlow,windowFast,steepness,stdev,numSell,exposure,drawdown,winLoss,value,zzz
36,logarithmic,150,20,2,1.4,89,0.4787339268051434,-0.1794354428786504,3.238095238095238,37719.39400000002,logarithmic-150-20-2-1.4
25,logarithmic,150,20,1,1.0,89,0.4787339268051434,-0.1774339806093737,3.238095238095238,37591.580000000016,logarithmic-150-20-1-1.0
35,logarithmic,150,20,1,1.4,91,0.4871414441147378,-0.1980247350515245,3.333333333333333,37548.81000000003,logarithmic-150-20-1-1.4
5,logarithmic,150,20,1,1.8,92,0.4898615232443125,-0.238260062531855,3.380952380952381,37385.49000000003,logarithmic-150-20-1-1.8
37,logarithmic,150,20,3,1.4,86,0.4673590504451038,-0.1866467309781647,3.3,37294.01000000001,logarithmic-150-20-3-1.4
0,logarithmic,150,20,1,1.6,92,0.4893669634025717,-0.2484102510195482,3.380952380952381,36908.13000000003,logarithmic-150-20-1-1.6
16,logarithmic,175,20,2,1.4,91,0.4896142433234421,-0.2102136098774093,3.136363636363636,36888.520000000026,logarithmic-175-20-2-1.4
11,logarithmic,125,20,2,1.2,85,0.4522749752720079,-0.1778822897658912,3.0476190476190474,36816.51,logarithmic-125-20-2-1.2
20,logarithmic,175,20,1,1.6,90,0.4851632047477744,-0.2495338355551381,3.5,36764.53000000004,logarithmic-175-20-1-1.6
2,logarithmic,150,20,3,1.6,86,0.4685954500494559,-0.1983654026361303,3.3,36737.69999999999,logarithmic-150-20-3-1.6
26,logarithmic,150,20,2,1.0,87,0.4700791295746785,-0.1774339806093737,3.142857142857143,36627.10000000004,logarithmic-150-20-2-1.0
30,logarithmic,150,20,1,1.2,90,0.4841740850642927,-0.186334583889653,3.2857142857142856,36566.43000000002,logarithmic-150-20-1-1.2
12,logarithmic,125,20,3,1.2,85,0.4557368941641939,-0.1778822897658912,3.0476190476190474,36373.81999999999,logarithmic-125-20-3-1.2
21,logarithmic,175,20,2,1.6,92,0.4915924826904055,-0.2267741831585971,3.1818181818181817,36137.540000000015,logarithmic-175-20-2-1.6
17,logarithmic,175,20,3,1.4,89,0.4792284866468843,-0.1975413380444321,3.238095238095238,36133.36000000002,logarithmic-175-20-3-1.4
21,logarithmic,125,20,2,1.6,86,0.4554896142433234,-0.1795504606366685,3.095238095238096,36025.86600000002,logarithmic-125-20-2-1.6
5,logarithmic,175,20,1,1.0,88,0.4794757665677547,-0.1985181651571242,3.4,35907.86000000002,logarithmic-175-20-1-1.0
6,logarithmic,175,20,2,1.0,89,0.4841740850642927,-0.1776808056192763,3.0454545454545454,35874.14000000002,logarithmic-175-20-2-1.0
32,logarithmic,150,20,3,1.2,84,0.4631552917903066,-0.1774547395552679,3.2,35736.34000000002,logarithmic-150-20-3-1.2
16,logarithmic,125,20,2,1.4,86,0.455242334322453,-0.186728031384726,3.095238095238096,35725.13000000001,logarithmic-125-20-2-1.4
75,logarithmic,100,20,1,1.2,84,0.4409000989119683,-0.1775210107485428,3.2,35679.59000000004,logarithmic-100-20-1-1.2
22,logarithmic,125,20,3,1.6,86,0.4589515331355094,-0.1795504606366685,3.095238095238096,35662.99600000001,logarithmic-125-20-3-1.6
17,logarithmic,125,20,3,1.4,86,0.4584569732937685,-0.1801878443283719,3.095238095238096,35653.62000000001,logarithmic-125-20-3-1.4
18,logarithmic,175,20,4,1.4,86,0.4631552917903066,-0.1794376696506215,3.526315789473684,35555.497600000024,logarithmic-175-20-4-1.4
6,logarithmic,150,20,2,1.8,89,0.480217606330366,-0.2267122089263841,3.238095238095238,35520.87,logarithmic-150-20-2-1.8
10,logarithmic,175,20,1,1.2,88,0.4799703264094955,-0.2093377291703635,3.4,35481.56000000001,logarithmic-175-20-1-1.2
81,simple,150,10,0,1.2,79,0.4413946587537092,-0.1776493530803767,3.9375,35477.59000000001,simple-150-10-0-1.2
7,logarithmic,175,20,3,1.0,86,0.4723046488625124,-0.1776808056192763,3.095238095238096,35472.90000000001,logarithmic-175-20-3-1.0
15,logarithmic,125,20,1,1.4,89,0.4700791295746785,-0.1888161633966946,3.0454545454545454,35429.52000000002,logarithmic-125-20-1-1.4
7,logarithmic,150,20,3,1.8,86,0.4690900098911968,-0.2267122089263841,3.3,35411.439999999995,logarithmic-150-20-3-1.8
25,logarithmic,125,20,1,1.8,89,0.4747774480712166,-0.2670401275934753,3.238095238095238,35398.280000000035,logarithmic-125-20-1-1.8
85,logarithmic,100,20,1,1.6,86,0.4525222551928783,-0.1977304879677043,3.3,34953.62,logarithmic-100-20-1-1.6
80,logarithmic,100,20,1,1.4,86,0.450049455984174,-0.1865319106004674,3.3,34833.280000000006,logarithmic-100-20-1-1.4
34,logarithmic,150,20,5,1.2,82,0.4522749752720079,-0.1777171654161906,3.3157894736842106,34717.50000000001,logarithmic-150-20-5-1.2
82,simple,150,10,0,1.4,80,0.4446092977250247,-0.1863547119328813,4.0,34663.76000000002,simple-150-10-0-1.4
26,logarithmic,175,20,2,1.8,92,0.4920870425321464,-0.2579861284811568,3.1818181818181817,34629.42000000002,logarithmic-175-20-2-1.8
15,logarithmic,175,20,1,1.4,89,0.4826904055390702,-0.2594583177374034,3.45,34571.08,logarithmic-175-20-1-1.4
38,logarithmic,150,20,4,1.4,84,0.4574678536102868,-0.1866467309781647,3.421052631578948,34553.02000000002,logarithmic-150-20-4-1.4
1,logarithmic,150,20,2,1.6,89,0.4799703264094955,-0.2484102510195482,3.238095238095238,34551.720000000016,logarithmic-150-20-2-1.6
31,logarithmic,150,20,2,1.2,87,0.4745301681503462,-0.1798095953665834,3.142857142857143,34507.02000000001,logarithmic-150-20-2-1.2
27,logarithmic,125,20,3,1.8,86,0.4631552917903066,-0.1982831792975967,3.095238095238096,34362.360000000015,logarithmic-125-20-3-1.8
62,simple,125,10,0,1.4,78,0.4359545004945598,-0.1777831378293919,3.588235294117647,34354.02,simple-125-10-0-1.4
27,logarithmic,175,20,3,1.8,89,0.4807121661721068,-0.2383034012701051,3.238095238095238,34312.87000000003,logarithmic-175-20-3-1.8
11,logarithmic,175,20,2,1.2,89,0.4846686449060336,-0.1985181651571242,3.0454545454545454,34289.450000000004,logarithmic-175-20-2-1.2
27,logarithmic,150,20,3,1.0,84,0.458704253214639,-0.1809563732746459,3.2,34228.16,logarithmic-150-20-3-1.0
19,logarithmic,175,20,5,1.4,83,0.4530168150346192,-0.1794354428786504,3.3684210526315788,34135.10400000003,logarithmic-175-20-5-1.4
8,logarithmic,175,20,4,1.0,83,0.4564787339268051,-0.1776808056192763,3.3684210526315788,34121.30000000003,logarithmic-175-20-4-1.0
3,logarithmic,150,20,4,1.6,84,0.4579624134520277,-0.1975493487821084,3.421052631578948,34086.09,logarithmic-150-20-4-1.6
110,logarithmic,75,20,1,1.6,84,0.4134520276953511,-0.2125413163660312,3.0,34003.19000000002,logarithmic-75-20-1-1.6
20,logarithmic,125,20,1,1.6,89,0.4718100890207715,-0.2227909905348228,3.0454545454545454,33956.430000000015,logarithmic-125-20-1-1.6
25,logarithmic,175,20,1,1.8,90,0.4861523244312561,-0.3080995772482968,3.5,33878.03000000002,logarithmic-175-20-1-1.8
22,logarithmic,175,20,3,1.6,89,0.480217606330366,-0.2484990567065658,3.238095238095238,33859.990000000005,logarithmic-175-20-3-1.6
39,logarithmic,150,20,5,1.4,83,0.455242334322453,-0.1866467309781647,3.3684210526315788,33678.62,logarithmic-150-20-5-1.4
4,logarithmic,150,20,5,1.6,83,0.4557368941641939,-0.1975493487821084,3.3684210526315788,33214.25,logarithmic-150-20-5-1.6
33,logarithmic,150,20,4,1.2,82,0.4532640949554896,-0.1774547395552679,3.3157894736842106,33139.41,logarithmic-150-20-4-1.2
12,logarithmic,175,20,3,1.2,86,0.4735410484668645,-0.1985181651571242,3.095238095238096,33065.13,logarithmic-175-20-3-1.2
28,logarithmic,175,20,4,1.8,86,0.4648862512363996,-0.2383034012701051,3.526315789473684,33017.46000000001,logarithmic-175-20-4-1.8
26,logarithmic,125,20,2,1.8,86,0.4567260138476756,-0.2485869358231374,3.095238095238096,32951.38,logarithmic-125-20-2-1.8
6,logarithmic,125,20,2,1.0,84,0.4465875370919881,-0.1812832143380771,3.0,32843.250000000015,logarithmic-125-20-2-1.0
10,logarithmic,125,20,1,1.2,86,0.4653808110781404,-0.1800734862677986,3.095238095238096,32811.26000000001,logarithmic-125-20-1-1.2
115,logarithmic,75,20,1,1.8,84,0.413946587537092,-0.2404825022912854,3.0,32801.93000000002,logarithmic-75-20-1-1.8
101,simple,175,10,0,1.2,79,0.4460929772502472,-0.1776493530803767,3.647058823529412,32793.71000000003,simple-175-10-0-1.2
7,logarithmic,125,20,3,1.0,84,0.4530168150346192,-0.166944490557175,3.0,32726.81,logarithmic-125-20-3-1.0
9,logarithmic,175,20,5,1.0,80,0.4463402571711177,-0.1774547395552679,3.210526315789474,32726.2,logarithmic-175-20-5-1.0
23,logarithmic,175,20,4,1.6,86,0.4643916913946587,-0.2484990567065658,3.526315789473684,32585.160000000007,logarithmic-175-20-4-1.6
5,logarithmic,125,20,1,1.0,85,0.4582096933728981,-0.1812832143380771,3.0476190476190474,32579.210000000032,logarithmic-125-20-1-1.0
47,simple,100,20,0,1.4,92,0.4666172106824925,-0.1997235592827553,3.0,32548.760400000017,simple-100-20-0-1.4
84,simple,150,10,0,1.8,80,0.4495548961424332,-0.2265657223671727,4.0,32517.000000000007,simple-150-10-0-1.8
105,logarithmic,75,20,1,1.4,84,0.4065281899109792,-0.2488976325641899,2.8181818181818183,32451.669200000008,logarithmic-75-20-1-1.4
10,logarithmic,50,20,1,1.6,74,0.3627596439169139,-0.1625362118455738,3.3529411764705883,32439.506800000014,logarithmic-50-20-1-1.6
102,simple,175,10,0,1.4,80,0.4490603363006923,-0.2091383869413925,3.7058823529411766,32409.260000000024,simple-175-10-0-1.4
112,logarithmic,75,20,3,1.6,78,0.4038081107814045,-0.2007470371618352,3.588235294117647,32353.166800000006,logarithmic-75-20-3-1.6
90,logarithmic,100,20,1,1.8,86,0.4567260138476756,-0.2483149722735672,3.3,32289.38000000001,logarithmic-100-20-1-1.8
61,simple,125,10,0,1.2,78,0.4357072205736894,-0.1812876656935807,3.588235294117647,32242.850000000017,simple-125-10-0-1.2
117,logarithmic,75,20,3,1.8,78,0.4050445103857567,-0.2057523952419401,3.588235294117647,32154.49,logarithmic-75-20-3-1.8
29,logarithmic,175,20,5,1.8,83,0.4545004945598417,-0.2267122089263841,3.3684210526315788,32150.490000000005,logarithmic-175-20-5-1.8
95,logarithmic,75,20,1,1.0,79,0.3892185954500494,-0.2260502181882515,2.761904761904762,32106.18000000001,logarithmic-75-20-1-1.0
8,logarithmic,50,20,4,1.4,70,0.3573194856577646,-0.1532894570428692,3.6666666666666665,32090.029999999995,logarithmic-50-20-4-1.4
13,logarithmic,175,20,4,1.2,83,0.4574678536102868,-0.1920867749149916,3.3684210526315788,32088.28000000002,logarithmic-175-20-4-1.2
105,simple,175,20,0,1.0,93,0.4878832838773491,-0.2269035576651902,3.0434782608695654,32068.275200000026,simple-175-20-0-1.0
83,simple,150,10,0,1.6,80,0.4460929772502472,-0.2481047470764234,4.0,32064.69000000002,simple-150-10-0-1.6
82,logarithmic,100,20,3,1.4,81,0.420375865479723,-0.1800855419357498,3.263157894736842,32036.55,logarithmic-100-20-3-1.4
63,simple,125,10,0,1.6,78,0.437190900098912,-0.186673571674334,3.588235294117647,32031.209999999995,simple-125-10-0-1.6
13,logarithmic,50,20,4,1.6,71,0.3625123639960435,-0.1662759639555385,3.733333333333333,31979.370000000006,logarithmic-50-20-4-1.6
8,logarithmic,150,20,4,1.8,84,0.4589515331355094,-0.2484102510195482,3.421052631578948,31955.260000000013,logarithmic-150-20-4-1.8
80,simple,150,10,0,1.0,77,0.4342235410484669,-0.1791358284272493,3.8125,31862.900000000027,simple-150-10-0-1.0
48,simple,100,20,0,1.6,92,0.4676063303659742,-0.2181223959409058,3.0,31795.94000000001,simple-100-20-0-1.6
76,logarithmic,100,20,2,1.2,82,0.4166666666666667,-0.1775210107485428,2.9047619047619047,31741.68000000001,logarithmic-100-20-2-1.2
2,logarithmic,50,20,3,1.2,70,0.3568249258160237,-0.1531744518589132,3.375,31669.60000000001,logarithmic-50-20-3-1.2
11,logarithmic,50,20,2,1.6,74,0.3686943620178041,-0.2068912711613542,3.625,31628.930000000008,logarithmic-50-20-2-1.6
81,logarithmic,100,20,2,1.4,83,0.4213649851632047,-0.1801685147759687,2.952380952380953,31571.83000000002,logarithmic-100-20-2-1.4
113,logarithmic,75,20,4,1.6,76,0.3699307616221562,-0.1624150555816136,3.4705882352941178,31536.925600000017,logarithmic-75-20-4-1.6
16,logarithmic,50,20,2,1.8,74,0.3699307616221562,-0.1962380695526026,3.625,31341.169600000016,logarithmic-50-20-2-1.8
70,logarithmic,100,20,1,1.0,84,0.4357072205736894,-0.2346171105969484,3.0,31338.48000000001,logarithmic-100-20-1-1.0
86,logarithmic,100,20,2,1.6,83,0.4287833827893175,-0.179416547134935,2.952380952380953,31259.46120000001,logarithmic-100-20-2-1.6
24,logarithmic,175,20,5,1.6,83,0.4542532146389713,-0.2484102510195482,3.3684210526315788,31259.12000000001,logarithmic-175-20-5-1.6
106,simple,175,20,0,1.2,94,0.4901088031651829,-0.2594137816674214,3.0869565217391304,31251.17000000001,simple-175-20-0-1.2
14,logarithmic,175,20,5,1.2,81,0.4488130563798219,-0.1798095953665834,3.263157894736842,31245.31000000001,logarithmic-175-20-5-1.2
103,simple,175,10,0,1.6,80,0.4502967359050445,-0.2378941323275948,3.7058823529411766,31204.01000000001,simple-175-10-0-1.6
9,logarithmic,150,20,5,1.8,83,0.4567260138476756,-0.2484102510195482,3.3684210526315788,31124.72,logarithmic-150-20-5-1.8
28,logarithmic,150,20,4,1.0,82,0.445351137487636,-0.1809563732746459,3.1,31116.18,logarithmic-150-20-4-1.0
64,simple,125,10,0,1.8,78,0.4416419386745796,-0.1983620192034663,3.588235294117647,31113.39000000001,simple-125-10-0-1.8
27,simple,75,20,0,1.4,89,0.4230959446092977,-0.2124857770920331,2.869565217391304,31109.33000000001,simple-75-20-0-1.4
119,logarithmic,75,20,5,1.8,76,0.3706726013847675,-0.1810276288446745,3.4705882352941178,31014.98000000001,logarithmic-75-20-5-1.8
107,simple,175,20,0,1.4,94,0.4913452027695351,-0.2493913525521821,3.0869565217391304,30990.850000000024,simple-175-20-0-1.4
15,logarithmic,50,20,1,1.8,75,0.369188921859545,-0.2175889002563486,3.411764705882353,30908.54,logarithmic-50-20-1-1.8
77,logarithmic,100,20,3,1.2,80,0.4132047477744807,-0.1775210107485428,3.0,30841.18000000001,logarithmic-100-20-3-1.2
118,logarithmic,75,20,4,1.8,76,0.3709198813056379,-0.1817287891531417,3.4705882352941178,30817.580000000005,logarithmic-75-20-4-1.8
