numSell,exposure,drawdown,winLoss,value,delay,fast,slow,sig
24,0.41931637519872816,-0.3273593839233394,2.4285714285714284,12859.410371,3,12,14,3
12,0.6856120826709062,-0.2806281191064192,3.0,17750.140364,4,12,14,3
0,0.0,0.0,inf,10000.0,5,12,14,3
0,0.0,0.0,inf,10000.0,1,14,14,3
0,0.0,0.0,inf,10000.0,2,14,14,3
0,0.0,0.0,inf,10000.0,3,14,14,3
0,0.0,0.0,inf,10000.0,4,14,14,3
0,0.0,0.0,inf,10000.0,5,14,14,3
78,0.9006359300476947,-0.22534559509572696,1.0526315789473684,12910.480263000005,1,16,14,3
55,0.8700317965023847,-0.2525576513514502,1.2,14292.140028000002,2,16,14,3
25,0.8672496025437202,-0.12209867886244256,3.1666666666666665,24562.455567000005,3,16,14,3
12,0.8839427662957074,-0.33507565294928116,3.0,22976.359650000006,4,16,14,3
2,0.37639109697933226,-0.3405419697060356,inf,19757.350294,5,16,14,3
66,0.915341812400636,-0.20260338626018748,1.1290322580645162,12779.961394000009,1,18,14,3
56,0.9018282988871225,-0.23165491009476952,1.24,14497.619292000003,2,18,14,3
34,0.8604928457869634,-0.2242258137141743,1.8333333333333333,18776.859802000017,3,18,14,3
13,0.9065977742448331,-0.3403244056792529,1.6,22572.539952999996,4,18,14,3
6,0.9558823529411765,-0.3410265377151499,2.0,24601.340515999997,5,18,14,3
59,0.9157392686804452,-0.23354275758951915,0.9032258064516129,14159.825392000008,1,20,14,3
53,0.9272655007949125,-0.2732576551059017,1.4090909090909092,16502.949358999995,2,20,14,3
41,0.9590620031796503,-0.2382537739616482,1.5625,18366.251385000014,3,20,14,3
20,0.9610492845786963,-0.13163669686436566,5.666666666666667,27523.829762999994,4,20,14,3
7,0.6728934817170111,-0.33810406137801113,1.3333333333333333,17638.420224999994,5,20,14,3
80,0.4868839427662957,-0.28523290252742917,3.210526315789474,13981.780541,1,2,17,3
54,0.43720190779014306,-0.2842496966426192,3.1538461538461537,12154.881089999995,2,2,17,3
77,0.48608903020667726,-0.285509795091782,2.2083333333333335,13624.850499000015,1,4,17,3
64,0.4841017488076312,-0.2882392088810773,2.764705882352941,12515.817479999996,2,4,17,3
39,0.3962639109697933,-0.272955728826561,3.3333333333333335,14494.979176999987,3,4,17,3
14,0.2635135135135135,-0.1677223606529781,inf,19786.890583000008,4,4,17,3
67,0.49523052464228934,-0.28699962724845224,2.7222222222222223,13594.080301999995,1,6,17,3
63,0.4793322734499205,-0.2705180369767247,2.15,13182.785441999995,2,6,17,3
39,0.4165341812400636,-0.2809994312411926,6.8,14842.799758999996,3,6,17,3
15,0.40381558028616854,-0.15947549811346265,2.75,15832.030000000006,4,6,17,3
7,0.2674880763116057,-0.1624768189877114,6.0,13822.890000000003,5,6,17,3
62,0.5003974562798092,-0.28725443229593206,3.769230769230769,18762.616320000005,1,8,17,3
60,0.49642289348171703,-0.27164981681978556,2.75,21092.35881899999,2,8,17,3
45,0.4511128775834658,-0.2655503330436374,3.090909090909091,18480.22893300001,3,8,17,3
26,0.40103338632750396,-0.23920735652175446,1.8888888888888888,18922.679997000007,4,8,17,3
9,0.5369634340222575,-0.3400632439815854,1.25,12541.530187999995,5,8,17,3
63,0.5194753577106518,-0.2819029349970608,3.2,17144.499645,1,10,17,3
61,0.5345786963434023,-0.27482884780624295,2.210526315789474,17251.779272000014,2,10,17,3
41,0.581081081081081,-0.3331953599125175,1.7333333333333334,12390.190460000009,3,10,17,3
21,0.5747217806041336,-0.3343934603885478,1.625,11281.458823000004,4,10,17,3
8,0.41216216216216217,-0.2211041919100235,1.6666666666666667,10719.100124,5,10,17,3
66,0.5079491255961844,-0.2847716813047667,2.142857142857143,18245.955928000018,1,12,17,3
60,0.49483306836248014,-0.285068221371814,3.0,19886.881129999994,2,12,17,3
38,0.5202702702702703,-0.2657901745439598,2.8,18520.795294999993,3,12,17,3
18,0.668918918918919,-0.3402736527968977,2.6,18683.280847000013,4,12,17,3
8,0.6987281399046105,-0.23457183365586484,inf,18278.78002,5,12,17,3
72,0.5087440381558028,-0.28193018723728575,2.130434782608696,19073.620649999997,1,14,17,3
63,0.5031796502384738,-0.28234891738990103,2.5,15448.278883999988,2,14,17,3
32,0.4797297297297297,-0.27035218692844004,2.5555555555555554,15067.270327000004,3,14,17,3
15,0.45588235294117646,-0.17350967575010712,4.0,18914.440786999985,4,14,17,3
5,0.5926073131955485,-0.31115472339382955,4.0,15123.260378000006,5,14,17,3
78,0.5337837837837838,-0.284661784389454,2.12,20164.289454000005,1,16,17,3
52,0.5961844197138315,-0.34036279073928355,3.0,16984.239754999984,2,16,17,3
20,0.6192368839427663,-0.1749494750581553,1.8571428571428572,17773.960160000002,3,16,17,3
5,0.5083465818759937,-0.22059229871373393,1.5,10778.780105999998,4,16,17,3
2,0.15858505564387917,-0.20118771837274557,1.0,10782.92,5,16,17,3
73,0.8974562798092209,-0.27623697184070883,1.3548387096774193,17042.020540000012,1,18,17,3
46,0.8529411764705882,-0.21160773773731148,2.066666666666667,23932.110564000006,2,18,17,3
23,0.791335453100159,-0.25911178575178473,0.7692307692307693,13512.91079,3,18,17,3
8,0.5516693163751988,-0.17464710291458022,1.0,13939.809668000002,4,18,17,3
2,0.6788553259141494,-0.3368982705076188,inf,20598.659824,5,18,17,3
66,0.9109697933227345,-0.27020910527874753,1.5384615384615385,19392.259181000012,1,20,17,3
57,0.9054054054054054,-0.28441254895217355,1.85,21852.84974000001,2,20,17,3
30,0.9435612082670907,-0.33630038323315914,1.5,19482.370215000014,3,20,17,3
17,1.027027027027027,-0.40867187565306345,1.8333333333333333,15213.210467000008,4,20,17,3
4,0.7726550079491256,-0.41116669104420334,3.0,13510.520308,5,20,17,3
70,0.4753577106518283,-0.2820880850773207,4.384615384615385,16002.306457999997,1,2,20,3
49,0.4296502384737679,-0.2845512995053016,2.769230769230769,12399.610392999994,2,2,20,3
68,0.4797297297297297,-0.2835745709825073,2.5789473684210527,16031.090233000004,1,4,20,3
54,0.4713831478537361,-0.2831406020894519,2.857142857142857,12871.639090999988,2,4,20,3
35,0.36645468998410174,-0.2691200368840684,3.375,12914.710469999996,3,4,20,3
14,0.2559618441971383,-0.33948933578763557,3.6666666666666665,12800.619967999995,4,4,20,3
62,0.4984101748807631,-0.2855541826341669,2.6470588235294117,14394.028927999998,1,6,20,3
56,0.4598569157392687,-0.2678009120756775,2.2941176470588234,13247.125381,2,6,20,3
37,0.4594594594594595,-0.2721556998497035,2.7,14325.700255000005,3,6,20,3
23,0.36923688394276627,-0.180557228960364,6.666666666666667,17335.430664000007,4,6,20,3
4,0.23251192368839427,-0.22324379131629288,1.0,9901.290246000002,5,6,20,3
59,0.5103338632750397,-0.2865866141095216,2.933333333333333,16723.660064000014,1,8,20,3
57,0.4884737678855326,-0.23768283111367944,2.5625,14577.709573999995,2,8,20,3
45,0.47217806041335453,-0.22457742036982306,4.0,20480.17804099999,3,8,20,3
17,0.36446740858505566,-0.12812372396203275,3.25,14761.20005100001,4,8,20,3
8,0.4638314785373609,-0.23205719641602016,3.0,13264.530165,5,8,20,3
55,0.5087440381558028,-0.2837323455679533,3.230769230769231,17625.418146000004,1,10,20,3
53,0.49642289348171703,-0.24254257578902833,2.533333333333333,17603.41008699999,2,10,20,3
42,0.455087440381558,-0.225471461014395,2.0,14609.164778000008,3,10,20,3
22,0.4495230524642289,-0.3515249225437973,2.142857142857143,11053.879906000004,4,10,20,3
8,0.3712241653418124,-0.25073259971652617,1.6666666666666667,10345.970104,5,10,20,3
55,0.5031796502384738,-0.2672071911632715,2.235294117647059,16668.380601999997,1,12,20,3
52,0.5051669316375199,-0.2670005683013083,2.7142857142857144,16722.229997999984,2,12,20,3
40,0.4996025437201908,-0.3408879510673335,2.6363636363636362,13149.571271,3,12,20,3
26,0.4236883942766296,-0.33639720508259346,3.3333333333333335,15302.620337999999,4,12,20,3
11,0.5627980922098569,-0.3363135582370753,1.75,11445.119742999996,5,12,20,3
59,0.5027821939586645,-0.26876288727124753,2.1052631578947367,18124.04958099999,1,14,20,3
53,0.4904610492845787,-0.24172633653651715,2.1176470588235294,15638.770635000003,2,14,20,3
41,0.4610492845786963,-0.34096093069006594,3.5555555555555554,13917.378331,3,14,20,3
20,0.44038155802861684,-0.3854585688899113,1.5,9377.010218000005,4,14,20,3
7,0.5389507154213037,-0.22038930551966096,2.5,11902.639759999998,5,14,20,3
63,0.5190779014308426,-0.27432042528251516,2.5,14135.210283999999,1,16,20,3
56,0.5186804451510334,-0.2977522902523351,2.111111111111111,15790.539861999992,2,16,20,3
37,0.514308426073132,-0.271076277620897,1.8461538461538463,14791.82965199999,3,16,20,3
18,0.5337837837837838,-0.19606633480258784,2.6,20606.608474000004,4,16,20,3
5,0.47217806041335453,-0.16383653151952732,4.0,14272.149707999999,5,16,20,3
67,0.5115262321144675,-0.3290535848917305,1.7916666666666667,12007.250310999993,1,18,20,3
50,0.5520667726550079,-0.28183832157081085,2.5714285714285716,15790.919155999989,2,18,20,3
20,0.46939586645469,-0.22338703787596326,1.8571428571428572,13900.799882999996,3,18,20,3
9,0.48767885532591415,-0.1314300944745437,inf,17260.290405999996,4,18,20,3
2,0.1784578696343402,-0.12716493483532013,inf,11518.399636,5,18,20,3
0,0.0,0.0,inf,10000.0,1,20,20,3
0,0.0,0.0,inf,10000.0,2,20,20,3
0,0.0,0.0,inf,10000.0,3,20,20,3
0,0.0,0.0,inf,10000.0,4,20,20,3
0,0.0,0.0,inf,10000.0,5,20,20,3
65,0.47655007949125594,-0.28385052614101747,4.0,15299.546172999997,1,2,23,3
48,0.4435612082670906,-0.28388346301805095,3.8,15573.230001999984,2,2,23,3
58,0.4825119236883943,-0.2853986493399653,3.4615384615384617,13802.319176999998,1,4,23,3
50,0.46184419713831476,-0.28258954919825807,2.5714285714285716,12363.569186999996,2,4,23,3
34,0.3771860095389507,-0.266203455758614,3.857142857142857,13698.489181999992,3,4,23,3
13,0.25357710651828297,-0.1357757452335417,5.5,14380.670822,4,4,23,3
54,0.4888712241653418,-0.287058461803117,2.857142857142857,14312.798631999993,1,6,23,3
50,0.4654213036565978,-0.268622035719427,2.8461538461538463,13096.610761999998,2,6,23,3
31,0.4300476947535771,-0.2971933827030341,1.5833333333333333,11541.749666000009,3,6,23,3
22,0.35174880763116056,-0.24894090762364823,2.6666666666666665,13359.790177,4,6,23,3
4,0.26828298887122415,-0.20878235481274915,1.0,8973.07,5,6,23,3
52,0.5051669316375199,-0.2868556152414141,3.3333333333333335,15831.146314,1,8,23,3
46,0.49920508744038156,-0.23940040917728644,2.8333333333333335,16195.089076000004,2,8,23,3
41,0.4924483306836248,-0.2290322758217183,3.5555555555555554,19260.141245000003,3,8,23,3
18,0.3275039745627981,-0.1953622180258993,1.5714285714285714,11293.850147000003,4,8,23,3
8,0.3918918918918919,-0.20231234624792735,3.0,11363.039764999998,5,8,23,3
52,0.5127186009538951,-0.2868008324909115,2.7142857142857144,18223.94788,1,10,23,3
49,0.5039745627980922,-0.2100368448102161,3.0833333333333335,18914.389176000008,2,10,23,3
41,0.46502384737678853,-0.24136201516924402,2.727272727272727,16021.514004000002,3,10,23,3
27,0.5158982511923689,-0.340218344644066,2.857142857142857,14338.679972000004,4,10,23,3
9,0.5258346581875993,-0.33958112245650396,3.5,12528.649411999997,5,10,23,3
51,0.5178855325914149,-0.2856677798217344,2.923076923076923,16780.279031,1,12,23,3
50,0.53060413354531,-0.19547839380207488,3.5454545454545454,19736.26888300001,2,12,23,3
42,0.5282193958664547,-0.32210544513073586,2.5,14995.155357999998,3,12,23,3
20,0.4129570747217806,-0.23974396583150728,2.3333333333333335,11755.682006,4,12,23,3
11,0.4578696343402226,-0.28538991903487143,2.6666666666666665,13102.659676,5,12,23,3
50,0.5242448330683624,-0.28538141293292196,2.5714285714285716,17748.559158000004,1,14,23,3
49,0.5178855325914149,-0.3016881204525315,2.5,15966.769550000006,2,14,23,3
40,0.5616057233704292,-0.26053937517076436,3.4444444444444446,18841.339138,3,14,23,3
22,0.5786963434022258,-0.24994657554507502,3.4,18476.049431,4,14,23,3
14,0.4546899841017488,-0.22679007684721328,3.6666666666666665,14481.569415999991,5,14,23,3
51,0.5075516693163752,-0.2694687485889844,2.923076923076923,15330.387597000003,1,16,23,3
49,0.4972178060413355,-0.26654989135115537,2.0625,14857.48997599999,2,16,23,3
36,0.5325914149443561,-0.27940971099750894,2.6,11739.7286,3,16,23,3
22,0.5580286168521462,-0.2612264504680896,2.6666666666666665,16828.760795000002,4,16,23,3
7,0.36327503974562797,-0.25301099956472495,2.5,14948.879856000001,5,16,23,3
52,0.5,-0.20497284402181956,1.736842105263158,14615.579311000003,1,18,23,3
51,0.5031796502384738,-0.17062963469680723,2.0,17712.968415000003,2,18,23,3
36,0.5095389507154213,-0.19140512317218544,3.5,21336.640659000008,3,18,23,3
19,0.42130365659777425,-0.16488100828590355,3.75,18879.600134000004,4,18,23,3
6,0.681637519872814,-0.3368127198218014,5.0,19972.459838,5,18,23,3
59,0.5047694753577107,-0.2126778414331924,2.4705882352941178,15648.960156999994,1,20,23,3
50,0.4984101748807631,-0.20338520789354145,2.8461538461538463,15621.769765000005,2,20,23,3
30,0.44992050874403816,-0.16928283241649783,2.3333333333333335,18467.729645000007,3,20,23,3
9,0.33585055643879175,-0.19708668091803416,1.25,11414.470948000004,4,20,23,3
4,0.4034181240063593,-0.19828710073045816,inf,13610.32,5,20,23,3
55,0.47297297297297297,-0.28386584678865656,4.5,15620.521407000002,1,2,26,3
44,0.428060413354531,-0.2822488513931634,3.4,16237.329435999987,2,2,26,3
53,0.4725755166931638,-0.2839727508550838,3.8181818181818183,16693.029390000003,1,4,26,3
45,0.44395866454689986,-0.28650665205029313,3.090909090909091,14033.16931899999,2,4,26,3
34,0.3744038155802862,-0.2712352026851582,5.8,16307.419238999992,3,4,26,3
17,0.33783783783783783,-0.16756560186579972,inf,19606.179447000002,4,4,26,3
51,0.4912559618441971,-0.2850117767365627,3.25,16165.10984399999,1,6,26,3
47,0.4682034976152623,-0.2676222696725974,3.272727272727273,15033.980407,2,6,26,3
