numSell,exposure,drawdown,winLoss,value,delay,fast,slow,sig
37,0.40858505564387915,-0.21477239581179108,2.7,15519.249592,4,8,23,7
25,0.3104133545310016,-0.20350333898057685,2.5714285714285716,13439.189493000003,5,8,23,7
47,0.5015898251192369,-0.2695391592953565,2.357142857142857,15819.679543999997,1,10,23,7
47,0.4900635930047695,-0.18486475322686535,2.1333333333333333,16687.118383999998,2,10,23,7
45,0.49165341812400637,-0.23698100894580174,2.0,14624.049836000007,3,10,23,7
42,0.44872813990461047,-0.23554418931573118,2.8181818181818183,18201.470834999986,4,10,23,7
30,0.41931637519872816,-0.2095971029267771,1.7272727272727273,14172.650527,5,10,23,7
44,0.5158982511923689,-0.2682506572168649,2.142857142857143,13751.709777000007,1,12,23,7
44,0.5127186009538951,-0.23108188835650922,2.142857142857143,15505.709171000008,2,12,23,7
44,0.4956279809220986,-0.24091717712104735,2.142857142857143,15838.440310999986,3,12,23,7
38,0.47217806041335453,-0.208100517303769,2.4545454545454546,17611.01043599999,4,12,23,7
27,0.5027821939586645,-0.20074090036171569,2.857142857142857,15436.249815000003,5,12,23,7
48,0.5178855325914149,-0.21087933569056333,2.6923076923076925,17190.594970999988,1,14,23,7
47,0.5286168521462639,-0.2381105725594695,2.6153846153846154,17348.729518000007,2,14,23,7
45,0.5353736089030207,-0.22731033666186862,2.75,17667.419459999994,3,14,23,7
35,0.4757551669316375,-0.24456629091973092,3.375,17361.939942999994,4,14,23,7
27,0.48807631160572335,-0.22877229196949833,4.4,17691.590877999985,5,14,23,7
48,0.5174880763116058,-0.2467399938748865,2.6923076923076925,16875.808089999988,1,16,23,7
48,0.5178855325914149,-0.20332859679181675,2.4285714285714284,17952.747926000015,2,16,23,7
46,0.5313990461049285,-0.17714483288680352,2.5384615384615383,18359.468895,3,16,23,7
39,0.5584260731319555,-0.25519209696718365,2.5454545454545454,17666.24945600001,4,16,23,7
26,0.609697933227345,-0.24437413822167575,4.2,16607.569785,5,16,23,7
48,0.5115262321144675,-0.1925957678329796,3.0,19870.440666999995,1,18,23,7
48,0.5119236883942766,-0.223487712205963,2.4285714285714284,19116.819923000003,2,18,23,7
45,0.514308426073132,-0.1620700317971696,2.75,22733.030838000028,3,18,23,7
32,0.4407790143084261,-0.15735996122344154,4.333333333333333,19684.054920999995,4,18,23,7
20,0.5011923688394276,-0.18366218701855058,2.3333333333333335,15778.019820000001,5,18,23,7
48,0.49364069952305245,-0.15099050567556957,3.0,22208.370061000016,1,20,23,7
47,0.4900635930047695,-0.14642029721906968,2.9166666666666665,23362.580855,2,20,23,7
39,0.46502384737678853,-0.1824643861499361,3.875,19613.03052,3,20,23,7
28,0.5039745627980922,-0.14767620197219647,2.5,21544.620414999998,4,20,23,7
14,0.4205087440381558,-0.15708048345324763,3.6666666666666665,14460.380176999997,5,20,23,7
42,0.46860095389507156,-0.29212989716810195,4.25,17122.789828,1,2,26,7
39,0.4379968203497615,-0.27089460598205223,4.571428571428571,15826.818529999993,2,2,26,7
42,0.4757551669316375,-0.2859131468490907,4.25,15306.759595999994,1,4,26,7
42,0.4666136724960254,-0.2688995385914716,4.25,14674.73469000001,2,4,26,7
33,0.41017488076311603,-0.26620623786265957,3.7142857142857144,14416.089973,3,4,26,7
24,0.34618441971383146,-0.23820179300986014,5.0,13998.780639999997,4,4,26,7
41,0.4781399046104928,-0.29306485129068166,2.4166666666666665,13894.227803999996,1,6,26,7
41,0.4757551669316375,-0.27241037632529436,3.1,15616.118516,2,6,26,7
39,0.4626391096979332,-0.27077204121674797,2.9,15337.359405000003,3,6,26,7
31,0.3871224165341812,-0.23775338115209294,4.166666666666667,16517.958805000002,4,6,26,7
20,0.30007949125596184,-0.22623103130186356,5.666666666666667,15705.829279999998,5,6,26,7
41,0.48966613672496023,-0.26461326852572276,2.727272727272727,15253.350313999996,1,8,26,7
41,0.48807631160572335,-0.23610697408155076,2.1538461538461537,15408.389974000014,2,8,26,7
40,0.47297297297297297,-0.22580893031371124,3.0,16529.760994000007,3,8,26,7
35,0.4666136724960254,-0.2287153582931721,2.5,14056.329562999996,4,8,26,7
19,0.36089030206677264,-0.17556572461754916,2.8,12087.435120999999,5,8,26,7
41,0.5007949125596184,-0.2660492658704062,2.1538461538461537,15110.798765999993,1,10,26,7
41,0.49761526232114467,-0.18903891982495122,2.1538461538461537,16892.708483999995,2,10,26,7
41,0.4960254372019078,-0.18919063711554251,2.727272727272727,16352.549649000004,3,10,26,7
37,0.48330683624801274,-0.2078772771601355,3.625,18421.589878999992,4,10,26,7
32,0.5031796502384738,-0.21181637903305311,3.0,17641.860107999993,5,10,26,7
42,0.5115262321144675,-0.18761063568790776,2.8181818181818183,18479.14985000001,1,12,26,7
42,0.5182829888712241,-0.18950892470477404,2.5,16686.169801000004,2,12,26,7
40,0.5222575516693164,-0.23748491069207575,2.6363636363636362,17508.365942000004,3,12,26,7
38,0.5226550079491256,-0.2496150854214998,1.9230769230769231,15007.189572000005,4,12,26,7
29,0.4666136724960254,-0.19102658796117003,4.8,20645.57927000001,5,12,26,7
42,0.514308426073132,-0.20131247669037097,2.230769230769231,17417.305701,1,14,26,7
42,0.5147058823529411,-0.2195313281553711,2.5,16519.855276,2,14,26,7
42,0.5210651828298887,-0.24200340392547715,2.8181818181818183,18197.829506000002,3,14,26,7
38,0.5226550079491256,-0.18346870079197392,3.2222222222222223,21473.699822999988,4,14,26,7
29,0.4809220985691574,-0.1873986638183556,6.25,21790.209300000002,5,14,26,7
43,0.5099364069952306,-0.21367030049110225,3.3,18495.41059099999,1,16,26,7
43,0.5087440381558028,-0.18921843372253766,3.3,18779.525280999995,2,16,26,7
43,0.5222575516693164,-0.2115587937175659,2.3076923076923075,18980.640654000003,3,16,26,7
40,0.5310015898251192,-0.24592027264731964,3.0,19432.861158000014,4,16,26,7
31,0.5488871224165341,-0.20410674431587203,2.875,15681.571942000008,5,16,26,7
44,0.49761526232114467,-0.1661133334331953,3.0,19683.979611999992,1,18,26,7
44,0.5083465818759937,-0.16932215971943843,3.888888888888889,21197.240547,2,18,26,7
43,0.5242448330683624,-0.16882354798877985,3.3,21238.890485999986,3,18,26,7
34,0.5516693163751988,-0.2639663918910252,2.7777777777777777,18238.17280600001,4,18,26,7
27,0.5457074721780604,-0.23577337840597723,3.5,17853.189053999995,5,18,26,7
44,0.4956279809220986,-0.1499031619580391,2.6666666666666665,22709.489275000004,1,20,26,7
44,0.5039745627980922,-0.14632070482181198,3.0,26866.590276999985,2,20,26,7
42,0.5043720190779014,-0.1474178325718648,4.25,25401.669412999985,3,20,26,7
32,0.48767885532591415,-0.15024899206994383,3.5714285714285716,23204.910718000003,4,20,26,7
24,0.4960254372019078,-0.1793353795932358,5.0,19413.999507999994,5,20,26,7
42,0.46621621621621623,-0.2993991595783568,4.25,16935.320503,1,2,29,7
38,0.43402225755166934,-0.2712998456222168,5.333333333333333,16420.909145999998,2,2,29,7
40,0.462241653418124,-0.28238934803199245,4.714285714285714,15874.53884099999,1,4,29,7
39,0.44594594594594594,-0.2718982756297359,6.8,15909.439031999997,2,4,29,7
31,0.4034181240063593,-0.2706735644786942,5.2,14479.399870000001,3,4,29,7
24,0.3600953895071542,-0.23806288418688676,3.8,15165.671102000002,4,4,29,7
39,0.4638314785373609,-0.2867186857702965,3.875,15551.388419999997,1,6,29,7
39,0.47058823529411764,-0.26716739374678433,3.875,16027.649034000007,2,6,29,7
39,0.455087440381558,-0.2687655856702375,4.571428571428571,16089.800550000007,3,6,29,7
29,0.38076311605723373,-0.23899496726852193,3.142857142857143,16554.009763000002,4,6,29,7
20,0.3827503974562798,-0.22593609122129216,5.666666666666667,16853.929356,5,6,29,7
39,0.47297297297297297,-0.27015387854291406,2.5454545454545454,15628.690836000005,1,8,29,7
39,0.4682034976152623,-0.23882826322297251,2.5454545454545454,15433.350266000012,2,8,29,7
38,0.4733704292527822,-0.22276269050104877,2.8,16430.579956,3,8,29,7
32,0.4364069952305246,-0.16454078933789595,3.5714285714285716,18381.329551,4,8,29,7
21,0.37042925278219396,-0.1685573345683942,2.5,14606.340134999999,5,8,29,7
39,0.4848966613672496,-0.2689240386021447,3.3333333333333335,16108.159434000005,1,10,29,7
39,0.48012718600953896,-0.19657095292338786,3.875,17998.429542,2,10,29,7
37,0.47297297297297297,-0.18764894919111955,4.285714285714286,19802.41513399999,3,10,29,7
35,0.4793322734499205,-0.16545890558371537,6.0,20094.659774999996,4,10,29,7
29,0.4411764705882353,-0.17867662891395647,3.8333333333333335,17679.669499000007,5,10,29,7
39,0.49880763116057236,-0.2663813985732238,2.9,15370.074971000002,1,12,29,7
38,0.4904610492845787,-0.21658327397176244,4.428571428571429,19326.280737999998,2,12,29,7
38,0.48370429252782193,-0.2054714575220882,5.333333333333333,21710.691614999996,3,12,29,7
35,0.47496025437201905,-0.19095361173724054,4.0,18393.490157000004,4,12,29,7
29,0.47217806041335453,-0.17853149737890722,3.8333333333333335,16423.040634999994,5,12,29,7
39,0.5103338632750397,-0.2679633755055768,3.3333333333333335,14708.282126999993,1,14,29,7
39,0.4996025437201908,-0.24183260583108657,4.571428571428571,17261.74077599999,2,14,29,7
38,0.48012718600953896,-0.2076399565016564,5.333333333333333,19575.28991399999,3,14,29,7
35,0.4654213036565978,-0.19155602028089344,4.0,20128.840721000008,4,14,29,7
31,0.48171701112877585,-0.1933588063153871,4.166666666666667,17462.099180000005,5,14,29,7
39,0.5043720190779014,-0.22088549307739555,6.8,19794.12511199999,1,16,29,7
39,0.514308426073132,-0.19425063135902357,8.75,22453.477608000005,2,16,29,7
37,0.5194753577106518,-0.1988402049285194,4.285714285714286,19358.954780000007,3,16,29,7
37,0.5218600953895072,-0.18691128217000694,2.7,19391.379480999996,4,16,29,7
32,0.47655007949125594,-0.21735286318270566,2.5555555555555554,17029.310378,5,16,29,7
39,0.5083465818759937,-0.18388036943063463,3.875,20917.230882999997,1,18,29,7
39,0.525039745627981,-0.19970540783077428,3.875,21599.486018000003,2,18,29,7
39,0.5302066772655007,-0.1468216079718469,3.875,22717.110612999993,3,18,29,7
36,0.5019872813990461,-0.15311463815654391,3.5,19305.50642400002,4,18,29,7
28,0.49205087440381556,-0.20587294679774387,4.6,17919.155649999993,5,18,29,7
39,0.5079491255961844,-0.27103817277528536,3.875,20175.780144000004,1,20,29,7
39,0.519872813990461,-0.26813811209205773,4.571428571428571,20688.887500000008,2,20,29,7
39,0.5155007949125596,-0.14594323105824414,3.875,25079.650090000006,3,20,29,7
35,0.5274244833068362,-0.1656751762663479,4.0,22286.719933999986,4,20,29,7
28,0.5071542130365659,-0.21522469427768665,3.6666666666666665,17763.14021599998,5,20,29,7
43,0.4527027027027027,-0.2851315633798375,5.142857142857143,19561.140390999986,1,2,32,7
35,0.4205087440381558,-0.26727818965222555,6.0,15676.057799999986,2,2,32,7
40,0.4626391096979332,-0.2835345018611926,4.714285714285714,17888.349017000004,1,4,32,7
39,0.4507154213036566,-0.2678246691505105,5.5,18094.229078999997,2,4,32,7
33,0.4129570747217806,-0.26404926202191936,5.6,17206.62121299999,3,4,32,7
22,0.3334658187599364,-0.24029783012836461,4.5,15331.830780000002,4,4,32,7
38,0.45151033386327505,-0.2873114267729976,4.428571428571429,16036.275424000001,1,6,32,7
38,0.45548489666136727,-0.2709199222762285,4.428571428571429,16734.660841000008,2,6,32,7
37,0.44395866454689986,-0.2647812827497381,3.625,14918.166790999996,3,6,32,7
29,0.37082670906200316,-0.2410138535127724,2.2222222222222223,14232.399634000003,4,6,32,7
18,0.33187599364069953,-0.22562566500213535,5.0,14969.619155999999,5,6,32,7
38,0.4682034976152623,-0.2690895200393377,2.4545454545454546,15994.635080000018,1,8,32,7
38,0.46939586645469,-0.23942937980326925,2.4545454545454546,15114.90987100001,2,8,32,7
36,0.45190779014308424,-0.22458969206543822,2.6,15464.739208000003,3,8,32,7
31,0.4069952305246423,-0.16500541905610788,4.166666666666667,18703.628976999993,4,8,32,7
20,0.3716216216216216,-0.16266924898977653,2.3333333333333335,12557.409693,5,8,32,7
38,0.48211446740858505,-0.2637615102583269,2.8,15930.999701999997,1,10,32,7
38,0.4737678855325914,-0.16926211289799503,2.8,17384.719316999992,2,10,32,7
38,0.4713831478537361,-0.16601734709134155,2.1666666666666665,18141.065081000008,3,10,32,7
33,0.43481717011128773,-0.1653248767182753,7.25,21288.165320999997,4,10,32,7
28,0.4336248012718601,-0.17289592932833622,4.6,19828.430044999994,5,10,32,7
35,0.48211446740858505,-0.2642389351660543,4.0,14996.949140000006,1,12,32,7
35,0.4813195548489666,-0.18358575359166948,4.0,18294.865221999993,2,12,32,7
34,0.4594594594594595,-0.18156281939926766,3.857142857142857,20839.420679000003,3,12,32,7
32,0.43839427662957076,-0.1631126978757544,5.4,19815.21973899999,4,12,32,7
26,0.42289348171701113,-0.19508621561626308,4.2,16216.189247999995,5,12,32,7
34,0.4956279809220986,-0.2635107507838307,5.8,15569.521618000002,1,14,32,7
34,0.4900635930047695,-0.18267539549022901,4.666666666666667,19073.021201000003,2,14,32,7
33,0.4797297297297297,-0.18804774917941033,3.7142857142857144,19611.474496000006,3,14,32,7
33,0.44276629570747217,-0.1584279185241241,5.6,23493.75008600001,4,14,32,7
27,0.4165341812400636,-0.15850029965682294,5.75,17894.589716000002,5,14,32,7
33,0.4884737678855326,-0.26864757453227606,3.7142857142857144,15622.919679999999,1,16,32,7
33,0.4888712241653418,-0.17653769525519736,3.125,19422.650063999998,2,16,32,7
33,0.4785373608903021,-0.16385543517526285,3.125,20763.589028000002,3,16,32,7
31,0.45349761526232113,-0.16489942635504576,3.4285714285714284,21631.250831000012,4,16,32,7
27,0.41216216216216217,-0.1631188495834172,8.0,21268.840213999996,5,16,32,7
34,0.49324324324324326,-0.17044923303640283,5.8,23617.520589000007,1,18,32,7
34,0.49642289348171703,-0.16297885118065567,3.857142857142857,22401.800101000004,2,18,32,7
34,0.4940381558028617,-0.16444339980720593,3.25,21621.03113300001,3,18,32,7
32,0.4682034976152623,-0.1646377588935278,4.333333333333333,22480.541660000003,4,18,32,7
27,0.4232909379968203,-0.1633972465487209,5.75,21557.26054799999,5,18,32,7
36,0.4980127186009539,-0.2694896327103704,3.5,18567.700325999995,1,20,32,7
35,0.5083465818759937,-0.2701364919727419,2.888888888888889,19306.110748999996,2,20,32,7
35,0.5,-0.2697924221067314,3.375,20114.259180000005,3,20,32,7
34,0.5039745627980922,-0.17125247642951724,2.7777777777777777,22175.73950099999,4,20,32,7
28,0.465818759936407,-0.16438859826507718,1.8,18331.25059700001,5,20,32,7
41,0.4483306836248013,-0.2832619298615656,5.833333333333333,20225.939543999997,1,2,35,7
35,0.43243243243243246,-0.2727367709704853,4.833333333333333,14507.057453999985,2,2,35,7
39,0.447933227344992,-0.2816455329423486,3.875,16793.889482,1,4,35,7
36,0.43402225755166934,-0.27057484487345357,5.0,15973.409716999993,2,4,35,7
32,0.4002384737678855,-0.26542591532417575,5.4,15429.360491999994,3,4,35,7
25,0.34379968203497613,-0.23905684815739203,5.25,15161.880852000004,4,4,35,7
36,0.4507154213036566,-0.2839141650800841,4.142857142857143,15104.379859000002,1,6,35,7
35,0.44713831478537364,-0.2734726488558198,4.0,15387.970143000011,2,6,35,7
33,0.43481717011128773,-0.2675185264048179,3.7142857142857144,14888.755264000001,3,6,35,7
28,0.40103338632750396,-0.2399881089431605,3.0,14673.858082000008,4,6,35,7
20,0.3636724960254372,-0.2226756292857557,5.666666666666667,16040.840023000002,5,6,35,7
35,0.4578696343402226,-0.26813548607761434,2.888888888888889,15964.578954000002,1,8,35,7
34,0.4538950715421304,-0.23640323311646608,2.7777777777777777,14394.959070000004,2,8,35,7
32,0.4395866454689984,-0.22427815317013328,3.0,15938.619280000003,3,8,35,7
29,0.42845786963434024,-0.16495472187349577,3.8333333333333335,18556.908418000003,4,8,35,7
18,0.3585055643879173,-0.16450758678784352,2.0,13475.580026000001,5,8,35,7
34,0.46740858505564387,-0.2675589401066854,2.4,14312.464357,1,10,35,7
33,0.4562798092209857,-0.17141899203635882,2.6666666666666665,16333.664473999988,2,10,35,7
32,0.45190779014308424,-0.16571820273741922,3.0,18271.340025000012,3,10,35,7
31,0.4511128775834658,-0.16543426815660783,6.75,19298.370104999998,4,10,35,7
24,0.42885532591414943,-0.16313473843322063,5.0,17701.369283999997,5,10,35,7
33,0.47297297297297297,-0.2753004871165334,2.6666666666666665,14465.810486999999,1,12,35,7
33,0.4713831478537361,-0.19334707868690515,3.7142857142857144,19705.205284000003,2,12,35,7
32,0.45548489666136727,-0.17404503234015326,4.333333333333333,21659.221681999992,3,12,35,7
29,0.4395866454689984,-0.16525682943099199,4.8,21753.939693999993,4,12,35,7
25,0.442368839427663,-0.16481600598470605,4.0,19791.816772,5,12,35,7
33,0.49324324324324326,-0.2668991123212852,3.7142857142857144,15824.591441999997,1,14,35,7
33,0.48926868044515104,-0.16662473410656597,4.5,21160.770665999997,2,14,35,7
33,0.4797297297297297,-0.16626283528015265,4.5,19977.595980999995,3,14,35,7
32,0.4538950715421304,-0.1652103391012103,4.333333333333333,19424.220308000004,4,14,35,7
27,0.45906200317965024,-0.1596666999976042,3.5,17544.729782000006,5,14,35,7
33,0.48370429252782193,-0.2664460791001571,3.7142857142857144,16068.689762999991,1,16,35,7
33,0.48370429252782193,-0.16753849447662872,3.7142857142857144,21118.150161999994,2,16,35,7
32,0.48012718600953896,-0.16489205763618472,3.5714285714285716,20718.22757400001,3,16,35,7
30,0.44713831478537364,-0.17403396866502155,4.0,22162.520235000004,4,16,35,7
26,0.40222575516693165,-0.16850084613433713,4.2,20788.830724,5,16,35,7
33,0.4737678855325914,-0.17114031261233442,4.5,22477.899256000008,1,18,35,7
33,0.48211446740858505,-0.16870288981634676,3.7142857142857144,21951.66064899999,2,18,35,7
32,0.4841017488076312,-0.16324518520243653,4.333333333333333,20667.959252,3,18,35,7
31,0.462241653418124,-0.1651225916940996,4.166666666666667,21067.429976000003,4,18,35,7
28,0.4582670906200318,-0.204376345559892,3.6666666666666665,19671.799871999996,5,18,35,7
32,0.47456279809220986,-0.26695763793039956,5.4,16535.247864999998,1,20,35,7
32,0.48171701112877585,-0.16785134074262717,2.5555555555555554,21422.400314,2,20,35,7
32,0.48807631160572335,-0.16479600453677026,3.5714285714285716,21083.86928999999,3,20,35,7
30,0.5131160572337043,-0.16448115687924347,4.0,20561.198262999987,4,20,35,7
28,0.4984101748807631,-0.1652161024611423,2.5,19627.889671,5,20,35,7
88,0.5174880763116058,-0.2863024067549622,3.4,17194.020231999988,1,2,5,9
62,0.45588235294117646,-0.28378282085077694,4.636363636363637,15225.944466999987,2,2,5,9
83,0.4841017488076312,-0.28342466333920624,2.608695652173913,16342.314383,1,4,5,9
51,0.45310015898251194,-0.2948420762616435,3.6363636363636362,14771.387853999997,2,4,5,9
21,0.35731319554848967,-0.16038202503709909,4.25,15914.629999999994,3,4,5,9
8,0.2845786963434022,-0.09692046451163452,inf,14646.789999999997,4,4,5,9
76,0.9252782193958664,-0.1968827278896564,1.2352941176470589,18304.490740999994,1,6,5,9
51,0.9479332273449921,-0.16922750348738494,1.4285714285714286,23384.599555000004,2,6,5,9
24,0.9042130365659777,-0.3578376485570439,3.8,19537.85018699999,3,6,5,9
8,1.1720985691573926,-0.3539338023028769,3.0,16696.849608,4,6,5,9
2,0.7396661367249603,-0.25261014337876436,inf,14457.339949,5,6,5,9
70,0.9193163751987281,-0.18603096037952688,1.1875,20789.551274000023,1,8,5,9
59,0.9181240063593005,-0.20795578417928054,1.4583333333333333,24135.385992999996,2,8,5,9
41,0.949523052464229,-0.1737385454780123,1.7333333333333334,20192.740181999994,3,8,5,9
16,1.0123211446740858,-0.18342001714847447,2.2,20570.930388,4,8,5,9
4,1.1609697933227345,-0.3402797513786009,1.0,17692.170306000004,5,8,5,9
64,0.9264705882352942,-0.20784169155823484,1.2857142857142858,16083.090633000002,1,10,5,9
62,0.9276629570747218,-0.2299346969533314,1.1379310344827587,18104.025361000015,2,10,5,9
51,0.9689984101748808,-0.2378010499252182,1.04,16780.52971799999,3,10,5,9
22,1.0461049284578696,-0.3348469007647822,1.4444444444444444,18058.370006,4,10,5,9
7,1.09181240063593,-0.34071613982209276,1.3333333333333333,17927.569679,5,10,5,9
60,0.9292527821939587,-0.21725731147693172,1.1428571428571428,17244.290768,1,12,5,9
59,0.9360095389507154,-0.21978611932296116,1.0344827586206897,17179.570839000004,2,12,5,9
54,0.9296502384737679,-0.21298804945103508,1.0,14535.588899000006,3,12,5,9
35,1.023449920508744,-0.23481619812526944,0.9444444444444444,15246.499856999993,4,12,5,9
12,1.1347376788553258,-0.33908317120761267,1.4,19674.219627,5,12,5,9
58,0.935214626391097,-0.1916233272870242,1.4166666666666667,17166.631494999998,1,14,5,9
55,0.9348171701112877,-0.19944549798980932,1.2,17432.679669000012,2,14,5,9
48,0.9296502384737679,-0.21132308610734127,1.5263157894736843,16971.41826700001,3,14,5,9
34,0.9928457869634341,-0.23032927113253657,1.0,15551.480227999991,4,14,5,9
15,1.098966613672496,-0.33402664106452146,4.0,17118.130984999996,5,14,5,9
53,0.9220985691573926,-0.18402009586182017,1.12,15999.300230000003,1,16,5,9
53,0.9300476947535771,-0.17944107852455327,1.0384615384615385,17128.164313000016,2,16,5,9
47,0.9423688394276629,-0.18975949513373855,1.1363636363636365,18495.894022000015,3,16,5,9
36,1.021462639109698,-0.22614548145866017,1.1176470588235294,18283.430014999998,4,16,5,9
18,1.1713036565977741,-0.20560352665768167,2.0,19655.299524999995,5,16,5,9
50,0.9272655007949125,-0.22241784774731746,1.173913043478261,15173.040453,1,18,5,9
50,0.9419713831478538,-0.22384511537803037,0.9230769230769231,15131.839207000006,2,18,5,9
44,0.9260731319554849,-0.22677770059218402,0.8333333333333334,16746.56971700001,3,18,5,9
36,0.9833068362480127,-0.23266460138758016,1.0,16112.649891000001,4,18,5,9
20,1.06120826709062,-0.19986774093753534,1.5,18508.890237999996,5,18,5,9
47,0.9232909379968204,-0.2122772449325168,1.1363636363636365,16963.585178000005,1,20,5,9
46,0.9256756756756757,-0.2265090938052344,1.0,16950.198505000004,2,20,5,9
42,0.9308426073131956,-0.22501215505468408,0.75,14572.899778,3,20,5,9
37,0.9960254372019078,-0.19750517746793766,1.1764705882352942,15742.820186999994,4,20,5,9
23,1.0961844197138315,-0.19967168068842486,2.2857142857142856,20574.185107999998,5,20,5,9
67,0.49920508744038156,-0.2849882624520588,3.466666666666667,14007.150544000004,1,2,8,9
54,0.4431637519872814,-0.2853791103546531,3.5,13296.394743999985,2,2,8,9
73,0.5071542130365659,-0.2842790633797711,3.0555555555555554,13937.623931999997,1,4,8,9
63,0.4968203497615262,-0.28720901451001707,2.7058823529411766,12291.419308999986,2,4,8,9
42,0.41971383147853736,-0.29417404023206667,2.8181818181818183,13586.104367999998,3,4,8,9
17,0.32869634340222575,-0.19554793138143536,3.25,12549.611131000005,4,4,8,9
70,0.4944356120826709,-0.2926863978958079,2.1818181818181817,13137.319400999993,1,6,8,9
62,0.47217806041335453,-0.2695207907701763,2.4444444444444446,14983.14451499999,2,6,8,9
37,0.4538950715421304,-0.270993248808184,2.3636363636363638,12384.53063,3,6,8,9
15,0.31319554848966613,-0.2032082392960508,2.0,13341.640338,4,6,8,9
4,0.17289348171701113,-0.04054720668006419,3.0,14723.269844,5,6,8,9
0,0.0,0.0,inf,10000.0,1,8,8,9
0,0.0,0.0,inf,10000.0,2,8,8,9
0,0.0,0.0,inf,10000.0,3,8,8,9
0,0.0,0.0,inf,10000.0,4,8,8,9
0,0.0,0.0,inf,10000.0,5,8,8,9
64,0.9149443561208267,-0.266535078718623,0.8823529411764706,13168.404707000003,1,10,8,9
61,0.928060413354531,-0.20332113175017502,0.967741935483871,12077.280733999993,2,10,8,9
35,0.9598569157392687,-0.2156594672272457,1.6923076923076923,22412.010367000003,3,10,8,9
19,0.9785373608903021,-0.3389295481975098,2.8,18737.139038000005,4,10,8,9
5,0.7460254372019078,-0.3387379680219004,inf,23924.829999000005,5,10,8,9
61,0.9149443561208267,-0.2089034421713294,1.2592592592592593,13956.999729,1,12,8,9
58,0.920906200317965,-0.22054461174972967,1.1481481481481481,13169.839244,2,12,8,9
51,0.928060413354531,-0.18940544265835838,1.2173913043478262,13295.139919999996,3,12,8,9
33,0.9634340222575517,-0.18904405524251716,1.3571428571428572,17995.83039100002,4,12,8,9
14,0.915341812400636,-0.4137133628508456,1.3333333333333333,14977.970006000003,5,12,8,9
59,0.9181240063593005,-0.2374003184227958,1.4583333333333333,15292.598940000009,1,14,8,9
56,0.9113672496025437,-0.19365968768304898,1.3333333333333333,16409.528919999997,2,14,8,9
52,0.8906995230524642,-0.22740691706783975,1.4761904761904763,14816.090271,3,14,8,9
40,0.8946740858505564,-0.19352946445184657,1.105263157894737,14385.210482000002,4,14,8,9
26,0.856120826709062,-0.18741037136939456,2.25,17937.367947000006,5,14,8,9
56,0.918918918918919,-0.21530566036098317,1.0740740740740742,15423.46016400001,1,16,8,9
54,0.9141494435612083,-0.1932289459815884,1.3478260869565217,15503.820242999995,2,16,8,9
50,0.8895071542130366,-0.25423516266754487,1.2727272727272727,14259.675133000004,3,16,8,9
39,0.9610492845786963,-0.23884993377204353,1.6,19182.18933600002,4,16,8,9
27,0.9340222575516693,-0.2006815338830309,1.7,19823.91908000001,5,16,8,9
52,0.910174880763116,-0.19802934088921212,1.2608695652173914,18448.756401000006,1,18,8,9
51,0.9030206677265501,-0.19187628461755368,1.3181818181818181,17912.150122999992,2,18,8,9
46,0.9125596184419714,-0.20557072863701045,1.7058823529411764,18953.170144000003,3,18,8,9
40,0.9411764705882353,-0.2371840856432364,1.3529411764705883,19325.709128000013,4,18,8,9
25,0.924483306836248,-0.1998966045120172,2.5714285714285716,24052.810500000003,5,18,8,9
46,0.918918918918919,-0.22629429368131188,1.0909090909090908,15047.529766999993,1,20,8,9
45,0.9121621621621622,-0.19238857152059946,1.1428571428571428,15612.919928999998,2,20,8,9
44,0.9173290937996821,-0.2068313034744822,1.3157894736842106,16399.250303999994,3,20,8,9
40,0.9395866454689984,-0.18670718730906777,1.6666666666666667,18315.37131999998,4,20,8,9
30,1.0083465818759936,-0.2246386976410945,1.1428571428571428,16538.400041999994,5,20,8,9
59,0.48052464228934816,-0.29313097655959736,3.9166666666666665,12914.976436000006,1,2,11,9
51,0.431637519872814,-0.2951071209702199,3.6363636363636362,14191.081056999994,2,2,11,9
60,0.4848966613672496,-0.2862587208845633,2.75,12878.283544999995,1,4,11,9
58,0.46740858505564387,-0.2707986896770942,2.625,14380.27751499999,2,4,11,9
48,0.43680445151033387,-0.2685776918072627,2.4285714285714284,15837.950148999998,3,4,11,9
29,0.33982511923688397,-0.23283584603842303,4.8,17676.17987300002,4,4,11,9
61,0.5083465818759937,-0.3093817488167544,2.588235294117647,14051.904170999991,1,6,11,9
61,0.5015898251192369,-0.28740941446454754,2.8125,15705.350589000009,2,6,11,9
53,0.46502384737678853,-0.27058430592589233,2.533333333333333,15111.361879999997,3,6,11,9
33,0.4411764705882353,-0.24335929011060956,3.7142857142857144,18217.670861000002,4,6,11,9
11,0.42726550079491254,-0.19267136672485166,10.0,16820.170194000006,5,6,11,9
62,0.5095389507154213,-0.2666832497626348,2.4444444444444446,17131.501281000008,1,8,11,9
60,0.5218600953895072,-0.23774091741895612,3.2857142857142856,18368.79979500002,2,8,11,9
46,0.4562798092209857,-0.2240208554801126,3.1818181818181817,17846.860489999995,3,8,11,9
25,0.6379173290937997,-0.3404989674026289,3.1666666666666665,18401.441004000008,4,8,11,9
13,0.5349761526232114,-0.206028666250568,3.3333333333333335,15583.150714999996,5,8,11,9
62,0.5147058823529411,-0.2674525781167516,2.263157894736842,19145.987761000015,1,10,11,9
